"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.321265841E0,1.218302548E-1,9.855544567E-2,7.126617432E-2,1.721471883E-1
4.326317039E0,1.324601471E-1,6.333526969E-2,5.882930756E-2,1.581705864E-1
4.331367664E0,1.192501485E-1,4.008278251E-2,4.175281525E-2,1.325538568E-1
4.336418341E0,1.130306125E-1,5.024668574E-2,-6.072998047E-3,1.238447822E-1
4.341468966E0,8.290308714E-2,5.088084936E-2,-3.213214874E-2,1.024414841E-1
4.346519591E0,1.951467991E-2,3.974372149E-2,-2.710819244E-2,5.191570309E-2
4.351570268E0,2.534288168E-2,5.726540089E-2,1.617431641E-3,6.264346634E-2
4.356616310E0,2.462953329E-3,5.817198753E-2,-1.504421234E-2,6.013630017E-2
4.361666883E0,-2.488052845E-2,3.551605344E-2,5.394840240E-2,6.921604489E-2
4.366717560E0,-1.880154014E-2,1.159042120E-3,2.734184265E-2,3.320267534E-2
4.371768237E0,-1.267322898E-2,-2.315363288E-2,2.708244324E-2,3.781745867E-2
4.376818810E0,-3.277903795E-2,-1.849645376E-2,7.194805145E-2,8.119794479E-2
4.381869487E0,-3.836202621E-2,-3.035274148E-2,6.180000305E-2,7.881734801E-2
4.386916831E0,-4.845100641E-2,-4.201790690E-2,5.174350739E-2,8.240385355E-2
4.391967456E0,-5.588090420E-2,-4.409334064E-2,8.691501617E-2,1.123437501E-1
4.397018081E0,-7.037770748E-2,-4.155927896E-2,1.027956009E-1,1.313283326E-1
4.402068758E0,-7.273021340E-2,-5.584365129E-2,4.966640472E-2,1.042830240E-1
4.407119383E0,-2.497884631E-2,-3.934770823E-2,4.213333130E-2,6.282835755E-2
4.412170008E0,8.327931166E-3,-2.800363302E-2,3.705978394E-2,4.719094707E-2
4.417297508E0,3.676465154E-2,4.509121180E-3,-1.217842102E-3,3.706015267E-2
4.422348185E0,5.784192681E-2,2.251717448E-2,-3.680133820E-2,7.215989286E-2
4.427398810E0,1.117965579E-1,4.280775785E-2,-3.409099579E-2,1.244715650E-1
4.432449487E0,1.225547493E-1,7.978120446E-2,-5.280494690E-3,1.463304164E-1
4.437500112E0,1.165465713E-1,5.969941616E-2,-1.235675812E-2,1.315287536E-1
4.442550737E0,6.784179807E-2,8.281981945E-2,-3.601360321E-2,1.129540246E-1
4.447541049E0,5.280739069E-2,7.755681872E-2,-3.335475922E-2,9.958022195E-2
4.452591674E0,5.922982097E-2,6.315776706E-2,-3.073406219E-2,9.187849482E-2
4.457642352E0,4.881781340E-2,4.196554422E-2,-1.152229309E-2,6.539915171E-2
4.462692977E0,1.722356677E-2,4.536926746E-3,-2.573204041E-2,3.129493346E-2
4.467743602E0,9.600132704E-3,-3.505501151E-2,2.194404602E-2,4.245653702E-2
4.472794279E0,-3.612276912E-2,-2.675172687E-2,2.645206451E-2,5.215573848E-2
4.477845477E0,-7.217779756E-2,-2.807894349E-2,9.030437469E-2,1.189661364E-1
4.482896102E0,-6.775692105E-2,-2.717608213E-2,7.522773743E-2,1.048272496E-1
4.487946779E0,-6.813049316E-2,-2.665302157E-2,8.642387390E-2,1.132308864E-1
4.492997404E0,-5.885303020E-2,-2.397924662E-2,1.094198227E-1,1.265360859E-1
4.498048029E0,-4.216319323E-2,-1.456880569E-2,7.049274445E-2,8.342189150E-2
4.503098706E0,-4.224979877E-2,-1.970824599E-2,4.615020752E-2,6.559955877E-2
4.508135945E0,-4.461026192E-2,3.542125225E-3,3.627490997E-2,5.760634699E-2
4.513186570E0,-1.871168613E-3,3.070533276E-4,1.698493958E-2,1.709045716E-2
4.518237247E0,-1.417565346E-2,-1.968404651E-2,-2.140045166E-3,2.435139896E-2
4.523287872E0,3.301292658E-2,-2.757626772E-2,-4.248809814E-2,6.046108126E-2
4.528338549E0,5.373170972E-2,9.734839201E-3,-3.736209869E-2,6.616487091E-2
4.533389174E0,4.334577918E-2,1.817885041E-2,-4.653263092E-2,6.614085663E-2
4.538432456E0,4.498550296E-2,1.964512467E-2,-6.513404846E-2,8.156022725E-2
4.543483081E0,5.637192726E-2,2.114796638E-2,-3.843498230E-2,7.143023540E-2
4.548533706E0,5.584019423E-2,1.081517339E-2,-5.234336853E-2,7.729762930E-2
4.553584383E0,7.923352718E-2,-4.915195704E-2,-6.851005554E-2,1.157043405E-1
4.558635008E0,7.672506571E-2,-2.515548468E-2,-1.011667252E-1,1.294381721E-1
4.563685633E0,2.446421981E-2,-3.412127495E-3,-7.654666901E-2,8.043340849E-2
4.568742560E0,-3.686031699E-2,-2.899253368E-2,-9.490680695E-2,1.058610031E-1
4.573793185E0,-4.077053070E-2,-2.549347281E-2,-6.324768066E-2,7.945075481E-2
4.578843810E0,-7.109430432E-2,3.034028411E-2,-4.612255096E-2,9.001234723E-2
4.583894487E0,-1.034474373E-1,3.829067945E-2,-3.626728058E-2,1.161157356E-1
4.588945112E0,-5.002251267E-2,3.175336123E-2,2.102375031E-2,6.286911643E-2
4.593995737E0,-3.738552332E-2,6.089183688E-2,2.320289612E-2,7.512567831E-2
4.599067091E0,1.113861799E-2,5.636706948E-2,-7.448196411E-4,5.746190120E-2
4.604117716E0,3.317895532E-2,5.404618382E-2,-2.923202515E-2,6.983082669E-2
4.609168341E0,4.321220517E-2,7.766920328E-2,-7.885169983E-2,1.188166250E-1
4.614219018E0,3.168195486E-2,6.763386726E-2,-9.954643250E-2,1.244491000E-1
4.619269643E0,2.960205078E-2,7.912358642E-2,-1.557121277E-1,1.771527308E-1
4.624320268E0,9.137901664E-2,6.429642439E-2,-2.066679001E-1,2.349378126E-1
4.629359852E0,1.049866974E-1,5.905690789E-2,-1.930656433E-1,2.275615689E-1
4.634410477E0,8.238992095E-2,4.933029413E-2,-1.629762650E-1,1.891635270E-1
4.639461154E0,6.912958622E-2,1.620161533E-2,-1.640472412E-1,1.787537115E-1
4.644511779E0,3.915345669E-2,1.217967272E-2,-1.271238327E-1,1.335732250E-1
4.649562404E0,-3.291368484E-4,-3.171718121E-2,-8.578777313E-2,9.146381762E-2
4.654613081E0,-3.916588426E-2,-2.483639121E-2,-1.154518127E-2,4.779230093E-2
4.659668029E0,-5.588084459E-2,-4.615041614E-2,6.208229065E-2,9.542924350E-2
4.664718654E0,-7.433018088E-2,-3.131166101E-2,1.113500595E-1,1.374926604E-1
4.669769331E0,-1.653401554E-1,-3.757071495E-2,1.602325439E-1,2.332882203E-1
4.674819956E0,-2.209416032E-1,-8.396905661E-2,1.446256638E-1,2.770966927E-1
4.679870581E0,-1.990363896E-1,-1.415641010E-1,7.929992676E-2,2.567963346E-1
4.684921258E0,-1.816156209E-1,-1.579539031E-1,7.154178619E-2,2.511013668E-1
4.689963966E0,-1.856956482E-1,-1.381904185E-1,6.383895874E-2,2.401143023E-1
4.695014591E0,-1.779289246E-1,-1.301749647E-1,4.906368256E-2,2.258571862E-1
4.700065268E0,-1.534059942E-1,-9.585779905E-2,7.480239868E-2,1.957486029E-1
4.705115893E0,-1.289469600E-1,-4.052251577E-2,7.420921326E-2,1.541959795E-1
4.710166518E0,-1.045952737E-1,4.887789488E-3,8.312988281E-2,1.336960702E-1
4.715217195E0,-6.867709756E-2,1.902881265E-2,1.109819412E-1,1.318924968E-1
4.720259904E0,-2.595752478E-3,1.858466864E-2,8.870506287E-2,9.066816430E-2
4.725310529E0,8.628588915E-2,4.402843118E-2,1.449985504E-1,1.743798642E-1
4.730361154E0,1.051834226E-1,1.912868023E-2,1.604318619E-1,1.927896291E-1
4.735411831E0,1.211426854E-1,1.541483402E-2,1.139678955E-1,1.670384643E-1
4.740462456E0,9.829893708E-2,4.159659147E-3,1.462669373E-1,1.762781913E-1
4.745513081E0,1.437698901E-1,3.050911427E-2,2.044076920E-1,2.517599886E-1
4.750566102E0,1.076856852E-1,4.177415371E-2,2.050504684E-1,2.353443887E-1
4.755616674E0,1.046497524E-1,1.427605748E-2,2.104349136E-1,2.354532424E-1
4.760667352E0,9.896075726E-2,4.092964530E-2,2.181596756E-1,2.430269767E-1
4.765718029E0,6.466299295E-2,1.200330257E-2,2.115821838E-1,2.215680538E-1
4.770768602E0,1.175639033E-2,6.350040436E-3,2.027149200E-1,2.031548044E-1
4.775819279E0,2.359214425E-2,-1.908853650E-2,1.535711288E-1,1.565408992E-1
4.780884383E0,2.124369144E-3,-4.252079129E-2,7.160282135E-2,8.330362934E-2
4.785935008E0,-3.785207868E-2,-7.323870063E-2,4.599571228E-3,8.257023184E-2
4.790985685E0,-7.960602641E-2,-8.495225012E-2,-5.944824219E-2,1.307214510E-1
4.796036310E0,-1.207543612E-1,-6.817126274E-2,-1.205682755E-1,1.837543084E-1
4.801086935E0,-1.209180355E-1,-1.130378246E-1,-1.835498810E-1,2.471624565E-1
4.806137612E0,-1.447386146E-1,-1.024854779E-1,-2.151327133E-1,2.788092970E-1
4.811178445E0,-1.732854247E-1,-9.621536732E-2,-2.346019745E-1,3.071210214E-1
4.816229070E0,-1.471784711E-1,-8.712452650E-2,-2.515621185E-1,3.041967866E-1
4.821279747E0,-1.568955779E-1,-6.559103727E-2,-2.779045105E-1,3.258056529E-1
4.826330372E0,-1.522951126E-1,-4.368764162E-2,-2.256536484E-1,2.757208378E-1
4.831380997E0,-1.025583744E-1,-9.639143944E-3,-1.809787750E-1,2.082413270E-1
4.836431674E0,-4.849398136E-2,1.043197513E-2,-2.269659042E-1,2.323230811E-1
4.841477820E0,-2.380782366E-2,6.834149361E-3,-1.633262634E-1,1.651937844E-1
4.846528445E0,3.134134412E-2,4.855045676E-2,-1.738739014E-1,1.832254357E-1
4.851579122E0,8.334812522E-2,6.136858463E-2,-1.891002655E-1,2.155734760E-1
4.856629747E0,1.157717109E-1,8.819317818E-2,-1.543159485E-1,2.121191591E-1
4.861680372E0,1.360582113E-1,8.831498027E-2,-1.245594025E-1,2.045150785E-1
4.866731049E0,1.061455309E-1,1.260467470E-1,-1.520576477E-1,2.242235143E-1
4.871789331E0,9.988769889E-2,1.013601422E-1,-1.460762024E-1,2.039354989E-1
4.876839956E0,1.005615890E-1,1.025602818E-1,-1.306400299E-1,1.941598877E-1
4.881890581E0,7.490131259E-2,8.909681439E-2,-9.869956970E-2,1.526107926E-1
4.886941258E0,9.640148282E-2,9.465926886E-2,-1.216878891E-1,1.818283955E-1
4.891991883E0,9.149119258E-2,1.047757864E-1,-1.539878845E-1,2.075111378E-1
4.897042560E0,8.667770028E-2,6.957411766E-2,-1.123685837E-1,1.580515111E-1
4.902082247E0,8.434295654E-2,9.644281864E-2,-1.257305145E-1,1.795079772E-1
4.907132872E0,6.323203444E-2,9.009361267E-2,-1.484823227E-1,1.848300554E-1
4.912183497E0,3.765401244E-2,7.001808286E-2,-1.520490646E-1,1.715787709E-1
4.917234174E0,1.704224944E-2,2.445018291E-2,-1.342239380E-1,1.374929643E-1
4.922284799E0,3.729015589E-3,1.058220863E-3,-9.518241882E-2,9.526131556E-2
4.927335424E0,-4.526984692E-2,-1.212659478E-2,-6.124210358E-2,7.711685024E-2
4.932387768E0,-2.502235770E-2,-1.290702820E-2,-3.710556030E-2,4.657823920E-2
4.937438393E0,4.291504622E-3,-6.148844957E-3,2.956390381E-2,3.049999532E-2
4.942489018E0,2.152991295E-2,-4.422548413E-2,3.865432739E-2,6.255867346E-2
4.947539643E0,3.598704934E-2,-1.521185040E-2,1.189136505E-1,1.251675852E-1
4.952590268E0,6.937628984E-2,-1.959815621E-2,1.723737717E-1,1.868418435E-1
4.957640945E0,9.076562524E-2,-3.102186322E-2,2.087669373E-1,2.297485339E-1
4.962702091E0,8.843323588E-2,-1.651626825E-2,2.401275635E-1,2.564263463E-1
4.967752716E0,7.006579638E-2,-9.525567293E-3,2.522592545E-1,2.619822202E-1
4.972803393E0,4.477673769E-2,-7.656246424E-3,3.355703354E-1,3.386311036E-1
4.977854018E0,6.261593103E-2,-1.569598913E-3,3.398208618E-1,3.455451296E-1
4.982904643E0,5.681329966E-2,-5.397856236E-3,3.393087387E-1,3.440745675E-1
4.987955320E0,7.016748190E-2,-3.822189569E-2,3.174438477E-1,3.273453608E-1
4.993005685E0,3.367361426E-2,-7.216602564E-3,2.957878113E-1,2.977858643E-1
4.998056310E0,4.751974344E-2,-3.028035164E-3,2.173194885E-1,2.224748415E-1
5.003106987E0,5.185261369E-2,-1.122188568E-2,2.084178925E-1,2.150642745E-1
5.008157612E0,6.080120802E-2,-1.025560498E-2,1.710920334E-1,1.818638178E-1
5.013208237E0,4.090765119E-2,1.419678330E-2,1.412000656E-1,1.476903623E-1
5.018258914E0,7.312828302E-2,6.441953778E-2,9.729576111E-2,1.377101585E-1
5.023341466E0,1.238824427E-1,8.545973897E-2,5.850696564E-2,1.614722627E-1
5.028392091E0,1.099248230E-1,6.115326285E-2,5.329418182E-2,1.366142675E-1
5.033442768E0,1.055351496E-1,4.892936349E-2,6.237697601E-2,1.319948391E-1
5.038493393E0,8.445426822E-2,5.344334245E-2,2.862071991E-2,1.039608574E-1
5.043544018E0,6.815081835E-2,3.665393591E-2,-2.624511719E-2,8.171200178E-2
5.048594695E0,4.707375169E-2,2.950409055E-2,-1.652050018E-2,5.795995500E-2
5.053612872E0,3.098875284E-2,1.065817475E-2,-1.875495911E-2,3.775775394E-2
5.058663497E0,3.160700202E-2,-7.779985666E-3,-6.374073029E-2,7.157102382E-2
5.063714174E0,2.994912863E-2,-1.429125667E-2,-4.658031464E-2,5.719192281E-2
5.068764747E0,3.775516152E-2,2.954900265E-3,-5.094146729E-2,6.347611162E-2
5.073815424E0,5.504688621E-2,1.540592313E-2,-3.151130676E-2,6.527223454E-2
5.078866049E0,5.804210901E-2,2.537289262E-2,-2.173995972E-2,6.697235211E-2
5.083903758E0,3.742229939E-2,2.344280481E-2,-4.919052124E-3,4.443186540E-2
5.088954383E0,7.192793489E-2,4.776671529E-2,-2.861118317E-2,9.096090758E-2
5.094005008E0,1.015555859E-1,1.487964392E-2,-6.159973145E-2,1.197057548E-1
5.099055685E0,5.978256464E-2,1.099124551E-2,-5.393218994E-2,8.126157533E-2
5.104106258E0,5.383816361E-2,3.094747663E-2,-5.953788757E-3,6.238382620E-2
5.109156883E0,7.569104433E-3,-1.312959194E-2,-5.894660950E-3,1.626113631E-2
5.114202508E0,-2.416071296E-2,-2.817088366E-2,-8.222579956E-3,3.801249213E-2
5.119253185E0,-4.845196009E-2,-2.171257138E-2,-1.290416718E-2,5.464014754E-2
5.124303810E0,-9.862327576E-2,-5.828121305E-2,-3.282546997E-3,1.146037758E-1
5.129354435E0,-9.369271994E-2,-4.244682193E-2,-2.461528778E-2,1.057637502E-1
5.134405112E0,-9.609633684E-2,-6.492114067E-2,2.311897278E-2,1.182528958E-1
5.139455685E0,-8.190721273E-2,-1.228458732E-1,8.689880371E-3,1.479033945E-1
5.144517768E0,-8.468034863E-2,-8.791154623E-2,-3.242492676E-3,1.221053445E-1
5.149568393E0,-7.549992204E-2,-7.712653279E-2,-8.163452148E-4,1.079324173E-1
5.154619018E0,-5.673715472E-2,-9.989777207E-2,5.386543274E-2,1.268863840E-1
5.159669643E0,-6.674358249E-2,-4.894432425E-2,5.345630646E-2,9.852831766E-2
5.164720320E0,-3.147718310E-2,-2.459651232E-2,1.742172241E-2,4.358116435E-2
5.169770945E0,-4.406952858E-2,-3.856694698E-2,2.207374573E-2,6.258420727E-2
5.174818654E0,7.687568665E-3,-3.832295537E-2,2.432346344E-2,4.603670811E-2
5.179869279E0,-9.821325541E-3,-3.110790253E-2,-1.943588257E-3,3.267931410E-2
5.184919904E0,-3.203758597E-2,-4.295504093E-2,1.476383209E-2,5.558338956E-2
5.189970529E0,-5.200216174E-2,-9.740641713E-2,2.181434631E-2,1.125526571E-1
5.195021206E0,-6.709933281E-2,-8.272016048E-2,-1.157093048E-2,1.071393105E-1
5.200071831E0,-6.807410717E-2,-9.211590886E-2,2.421092987E-2,1.170708924E-1
5.205113185E0,-9.047389030E-2,-6.590381265E-2,2.168846130E-2,1.140141513E-1
5.210163810E0,-1.055652797E-1,-9.259763360E-2,3.820896149E-2,1.455275739E-1
5.215214435E0,-1.347839534E-1,-8.153051138E-2,4.986286163E-2,1.652278529E-1
5.220265060E0,-1.258590817E-1,-8.048012853E-2,3.530025482E-2,1.535046173E-1
5.225315737E0,-1.168082356E-1,-7.252994180E-2,2.800655365E-2,1.403179369E-1
5.230366362E0,-1.263713539E-1,-1.125267446E-1,6.557464600E-3,1.693369058E-1
5.235431727E0,-6.423389912E-2,-1.049124599E-1,1.857185364E-2,1.244087287E-1
5.240482404E0,-3.783428669E-2,-1.211086512E-1,-3.838348389E-2,1.325595356E-1
5.245532977E0,-2.554014325E-2,-1.012209356E-1,-6.873035431E-2,1.249873526E-1
5.250583654E0,-3.535360098E-3,-7.638433576E-2,-9.882354736E-2,1.249526272E-1
5.255634279E0,8.994966745E-3,-8.211192489E-2,-2.023200989E-1,2.185330640E-1
5.260684904E0,1.873207092E-2,-5.380278826E-2,-2.218561172E-1,2.290540706E-1
5.265731727E0,1.841393113E-2,-3.677207232E-2,-2.032775879E-1,2.073958435E-1
5.270782352E0,2.233472466E-2,-9.436696768E-3,-1.920442581E-1,1.935688204E-1
5.275832977E0,1.847040653E-2,-7.677286863E-3,-1.215791702E-1,1.232136002E-1
5.280883602E0,9.417921305E-3,-2.673864365E-2,-8.975505829E-2,9.412556929E-2
5.285934279E0,4.779762030E-2,-3.323966265E-2,-8.340835571E-3,5.881375024E-2
5.290984904E0,5.250030756E-2,-3.926485777E-2,6.999778748E-2,9.590464848E-2
5.296030112E0,2.741545439E-3,-4.750767350E-2,1.215581894E-1,1.305407543E-1
5.301080737E0,2.012127638E-2,-4.844757915E-2,1.679410934E-1,1.759438676E-1
5.306131362E0,-5.251944065E-3,-9.478005767E-2,2.472152710E-1,2.648135806E-1
5.311181987E0,-3.960779309E-2,-9.105315804E-2,2.735881805E-1,2.910497335E-1
5.316232612E0,-5.168065429E-2,-6.619480252E-2,2.403898239E-1,2.546368185E-1
5.321283237E0,-7.507926226E-2,-4.920968413E-2,2.621469498E-1,2.770911617E-1
5.326340320E0,-5.058160424E-2,5.101799965E-3,2.386198044E-1,2.439752817E-1
5.331390945E0,-1.658415794E-2,2.749836445E-2,2.058200836E-1,2.083101082E-1
5.336441570E0,3.137382865E-2,5.165687203E-2,1.448068619E-1,1.569132780E-1
5.341492195E0,9.540390968E-2,7.999926805E-2,1.151933670E-1,1.696210502E-1
5.346542872E0,1.418580115E-1,9.829404950E-2,1.000785828E-1,1.995022263E-1
5.351593497E0,1.807006001E-1,1.493869722E-1,1.041049957E-1,2.565287986E-1
5.356652820E0,2.382395267E-1,1.262136102E-1,5.347061157E-2,2.748582431E-1
5.361703445E0,2.597401738E-1,1.267518401E-1,1.277542114E-2,2.892994958E-1
5.366754070E0,2.382217646E-1,1.319014132E-1,-1.094722748E-2,2.725205198E-1
5.371804747E0,1.978459656E-1,1.489026546E-1,-2.259540558E-2,2.486474995E-1
5.376855372E0,1.623714268E-1,1.112484634E-1,-3.890895844E-2,2.006355101E-1
5.381905997E0,1.386627257E-1,1.309292018E-1,-5.747795105E-2,1.991821334E-1
5.386951258E0,1.220863461E-1,9.329217672E-2,-6.401252747E-2,1.664515240E-1
5.392001883E0,6.278356910E-2,7.259389758E-2,-1.227579117E-1,1.558241169E-1
5.397052508E0,5.855843425E-2,4.008397460E-2,-1.073675156E-1,1.286996451E-1
5.402103185E0,5.436933041E-2,3.397580981E-2,-8.497619629E-2,1.064487373E-1
5.407153810E0,3.602275252E-2,3.980240226E-2,-8.414840698E-2,9.981394854E-2
5.412204435E0,3.487122059E-2,5.032745004E-2,-1.236934662E-1,1.380178533E-1
5.417251674E0,4.111823440E-2,5.849611759E-2,-8.688545227E-2,1.125237166E-1
5.422302299E0,2.872967720E-2,4.996788502E-2,-1.168813705E-1,1.303205228E-1
5.427352924E0,3.106108308E-2,5.343908072E-2,-1.371126175E-1,1.504007849E-1
5.432403602E0,3.606790304E-2,5.920910835E-2,-1.666603088E-1,1.805055974E-1
5.437454227E0,1.748162508E-2,9.586185217E-2,-1.674499512E-1,1.937384527E-1
5.442504852E0,2.306991816E-2,7.778322697E-2,-1.872367859E-1,2.040589756E-1
5.447554487E0,4.059952497E-2,5.273407698E-2,-1.569662094E-1,1.704922145E-1
5.452605112E0,6.517097354E-2,9.214371443E-2,-1.459550858E-1,1.845009674E-1
5.457655737E0,1.035997272E-1,7.670480013E-2,-1.326723099E-1,1.849823549E-1
5.462706362E0,8.461159468E-2,7.571464777E-2,-1.100053787E-1,1.580917872E-1
5.467756987E0,1.202284396E-1,6.044006348E-2,-9.465694427E-2,1.645229955E-1
5.472807612E0,9.364342690E-2,5.939996243E-2,-7.705783844E-2,1.350383553E-1
5.477862404E0,5.753874779E-2,4.629421234E-2,-5.960273743E-2,9.490178029E-2
5.482913081E0,3.336760402E-2,2.354776859E-2,-4.466342926E-2,6.052037935E-2
5.487963706E0,-7.371127605E-3,5.387425423E-3,2.242851257E-2,2.421561585E-2
5.493014331E0,-4.554069042E-2,-1.519948244E-2,4.145908356E-2,6.343370051E-2
5.498064956E0,-6.216397882E-2,-1.686930656E-2,2.945804596E-2,7.082873878E-2
5.503115581E0,-1.237358451E-1,-6.175804138E-2,1.996326447E-2,1.397252553E-1
5.508165008E0,-1.301672757E-1,-7.085484266E-2,2.243995667E-2,1.498915609E-1
5.513215633E0,-1.341247857E-1,-8.463385701E-2,2.965164185E-2,1.613430127E-1
5.518266258E0,-1.546363831E-1,-1.007335484E-1,-2.257823944E-2,1.859285767E-1
5.523316935E0,-1.345546246E-1,-1.119056344E-1,-5.061721802E-2,1.821810110E-1
5.528367560E0,-1.266299486E-1,-1.085805595E-1,-9.031009674E-2,1.896860442E-1
5.533418185E0,-1.209402382E-1,-1.048153639E-1,-9.880924225E-2,1.880852681E-1
5.538464591E0,-1.149999201E-1,-8.863711357E-2,-7.400035858E-2,1.629649429E-1
5.543515216E0,-1.397421658E-1,-9.583860636E-2,-9.930515289E-2,1.964037290E-1
5.548565841E0,-1.594287157E-1,-8.092629910E-2,-1.410627365E-1,2.277394935E-1
5.553616518E0,-1.812932491E-1,-6.061756611E-2,-1.326322556E-1,2.326650956E-1
5.558667091E0,-1.650900245E-1,-1.600527763E-2,-1.314468384E-1,2.116344878E-1
5.563717768E0,-1.636554301E-1,-2.578741312E-2,-8.756351471E-2,1.873911940E-1
5.568776310E0,-1.338432729E-1,-6.115835905E-2,-8.446407318E-2,1.696718782E-1
5.573826935E0,-4.770228267E-2,-6.727224588E-2,-8.143520355E-2,1.158997637E-1
5.578877560E0,-7.938414812E-3,-7.070136070E-2,-3.570938110E-2,7.960440147E-2
5.583928237E0,5.732187629E-2,-5.725866556E-2,5.237007141E-2,9.647267314E-2
5.588978810E0,9.313070774E-2,-8.156180382E-2,1.040430069E-1,1.617114834E-1
5.594029487E0,7.148396969E-2,-5.798727274E-2,1.718997955E-1,1.949923625E-1
5.599079122E0,1.045109034E-1,-5.365771055E-2,2.700710297E-1,2.945166207E-1
5.604129747E0,6.616392732E-2,-5.669093132E-2,3.151817322E-1,3.270031365E-1
5.609180372E0,4.244089127E-2,-5.758410692E-2,3.409309387E-1,3.483547956E-1
5.614230997E0,2.604129910E-2,-4.231053591E-2,3.474884033E-1,3.510221092E-1
5.619281622E0,4.551494122E-2,-3.011381626E-2,3.540306091E-1,3.582124007E-1
5.624332299E0,4.865720868E-2,-7.334083319E-2,3.486986160E-1,3.596347127E-1
5.629391727E0,5.213361979E-2,-8.115333319E-2,3.482122421E-1,3.613247063E-1
5.634442352E0,1.035045683E-1,-7.057732344E-2,2.978992462E-1,3.231691742E-1
5.639492977E0,6.438916922E-2,-2.270615101E-2,2.908115387E-1,2.987187397E-1
5.644543654E0,5.917108059E-2,-1.371324062E-2,2.196846008E-1,2.279267286E-1
5.649594279E0,4.692903161E-2,1.131463051E-2,1.610622406E-1,1.681410129E-1
5.654644904E0,2.057620883E-2,6.183844805E-2,1.124591827E-1,1.299786206E-1
5.659668029E0,-5.459398031E-3,5.695784092E-2,4.528427124E-2,7.297030828E-2
5.664718654E0,6.671071053E-3,8.983540535E-2,4.817962646E-3,9.021150707E-2
5.669769279E0,4.503726959E-3,9.615349770E-2,-5.667781830E-2,1.117056568E-1
5.674819904E0,3.080967069E-2,1.047427058E-1,-1.176557541E-1,1.605090237E-1
5.679870529E0,3.293973207E-2,1.323214769E-1,-1.686325073E-1,2.168661378E-1
5.684921154E0,2.054560184E-2,1.290543079E-1,-1.978282928E-1,2.370931665E-1
5.689985841E0,1.738756895E-2,1.544640660E-1,-2.458057404E-1,2.908297393E-1
5.695036466E0,4.554688931E-3,1.656346321E-1,-2.839002609E-1,3.287171044E-1
5.700087091E0,1.037165523E-2,1.439292431E-1,-2.884674072E-1,3.225471179E-1
5.705137768E0,2.533417940E-2,1.679598093E-1,-2.621507645E-1,3.123705196E-1
5.710188341E0,3.305375576E-2,1.707797647E-1,-2.550802231E-1,3.087461724E-1
5.715239018E0,4.082518816E-2,1.264887452E-1,-3.264846802E-1,3.525029717E-1
5.720295424E0,5.788761377E-2,1.116507053E-1,-2.666816711E-1,2.948490623E-1
5.725346049E0,9.144666791E-2,1.378475428E-1,-2.572994232E-1,3.058879391E-1
5.730396674E0,4.629641771E-2,1.167916059E-1,-2.290229797E-1,2.612186111E-1
5.735447352E0,4.666915536E-2,1.415205598E-1,-1.463766098E-1,2.088831989E-1
5.740497977E0,3.035858274E-2,1.141977310E-1,-1.262130737E-1,1.728944918E-1
5.745548602E0,-1.200219989E-2,9.929031134E-2,-9.198665619E-2,1.358829042E-1
5.750600841E0,5.329638720E-3,1.038253903E-1,-3.431415558E-2,1.094786646E-1
5.755651466E0,-3.668844700E-3,9.184753895E-2,1.098823547E-2,9.257522428E-2
5.760702091E0,-3.624713421E-2,7.996702194E-2,3.453826904E-2,9.434760922E-2
5.765752768E0,-3.989499807E-2,7.288223505E-2,6.977844238E-2,1.085009773E-1
5.770803393E0,-5.766159296E-2,8.713191748E-2,1.213655472E-1,1.601450167E-1
5.775854018E0,-6.805664301E-2,7.729518414E-2,1.060256958E-1,1.478096760E-1
5.780910112E0,-6.390836835E-2,4.109501839E-2,1.003437042E-1,1.258647650E-1
5.785960737E0,-4.068127275E-2,1.681518555E-2,1.113595963E-1,1.197442111E-1
5.791011362E0,-4.150733352E-2,2.805805206E-2,8.904361725E-2,1.021708314E-1
5.796062039E0,-3.751966357E-2,-6.134986877E-3,7.643318176E-2,8.536623743E-2
5.801112664E0,-5.024230480E-2,-9.315848351E-3,7.106304169E-2,8.752731069E-2
5.806163289E0,-3.445297480E-2,-5.306124687E-2,1.227617264E-1,1.381048328E-1
5.811188914E0,-8.054935932E-2,-2.516931295E-2,1.075153351E-1,1.366793360E-1
5.816239539E0,-1.141814590E-1,-3.325265646E-2,9.241008759E-2,1.506079979E-1
5.821290164E0,-1.521835029E-1,-3.187268972E-2,1.439571381E-1,2.118946543E-1
5.826340789E0,-1.588447392E-1,-5.664247274E-2,1.261892319E-1,2.106270237E-1
5.831391466E0,-1.818958819E-1,-6.469404697E-2,8.957958221E-2,2.128284124E-1
5.836442039E0,-1.807602644E-1,-5.854052305E-2,1.031780243E-1,2.162104778E-1
5.841514018E0,-1.439159214E-1,-5.018281937E-2,8.816814423E-2,1.760787593E-1
5.846564695E0,-1.497268975E-1,-6.585550308E-2,2.817630768E-2,1.659789006E-1
5.851615268E0,-1.527110040E-1,-4.819947481E-2,1.621437073E-2,1.609557266E-1
5.856665945E0,-1.600743234E-1,-3.782618046E-2,-4.077053070E-2,1.694604530E-1
5.861716570E0,-1.506539285E-1,-2.057427168E-2,-4.262638092E-2,1.579142653E-1
