"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.298810324E1,-1.751094162E-1,-8.356488347E-1,1.238389969E0,1.504188152E0
1.299315417E1,-1.778406501E-1,-8.058579564E-1,1.037066460E0,1.325345685E0
1.299820480E1,-2.301969826E-1,-7.509903908E-1,8.983983994E-1,1.193355312E0
1.300325537E1,-2.849866748E-1,-6.974519491E-1,7.361936569E-1,1.053393434E0
1.300830600E1,-2.833871245E-1,-6.616725922E-1,5.695724487E-1,9.178952315E-1
1.301335657E1,-2.956081033E-1,-5.596822500E-1,4.391841888E-1,7.703967312E-1
1.301840720E1,-2.524616718E-1,-5.084780455E-1,3.281860352E-1,6.557384327E-1
1.302345308E1,-1.418033838E-1,-4.575445652E-1,2.724084854E-1,5.510549988E-1
1.302850371E1,-4.929024726E-2,-3.899167776E-1,2.789201736E-1,4.819347313E-1
1.303355428E1,1.840236783E-2,-3.819162846E-1,2.471170425E-1,4.552642401E-1
1.303860490E1,5.694199353E-2,-4.211896658E-1,2.415885925E-1,4.888846216E-1
1.304365548E1,3.047805279E-2,-3.902871609E-1,2.766342163E-1,4.793531780E-1
1.304870610E1,-1.518706232E-2,-4.329527617E-1,3.235082626E-1,5.406813634E-1
1.305376178E1,-5.854042619E-2,-4.153171778E-1,3.295946121E-1,5.334303591E-1
1.305881240E1,-1.687707454E-1,-3.879693747E-1,3.548002243E-1,5.521657354E-1
1.306386303E1,-2.356688380E-1,-4.373604059E-1,3.417272568E-1,6.029937346E-1
1.306891365E1,-3.067170978E-1,-4.633837938E-1,3.359498978E-1,6.493552589E-1
1.307396423E1,-3.558290601E-1,-4.423522949E-1,2.800722122E-1,6.330326349E-1
1.307901480E1,-3.759440184E-1,-4.224405289E-1,2.746858597E-1,6.286829303E-1
1.308405818E1,-4.148237407E-1,-3.701550961E-1,2.288074493E-1,6.012041083E-1
1.308910881E1,-4.363875389E-1,-3.216289282E-1,2.142896652E-1,5.829230757E-1
1.309415938E1,-4.403856397E-1,-1.905254126E-1,1.114301682E-1,4.926013874E-1
1.309921001E1,-3.932408094E-1,-8.471703529E-2,-3.087043762E-3,4.022745830E-1
1.310426058E1,-4.075381756E-1,-1.587653160E-2,-9.340095520E-2,4.184055058E-1
1.310931121E1,-3.707734346E-1,5.468606949E-2,-2.122335434E-1,4.307047515E-1
1.311435954E1,-2.977521420E-1,7.953643799E-2,-3.524303436E-1,4.681768150E-1
1.311941016E1,-2.748219371E-1,1.091748476E-1,-4.781064987E-1,5.621672959E-1
1.312446079E1,-2.565064132E-1,6.984162331E-2,-6.324081421E-1,6.860127189E-1
1.312951136E1,-1.998828501E-1,4.583299160E-2,-7.124958038E-1,7.414203176E-1
1.313456194E1,-2.034698278E-1,1.445293427E-3,-7.830839157E-1,8.090874358E-1
1.313961256E1,-2.289909273E-1,-4.639554024E-2,-7.389373779E-1,7.749953803E-1
1.314466501E1,-3.003005981E-1,-1.142214537E-1,-7.333526611E-1,8.006454367E-1
1.314971563E1,-3.911179900E-1,-1.948866844E-1,-6.801395416E-1,8.084206195E-1
1.315476621E1,-4.894925356E-1,-2.381283045E-1,-5.626087189E-1,7.828388099E-1
1.315981683E1,-6.239054203E-1,-3.902465105E-1,-4.238595963E-1,8.492392300E-1
1.316486740E1,-7.699365616E-1,-5.339660645E-1,-3.165473938E-1,9.890016781E-1
1.316991803E1,-9.197692871E-1,-6.648710370E-1,-1.831722260E-1,1.149600410E0
1.317496298E1,-1.068526387E0,-7.904137969E-1,-7.157897949E-2,1.331024478E0
1.318001360E1,-1.177610397E0,-9.155713916E-1,1.110267639E-2,1.491697185E0
1.318506423E1,-1.244527817E0,-1.009290218E0,5.773544312E-2,1.603386919E0
1.319011485E1,-1.331636190E0,-1.062188268E0,8.513641357E-2,1.705504931E0
1.319516542E1,-1.391053677E0,-1.064843297E0,1.172714233E-1,1.755754586E0
1.320021605E1,-1.401506186E0,-1.105996609E0,1.206703186E-1,1.789415942E0
1.320526792E1,-1.375021696E0,-1.094735861E0,1.240854263E-1,1.761967214E0
1.321031855E1,-1.359676957E0,-1.064676046E0,7.728862762E-2,1.728649775E0
1.321536917E1,-1.293436527E0,-1.011165380E0,6.170940399E-2,1.642936860E0
1.322041975E1,-1.171492577E0,-9.795407653E-1,1.986408234E-2,1.527183535E0
1.322547037E1,-1.082245827E0,-9.268224239E-1,-4.820156097E-2,1.425685528E0
1.323052094E1,-1.054499030E0,-8.148162365E-1,-8.502101898E-2,1.335336017E0
1.323558511E1,-1.031003952E0,-7.465228438E-1,-1.432542801E-1,1.280932197E0
1.324063568E1,-1.019019485E0,-6.524820924E-1,-2.396259308E-1,1.233512942E0
1.324568631E1,-1.021430850E0,-5.067131519E-1,-3.046474457E-1,1.180207298E0
1.325073688E1,-1.021608829E0,-3.739355803E-1,-3.933782578E-1,1.156831393E0
1.325578751E1,-9.598798156E-1,-3.042210340E-1,-4.747066498E-1,1.113223294E0
1.326083808E1,-9.202490449E-1,-2.570254803E-1,-5.557870865E-1,1.105359529E0
1.326588334E1,-8.546959162E-1,-1.724087000E-1,-6.581697464E-1,1.092436398E0
1.327093397E1,-7.706732154E-1,-1.006064415E-1,-7.555170059E-1,1.083911808E0
1.327598454E1,-7.112019658E-1,-4.867684841E-2,-8.143568039E-1,1.082291401E0
1.328103516E1,-6.523342133E-1,3.146231174E-2,-8.826189041E-1,1.097973557E0
1.328608574E1,-6.082739830E-1,9.931612015E-2,-9.459705353E-1,1.129035510E0
1.329113636E1,-6.126860380E-1,1.716989279E-1,-1.011598587E0,1.195071715E0
1.329618433E1,-5.819773078E-1,2.393004894E-1,-1.048435211E0,1.222775001E0
1.330123496E1,-5.524287224E-1,3.071210384E-1,-1.025440216E0,1.204586428E0
1.330628553E1,-4.879336357E-1,3.084354401E-1,-1.004937172E0,1.158926388E0
1.331133615E1,-4.432756603E-1,2.985640764E-1,-9.558563232E-1,1.095123340E0
1.331638673E1,-4.422408640E-1,2.729470730E-1,-8.950099945E-1,1.034949263E0
1.332143735E1,-4.270979166E-1,2.268725634E-1,-7.937164307E-1,9.294458363E-1
1.332649714E1,-4.958212078E-1,1.746762991E-1,-6.974773407E-1,8.733986033E-1
1.333154777E1,-5.405684114E-1,1.355497837E-1,-5.656213760E-1,7.940500565E-1
1.333659834E1,-5.873183012E-1,6.860375404E-2,-4.268760681E-1,7.292958518E-1
1.334164891E1,-6.408380866E-1,-2.160274982E-2,-2.979583740E-1,7.070497328E-1
1.334669954E1,-6.984025240E-1,-7.059752941E-2,-2.147245407E-1,7.340686106E-1
1.335175016E1,-7.218537331E-1,-1.148980856E-1,-1.555004120E-1,7.472983073E-1
1.335677324E1,-7.279049754E-1,-1.546460390E-1,-1.226301193E-1,7.541877729E-1
1.336182371E1,-7.212660313E-1,-1.898409128E-1,-6.105518341E-2,7.483261291E-1
1.336687433E1,-7.330237031E-1,-1.635211706E-1,-6.883907318E-2,7.541894593E-1
1.337192496E1,-7.275840640E-1,-1.070785522E-1,-9.801292419E-2,7.419237965E-1
1.337697553E1,-6.981078982E-1,-8.988177776E-2,-6.481647491E-2,7.068483196E-1
1.338202615E1,-6.612532735E-1,-2.123212814E-2,-8.652591705E-2,6.672281688E-1
1.338707673E1,-6.245173812E-1,5.318903923E-2,-9.366512299E-2,6.337382650E-1
1.339215553E1,-5.710673332E-1,1.239032745E-1,-1.628265381E-1,6.066155306E-1
1.339720621E1,-4.792885184E-1,2.005488873E-1,-2.341308594E-1,5.698724413E-1
1.340225678E1,-3.874621987E-1,2.495638132E-1,-3.075647354E-1,5.540804263E-1
1.340730735E1,-2.859081626E-1,2.664582729E-1,-4.190492630E-1,5.730146364E-1
1.341235798E1,-2.321355492E-1,2.969400883E-1,-4.824342728E-1,6.122116928E-1
1.341740860E1,-1.832159758E-1,3.342369795E-1,-5.504751205E-1,6.695560548E-1
1.342245147E1,-1.776349247E-1,3.808473349E-1,-6.231756210E-1,7.516293725E-1
1.342750204E1,-1.458408386E-1,4.395570755E-1,-7.053775787E-1,8.438231458E-1
1.343255266E1,-1.883139759E-1,4.674007893E-1,-7.229166031E-1,8.812117035E-1
1.343760329E1,-2.739412189E-1,4.502210617E-1,-7.668142319E-1,9.304551907E-1
1.344265386E1,-2.875566781E-1,4.551165104E-1,-7.700538635E-1,9.395758798E-1
1.344770449E1,-3.682484329E-1,4.557951689E-1,-7.948999405E-1,9.875333208E-1
1.345274860E1,-4.753861725E-1,4.428534508E-1,-7.456502914E-1,9.889921886E-1
1.345779917E1,-5.398797989E-1,3.970035315E-1,-7.587471008E-1,1.012313768E0
1.346284980E1,-5.829907656E-1,3.970844746E-1,-7.264289856E-1,1.012547966E0
1.346790042E1,-6.287692785E-1,4.019399881E-1,-6.536607742E-1,9.920579456E-1
1.347295100E1,-6.077150702E-1,4.142881632E-1,-5.886802673E-1,9.420704570E-1
1.347800162E1,-6.033722162E-1,4.244583845E-1,-5.575389862E-1,9.247013965E-1
1.348305464E1,-6.463330984E-1,4.680476189E-1,-5.005578995E-1,9.420049142E-1
1.348810522E1,-6.173273921E-1,5.114650726E-1,-4.892091751E-1,9.391566677E-1
1.349315584E1,-5.951226354E-1,5.783619881E-1,-4.565801620E-1,9.471742103E-1
1.349820641E1,-5.368574262E-1,6.283143759E-1,-4.266242981E-1,9.300554514E-1
1.350325699E1,-5.429155827E-1,6.330635548E-1,-4.444732666E-1,9.450308349E-1
1.350830761E1,-5.607592463E-1,6.807760000E-1,-4.574518204E-1,9.935638191E-1
1.351335126E1,-5.453482270E-1,7.379403114E-1,-3.967275620E-1,9.996766229E-1
1.351840183E1,-5.022062063E-1,7.236096859E-1,-3.769340515E-1,9.580716729E-1
1.352345240E1,-4.955465198E-1,7.193052769E-1,-3.526163101E-1,9.419685222E-1
1.352850308E1,-5.088790059E-1,7.130171061E-1,-3.048095703E-1,9.275020810E-1
1.353355365E1,-5.018912554E-1,6.310672760E-1,-2.550859451E-1,8.457006435E-1
1.353860428E1,-4.583452046E-1,6.192549467E-1,-1.583709717E-1,7.865356828E-1
1.354365542E1,-3.906013966E-1,5.534162521E-1,-2.693271637E-2,6.779117718E-1
1.354870605E1,-3.297656775E-1,4.267194271E-1,8.907794952E-2,5.465983467E-1
1.355375662E1,-2.731432915E-1,3.346449137E-1,2.658185959E-1,5.072021312E-1
1.355880720E1,-2.306404114E-1,2.649239302E-1,4.434041977E-1,5.656739084E-1
1.356385782E1,-1.449348629E-1,2.243431807E-1,6.883726120E-1,7.383717425E-1
1.356890845E1,-6.078730524E-2,1.527044773E-1,8.838615417E-1,8.990133363E-1
1.357395886E1,2.228258550E-2,4.752886295E-2,1.054101944E0,1.055408174E0
1.357900949E1,1.018745452E-1,-1.990020275E-2,1.166086197E0,1.170696997E0
1.358406006E1,1.377757043E-1,-1.097521782E-1,1.346276283E0,1.357750904E0
1.358911069E1,9.720984101E-2,-2.056299448E-1,1.496772766E0,1.513955792E0
1.359416126E1,6.443047523E-2,-2.032821178E-1,1.622626305E0,1.636579063E0
1.359921183E1,-5.961377174E-2,-1.539469957E-1,1.733633995E0,1.741476474E0
1.360427485E1,-1.679559350E-1,-4.458868504E-2,1.783260345E0,1.791707232E0
1.360932542E1,-2.120297551E-1,1.183240414E-1,1.658774376E0,1.676451498E0
1.361437605E1,-1.943629682E-1,2.723337412E-1,1.460924149E0,1.498746809E0
1.361942667E1,-4.892228544E-2,3.697078228E-1,1.240040779E0,1.294904783E0
1.362447730E1,2.141822129E-1,4.300343990E-1,9.769754410E-1,1.088707774E0
1.362952787E1,5.512844324E-1,4.709097147E-1,6.788530350E-1,9.932330683E-1
1.363456475E1,9.050951004E-1,4.788874388E-1,3.719100952E-1,1.089425279E0
1.363961532E1,1.225782990E0,4.932982922E-1,5.839824677E-2,1.322610109E0
1.364466595E1,1.432292104E0,4.484457970E-1,-2.283945084E-1,1.518133181E0
1.364971657E1,1.460186362E0,3.863981962E-1,-3.930416107E-1,1.560746452E0
1.365476714E1,1.371555448E0,3.346537352E-1,-4.909515381E-1,1.494721004E0
1.365981777E1,1.111006975E0,2.677733898E-1,-4.386568069E-1,1.224115551E0
1.366487730E1,6.949180365E-1,1.813188791E-1,-3.536729813E-1,8.005449338E-1
1.366992792E1,2.836574912E-1,8.982336521E-2,-1.882410049E-1,3.520859060E-1
1.367497850E1,-1.226960644E-1,-2.849292755E-2,-9.422302246E-3,1.263129088E-1
1.368002912E1,-3.734640479E-1,-1.859409809E-1,1.612930298E-1,4.472861332E-1
1.368507970E1,-5.429559946E-1,-3.187773228E-1,2.929773331E-1,6.944464783E-1
1.369013032E1,-6.025104523E-1,-4.825953245E-1,4.384107590E-1,8.877618408E-1
1.369518167E1,-5.571308136E-1,-5.751640797E-1,5.426778793E-1,9.673198761E-1
1.370023230E1,-4.620075226E-1,-6.380345821E-1,6.657886505E-1,1.031413402E0
1.370528287E1,-3.074140847E-1,-6.455541849E-1,7.815237045E-1,1.059255836E0
1.371033350E1,-1.267158389E-1,-5.648707151E-1,8.325777054E-1,1.014061864E0
1.371538412E1,1.116952375E-1,-4.778020382E-1,8.238897324E-1,9.589394688E-1
1.372043470E1,3.051721752E-1,-4.109292030E-1,7.747249603E-1,9.285427457E-1
1.372548662E1,4.826693833E-1,-3.067990541E-1,7.545156479E-1,9.467783564E-1
1.373053720E1,6.302424073E-1,-2.443021536E-1,6.890430450E-1,9.652302068E-1
1.373558782E1,7.858363986E-1,-1.968020201E-1,5.974540710E-1,1.006588917E0
1.374063839E1,8.969885707E-1,-1.974529028E-1,4.557981491E-1,1.025342917E0
1.374568902E1,9.469933510E-1,-2.576256990E-1,2.951459885E-1,1.024830992E0
1.375073959E1,9.474294782E-1,-3.073892593E-1,1.010742188E-1,1.001162709E0
1.375578641E1,9.337989092E-1,-3.821171522E-1,-4.458427429E-3,1.008966698E0
1.376083709E1,9.511777163E-1,-4.672588110E-1,-1.077280045E-1,1.065211325E0
1.376588761E1,9.055920839E-1,-5.840723515E-1,-1.896533966E-1,1.094169066E0
1.377093824E1,8.252533674E-1,-6.701041460E-1,-1.833171844E-1,1.078743657E0
1.377598886E1,7.194499969E-1,-7.971197367E-1,-1.008062363E-1,1.078503625E0
1.378103944E1,6.188524365E-1,-9.031823277E-1,-1.974105835E-3,1.094860974E0
1.378609834E1,4.899145365E-1,-9.911234379E-1,1.467294693E-1,1.115289854E0
1.379114897E1,3.734056354E-1,-1.080833077E0,3.166666031E-1,1.186553685E0
1.379619954E1,2.435691357E-1,-1.117849827E0,5.079250336E-1,1.251759561E0
1.380125016E1,1.702047735E-1,-1.172104597E0,6.511869431E-1,1.351607667E0
1.380630074E1,1.014433131E-1,-1.170042753E0,7.418489456E-1,1.389111460E0
1.381135136E1,8.334526420E-2,-1.157933712E0,8.231782913E-1,1.423158253E0
1.381639746E1,4.703336954E-2,-1.169661522E0,7.947645187E-1,1.414910193E0
1.382144808E1,3.349300474E-2,-1.176525593E0,7.189579010E-1,1.379215253E0
1.382649865E1,2.350847423E-2,-1.137917280E0,5.575418472E-1,1.267383642E0
1.383154928E1,2.665689588E-2,-1.147200584E0,3.441181183E-1,1.197997099E0
1.383659985E1,6.171189994E-2,-1.110529900E0,1.791486740E-1,1.126578565E0
1.384165048E1,1.377744675E-1,-1.104254603E0,-8.581256866E-2,1.116119989E0
1.384669813E1,2.827020884E-1,-1.048642159E0,-2.402381897E-1,1.112333239E0
1.385174876E1,4.221300483E-1,-9.505647421E-1,-3.800306320E-1,1.107334813E0
1.385679933E1,5.490561724E-1,-8.978503346E-1,-5.412216187E-1,1.183435146E0
1.386184996E1,6.231766939E-1,-8.851262331E-1,-6.257772446E-1,1.250357869E0
1.386690053E1,6.758527756E-1,-8.568420410E-1,-7.534980774E-1,1.326165378E0
1.387195115E1,6.785606742E-1,-8.460330367E-1,-8.454599380E-1,1.375143263E0
1.387701063E1,6.812715530E-1,-8.954282403E-1,-9.567956924E-1,1.476949782E0
1.388206126E1,6.166728735E-1,-9.761367440E-1,-1.010944366E0,1.534645525E0
1.388711183E1,5.252484679E-1,-1.066483140E0,-1.019959450E0,1.566393795E0
1.389216246E1,4.330902696E-1,-1.142482758E0,-1.007832527E0,1.583843564E0
1.389721303E1,3.500120640E-1,-1.194901943E0,-9.194984436E-1,1.547829605E0
1.390226365E1,2.016025186E-1,-1.204742551E0,-8.268060684E-1,1.475010666E0
1.390730105E1,8.883757889E-2,-1.232113361E0,-7.297077179E-1,1.434736493E0
1.391235167E1,-6.520004570E-2,-1.246410847E0,-5.491657257E-1,1.363588662E0
1.391740230E1,-1.286352724E-1,-1.221736670E0,-4.455080032E-1,1.306776532E0
1.392245287E1,-1.899432540E-1,-1.247140646E0,-3.563489914E-1,1.310886278E0
1.392750350E1,-2.511025071E-1,-1.224836469E0,-2.696418762E-1,1.279055740E0
1.393255407E1,-2.781139910E-1,-1.205387354E0,-2.140464783E-1,1.255436960E0
1.393760324E1,-2.872718573E-1,-1.179484844E0,-2.229700089E-1,1.234271138E0
1.394265386E1,-3.119777441E-1,-1.142502427E0,-2.532491684E-1,1.211105714E0
1.394770449E1,-3.096881509E-1,-1.132738829E0,-3.048639297E-1,1.213237825E0
1.395275511E1,-3.119428754E-1,-1.044835806E0,-3.706283569E-1,1.151675127E0
1.395780568E1,-3.743508756E-1,-9.792192578E-1,-4.577360153E-1,1.143910483E0
1.396285631E1,-3.274345994E-1,-9.620726109E-1,-5.183372498E-1,1.140820157E0
1.396793136E1,-3.077818751E-1,-8.735125065E-1,-5.692424774E-1,1.087102010E0
1.397298199E1,-1.884265244E-1,-7.757555246E-1,-6.009054184E-1,9.991939306E-1
1.397803256E1,-7.251498848E-2,-6.877517700E-1,-5.822792053E-1,9.040519862E-1
1.398308319E1,6.440617889E-2,-6.358547807E-1,-4.942722321E-1,8.079384242E-1
1.398813376E1,1.412304938E-1,-5.598893166E-1,-4.733896255E-1,7.466725097E-1
1.399318438E1,2.159078270E-1,-4.550973773E-1,-4.334115982E-1,6.645114191E-1
1.399824048E1,2.576225400E-1,-3.933320045E-1,-4.174165726E-1,6.287416274E-1
1.400329110E1,2.617520094E-1,-4.032149315E-1,-3.751363754E-1,6.097734789E-1
1.400834167E1,1.780970097E-1,-3.937852383E-1,-2.994203568E-1,5.257736288E-1
1.401339225E1,1.286494583E-1,-4.178063273E-1,-3.051385880E-1,5.331250961E-1
1.401844287E1,9.166013449E-2,-3.964964151E-1,-2.940654755E-1,5.020811601E-1
1.402349345E1,6.696258485E-2,-4.162573814E-1,-2.996902466E-1,5.172701801E-1
1.402853209E1,-2.683227509E-2,-4.603115320E-1,-3.195972443E-1,5.610250226E-1
1.403358272E1,-2.953068912E-2,-5.025885701E-1,-3.369855881E-1,6.058272188E-1
1.403863329E1,-2.511096746E-2,-5.384854674E-1,-3.996849060E-1,6.710776285E-1
1.404368391E1,4.941970110E-4,-5.966681242E-1,-4.454460144E-1,7.446040870E-1
1.404873449E1,4.216365144E-2,-6.508963108E-1,-4.838514328E-1,8.121305252E-1
1.405378511E1,1.112799644E-1,-6.701759100E-1,-4.191999435E-1,7.982778799E-1
1.405882891E1,1.622505188E-1,-6.520025134E-1,-4.191188812E-1,7.918921296E-1
1.406387954E1,1.550635695E-1,-6.299608350E-1,-3.878164291E-1,7.558418796E-1
1.406893016E1,1.669769585E-1,-5.873123407E-1,-3.731756210E-1,7.155956501E-1
1.407398074E1,1.168254465E-1,-5.382263064E-1,-3.464918137E-1,6.506860371E-1
1.407903136E1,1.265139431E-1,-4.277879000E-1,-3.699750900E-1,5.795600335E-1
1.408408194E1,1.626161635E-1,-3.133352995E-1,-4.076938629E-1,5.392933454E-1
1.408912001E1,1.984367222E-1,-2.689310312E-1,-4.548654556E-1,5.644498339E-1
1.409417069E1,2.342528552E-1,-2.320759296E-1,-4.875764847E-1,5.886123221E-1
1.409922126E1,2.389039099E-1,-1.786720753E-1,-5.250082016E-1,6.038479945E-1
1.410427183E1,2.289286554E-1,-1.563799381E-1,-5.647916794E-1,6.291682250E-1
1.410932240E1,2.237260342E-1,-1.386309862E-1,-5.543184280E-1,6.136292108E-1
1.411437303E1,2.400833964E-1,-1.613073349E-1,-5.845632553E-1,6.522072470E-1
1.411942464E1,2.900269926E-1,-1.188777685E-1,-5.837306976E-1,6.625625311E-1
1.412447527E1,2.968894839E-1,-1.406189203E-1,-5.207586288E-1,6.157163275E-1
1.412952589E1,2.681130171E-1,-1.402677298E-1,-5.344953537E-1,6.142026612E-1
1.413457647E1,2.246121913E-1,-1.273694038E-1,-4.645547867E-1,5.314929457E-1
1.413962704E1,2.053690702E-1,-1.251811981E-1,-4.085807800E-1,4.741150084E-1
1.414467766E1,1.615164727E-1,-1.560000181E-1,-2.485818863E-1,3.349873592E-1
1.414973746E1,1.216331646E-1,-1.319146156E-1,-1.279191971E-1,2.203620056E-1
1.415478808E1,1.356232315E-1,-8.721995354E-2,-3.192901611E-2,1.643789624E-1
1.415983865E1,1.415874809E-1,-8.664214611E-2,9.191322327E-2,1.897417109E-1
1.416488928E1,1.901060641E-1,-5.178666115E-2,1.982908249E-1,2.795378778E-1
1.416993985E1,2.338879406E-1,-7.352340221E-2,2.493810654E-1,3.497144195E-1
1.417499048E1,1.976708323E-1,-6.860578060E-2,2.171840668E-1,3.015782318E-1
1.418004079E1,1.870489419E-1,-4.913425446E-2,2.092905045E-1,2.849631500E-1
1.418509141E1,1.547217965E-1,-1.533818245E-2,1.399898529E-1,2.092158050E-1
1.419014204E1,1.677269787E-1,4.221487045E-2,1.691436768E-2,1.737829983E-1
1.419519261E1,2.304349840E-1,1.358332634E-1,-1.690731049E-1,3.164437897E-1
1.420024319E1,2.089933455E-1,2.226663828E-1,-3.937129974E-1,4.982654522E-1
1.420529381E1,2.223827690E-1,3.222469091E-1,-5.735960007E-1,6.944850887E-1
1.421033839E1,2.365473062E-1,3.473255634E-1,-8.089666367E-1,9.116011706E-1
1.421538902E1,2.748501599E-1,3.942950964E-1,-1.004446983E0,1.113519185E0
1.422043959E1,2.677255869E-1,4.042829275E-1,-1.143845558E0,1.242378500E0
1.422549022E1,2.817732096E-1,3.780643940E-1,-1.268090248E0,1.352916001E0
1.423054084E1,2.926008701E-1,3.472920656E-1,-1.287113190E0,1.364876335E0
1.423559141E1,3.071750700E-1,3.218646049E-1,-1.270746231E0,1.346383798E0
1.424066522E1,3.277580738E-1,3.209294081E-1,-1.195564270E0,1.280544792E0
1.424571579E1,3.259058893E-1,2.516074181E-1,-1.062060356E0,1.139075564E0
1.425076636E1,3.353186846E-1,1.855608225E-1,-8.018045425E-1,8.886855257E-1
1.425581699E1,3.513814509E-1,1.295760870E-1,-5.820960999E-1,6.921667110E-1
1.426086756E1,3.677597642E-1,4.023706913E-2,-3.431215286E-1,5.045776940E-1
1.426591818E1,3.916063011E-1,-3.260111809E-2,-7.073879242E-2,3.992772279E-1
1.427094730E1,3.849335015E-1,-9.195530415E-2,1.208305359E-1,4.137989813E-1
1.427599798E1,3.620464504E-1,-1.333644390E-1,3.201885223E-1,5.013824844E-1
1.428104855E1,3.992564976E-1,-1.055845022E-1,5.274009705E-1,6.698549258E-1
1.428609912E1,3.797662854E-1,-9.021794796E-2,7.329387665E-1,8.303980642E-1
1.429114970E1,3.473807275E-1,-6.852030754E-2,8.537178040E-1,9.242307565E-1
1.429620032E1,3.449689448E-1,-9.975314140E-3,9.522562027E-1,1.012864727E0
1.430128345E1,3.606638610E-1,5.179095268E-2,1.057250023E0,1.118274713E0
1.430633402E1,4.180311561E-1,1.282767057E-1,1.061797142E0,1.148310991E0
1.431138464E1,5.051741004E-1,1.838709116E-1,1.037976265E0,1.168932894E0
1.431643527E1,5.461727381E-1,2.496250868E-1,9.337606430E-1,1.110192002E0
1.432148584E1,5.792419910E-1,2.309535742E-1,7.996377945E-1,1.014042129E0
1.432653641E1,5.635126829E-1,2.072632313E-1,6.738281250E-1,9.025236467E-1
1.433156579E1,5.696055889E-1,2.216091156E-1,5.277271271E-1,8.075004939E-1
1.433661641E1,5.255663991E-1,2.311396599E-1,4.161109924E-1,7.090796431E-1
1.434166699E1,4.476412237E-1,2.600622177E-1,3.837690353E-1,6.444328473E-1
1.434671761E1,4.399392009E-1,2.631336451E-1,3.848943710E-1,6.410378245E-1
1.435176819E1,3.448415697E-1,2.924658060E-1,5.237798691E-1,6.919518098E-1
1.435681881E1,2.581274211E-1,3.190726042E-1,6.995391846E-1,8.110438724E-1
1.436186824E1,1.917964816E-1,3.592910767E-1,8.263874054E-1,9.212991436E-1
1.436691886E1,1.609985828E-1,4.075752497E-1,9.285850525E-1,1.026795173E0
1.437196944E1,1.775828302E-1,4.417408705E-1,9.613084793E-1,1.072746312E0
1.437702006E1,2.027481496E-1,4.001812935E-1,9.174528122E-1,1.021259782E0
1.438207063E1,2.638614178E-1,3.179579973E-1,8.046302795E-1,9.045164579E-1
1.438712126E1,3.439274430E-1,1.472744942E-1,6.731710434E-1,7.701526578E-1
1.439216662E1,4.093398452E-1,1.521539688E-2,5.230789185E-1,6.643810443E-1
1.439721725E1,4.456708729E-1,-1.040735245E-1,4.021558762E-1,6.092480400E-1
1.440226782E1,4.569595754E-1,-1.941645145E-1,3.199443817E-1,5.906575316E-1
1.440731845E1,3.133444190E-1,-2.220503092E-1,2.456045151E-1,4.558647196E-1
1.441236902E1,1.400270164E-1,-2.305877209E-1,2.075147629E-1,3.403536971E-1
1.441741964E1,-7.220467925E-2,-2.074834108E-1,1.031379700E-1,2.426938861E-1
1.442252464E1,-2.468310595E-1,-1.836351156E-1,3.513717651E-2,3.096482662E-1
1.442757527E1,-4.605839849E-1,-2.321906090E-1,-4.438400269E-2,5.177065054E-1
1.443262589E1,-5.876893997E-1,-3.142409325E-1,-1.021251678E-1,6.742074933E-1
1.443767647E1,-6.342167258E-1,-3.417199850E-1,-1.382637024E-1,7.335668033E-1
1.444272704E1,-6.818692088E-1,-4.151206017E-1,-1.410675049E-1,8.106607014E-1
1.444777772E1,-6.761333346E-1,-4.769425392E-1,-1.654720306E-1,8.438077179E-1
1.445275860E1,-6.391062140E-1,-5.415078998E-1,-1.210384369E-1,8.463674507E-1
1.445780923E1,-6.112582088E-1,-5.590696335E-1,-7.482814789E-2,8.317419699E-1
1.446285980E1,-6.256748438E-1,-5.896937251E-1,2.070045471E-2,8.600210511E-1
1.446791037E1,-6.060230732E-1,-5.907729268E-1,8.441066742E-2,8.505302917E-1
1.447296100E1,-5.616854429E-1,-5.937514305E-1,1.593847275E-1,8.327273199E-1
1.447801157E1,-5.116376877E-1,-6.153448820E-1,2.906837463E-1,8.514220385E-1
1.448305542E1,-4.697083831E-1,-6.792051792E-1,3.163185120E-1,8.843093586E-1
1.448810605E1,-4.095521569E-1,-7.613753080E-1,3.393421173E-1,9.287509900E-1
1.449315662E1,-4.048446119E-1,-8.141943812E-1,3.811616898E-1,9.859492299E-1
1.449820720E1,-4.265943170E-1,-9.017826319E-1,4.297046661E-1,1.086204735E0
1.450325787E1,-5.006996393E-1,-9.574945569E-1,4.706859589E-1,1.178575932E0
1.450830844E1,-5.741638541E-1,-1.021930218E0,5.516757965E-1,1.295512133E0
1.451338011E1,-6.732392311E-1,-1.021424055E0,5.814332962E-1,1.354482499E0
1.451843068E1,-7.623133063E-1,-1.054276109E0,6.757459641E-1,1.466032844E0
1.452348126E1,-8.148538470E-1,-1.051149726E0,6.670713425E-1,1.487913544E0
1.452853188E1,-8.497799635E-1,-9.955527186E-1,6.847629547E-1,1.477210718E0
1.453358251E1,-8.357207179E-1,-9.213085175E-1,6.618337631E-1,1.408993411E0
1.453863308E1,-7.893916368E-1,-8.071714044E-1,6.127223969E-1,1.284559679E0
