"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.946500670E-1,1.474692207E-2,-9.964905679E-2,1.751758531E-2
2.997160050E-1,-5.488078110E-3,-1.252090633E-1,1.432258636E-2
3.047566300E-1,-2.891807631E-2,-1.497040540E-1,4.737586249E-3
3.098068900E-1,-5.447807908E-2,-1.699390560E-1,-1.336741354E-2
3.148799630E-1,-8.003807813E-2,-1.805890650E-1,-3.466741368E-2
3.199202760E-1,-1.045330763E-1,-1.837840676E-1,-5.703241378E-2
3.249586090E-1,-1.290280819E-1,-1.763290614E-1,-7.513741404E-2
3.300384530E-1,-1.460680813E-1,-1.731340587E-1,-8.791741729E-2
3.350753280E-1,-1.556530744E-1,-1.646140665E-1,-9.643741697E-2
3.401108490E-1,-1.513930857E-1,-1.465090662E-1,-9.856741130E-2
3.451744420E-1,-1.364830732E-1,-1.230790541E-1,-9.643741697E-2
3.502094940E-1,-1.109230816E-1,-9.964905679E-2,-9.111241251E-2
3.552832440E-1,-7.684307545E-2,-8.260904998E-2,-8.791741729E-2
3.603417340E-1,-4.702308029E-2,-7.621905208E-2,-8.365741372E-2
3.653812650E-1,-2.039807662E-2,-7.621905208E-2,-7.513741404E-2
3.704408490E-1,3.031922039E-3,-8.580405265E-2,-6.448741257E-2
3.754883490E-1,1.581192203E-2,-1.071040556E-1,-4.957741499E-2
3.805419940E-1,1.687692106E-2,-1.315990537E-1,-3.786241263E-2
3.855944940E-1,8.356922306E-3,-1.667440534E-1,-2.934241295E-2
3.906440260E-1,-9.748077951E-3,-1.986940652E-1,-2.721241303E-2
3.956947030E-1,-3.317807987E-2,-2.285140604E-1,-2.827741392E-2
4.007638690E-1,-5.554307997E-2,-2.689840496E-1,-3.679741547E-2
4.058068900E-1,-7.577808201E-2,-3.169090450E-1,-4.531741515E-2
4.108570470E-1,-9.175308049E-2,-3.722890317E-1,-5.490241200E-2
4.159147550E-1,-1.013380811E-1,-4.223440588E-1,-6.342241168E-2
4.209562650E-1,-1.024030820E-1,-4.553590417E-1,-6.981241703E-2
4.260049630E-1,-9.601307660E-2,-4.638790488E-1,-7.726741582E-2
4.310713690E-1,-7.790807635E-2,-4.447090328E-1,-8.578741550E-2
4.361229840E-1,-5.767307803E-2,-4.021090567E-1,-9.537241608E-2
4.411709530E-1,-3.956807777E-2,-3.339490592E-1,-1.038924158E-1
4.462174630E-1,-1.933307946E-2,-2.540740371E-1,-1.102824137E-1
4.512618900E-1,-6.553078070E-3,-1.773940623E-1,-1.102824137E-1
4.564106400E-1,-6.553078070E-3,-1.113640517E-1,-1.038924158E-1
4.614135050E-1,-1.187807787E-2,-5.065905303E-2,-9.324241430E-2
4.663902240E-1,-1.507307868E-2,2.495594509E-2,-7.407241315E-2
4.714607440E-1,-1.826807857E-2,1.154809445E-1,-4.425241426E-2
4.765156400E-1,-7.618078031E-3,2.092009336E-1,-1.017241366E-2
4.815732440E-1,1.155192219E-2,2.826859653E-1,2.497258596E-2
4.866199110E-1,4.243692011E-2,3.327409625E-1,4.946758598E-2
4.916702760E-1,8.184192330E-2,3.668209612E-1,7.076758891E-2
4.967217860E-1,1.265719235E-1,3.934459686E-1,8.354758471E-2
5.017814740E-1,1.659769267E-1,4.051609635E-1,9.206758440E-2
5.068148070E-1,2.021869272E-1,4.232659638E-1,9.206758440E-2
5.119200150E-1,2.245519161E-1,4.488259554E-1,9.206758440E-2
5.169324630E-1,2.394619137E-1,4.743859470E-1,9.526258707E-2
5.219692340E-1,2.394619137E-1,4.978159666E-1,9.526258707E-2
5.270240260E-1,2.309419215E-1,5.116609335E-1,9.100258350E-2
5.320836090E-1,2.170969248E-1,5.127259493E-1,8.461258560E-2
5.371214220E-1,2.021869272E-1,5.180509686E-1,7.715758681E-2
5.421829840E-1,1.883419156E-1,5.372209549E-1,6.757258624E-2
5.472292860E-1,1.787569225E-1,5.638459325E-1,5.692258477E-2
5.522750670E-1,1.766269207E-1,5.883409381E-1,4.840258509E-2
5.573294420E-1,1.798219234E-1,6.053809524E-1,4.414258525E-2
5.623849630E-1,1.830169261E-1,6.160309315E-1,4.414258525E-2
5.674383490E-1,1.926019192E-1,6.202909350E-1,5.266258493E-2
5.724819420E-1,2.000569254E-1,6.202909350E-1,5.905258656E-2
5.775400150E-1,2.021869272E-1,6.075109839E-1,6.970258802E-2
5.825857440E-1,2.021869272E-1,5.904709697E-1,8.141758293E-2
5.876377760E-1,2.011219263E-1,5.713009834E-1,9.206758440E-2
5.926997030E-1,2.043169141E-1,5.500009656E-1,9.952258319E-2
5.977175670E-1,2.149669230E-1,5.244409442E-1,1.037825868E-1
6.027635570E-1,2.341369241E-1,5.095309615E-1,1.080425829E-1
6.078183490E-1,2.586319149E-1,5.074009299E-1,1.091075838E-1
6.128737130E-1,2.841919065E-1,4.988809526E-1,1.123025864E-1
6.179179320E-1,3.108169138E-1,4.978159666E-1,1.048475876E-1
6.229694420E-1,3.374419212E-1,5.010109544E-1,9.100258350E-2
6.280193380E-1,3.630019128E-1,4.999459684E-1,8.567758650E-2
6.330710570E-1,3.917569220E-1,5.042059422E-1,7.715758681E-2
6.381467860E-1,4.194469154E-1,5.020759106E-1,6.544258446E-2
6.431661090E-1,4.407469332E-1,4.914259613E-1,5.479258671E-2
6.482336610E-1,4.535269141E-1,4.839709401E-1,3.881758451E-2
6.532509010E-1,4.524619281E-1,4.797109663E-1,2.390758693E-2
6.583400150E-1,4.354219139E-1,4.850359559E-1,2.284258604E-2
6.633894940E-1,4.098619223E-1,4.999459684E-1,2.603758685E-2
6.684138690E-1,3.182719350E-1,5.510659814E-1,3.455758467E-2
6.734919420E-1,6.480192393E-2,6.075109839E-1,6.224758551E-2
6.785068380E-1,-2.120980769E-1,5.169859529E-1,1.059125885E-1
6.835939220E-1,-3.633280694E-1,3.263509572E-1,1.325375736E-1
6.886386610E-1,-4.187080860E-1,1.719259322E-1,1.304075718E-1
6.936938690E-1,-4.272280931E-1,9.311594814E-2,1.165625826E-1
6.987372550E-1,-3.931480646E-1,8.246594667E-2,8.567758650E-2
7.037919420E-1,-3.164680898E-1,9.737594426E-2,3.349258751E-2
7.088279840E-1,-2.067730725E-1,1.090909466E-1,-2.934241295E-2
7.138922030E-1,-8.749307692E-2,9.205094725E-2,-8.365741372E-2
7.189681400E-1,1.794192195E-2,3.986594826E-2,-1.230624169E-1
7.240165260E-1,1.095319241E-1,-4.746405780E-2,-1.390374154E-1
7.290636610E-1,1.862119138E-1,-1.497040540E-1,-1.262574196E-1
7.340862650E-1,2.426569164E-1,-2.562040389E-1,-9.324241430E-2
7.391394420E-1,2.756719291E-1,-3.680290580E-1,-5.383741483E-2
7.441955880E-1,2.852569222E-1,-4.755940437E-1,-9.107413702E-3
7.492419420E-1,2.650219202E-1,-5.799640417E-1,3.242758662E-2
7.542902760E-1,2.032519281E-1,-6.811390519E-1,6.544258446E-2
7.593426720E-1,1.042069197E-1,-7.695340514E-1,8.674258739E-2
7.644204320E-1,-2.146307752E-2,-8.515390754E-1,9.419758618E-2
7.694420470E-1,-1.588480771E-1,-9.186340570E-1,9.206758440E-2
7.744979320E-1,-2.962330878E-1,-9.708190560E-1,8.035258949E-2
8.671622550E-1,-2.408530861E-1,-5.181940198E-1,-1.379724145E-1
8.722268380E-1,-2.142280787E-1,-5.224540234E-1,-1.432974190E-1
8.772773070E-1,-1.705630720E-1,-5.288440585E-1,-1.401024163E-1
8.823161610E-1,-1.226380765E-1,-5.458840728E-1,-1.347774267E-1
8.873981400E-1,-9.388308227E-2,-5.597290397E-1,-1.209324151E-1
8.924517340E-1,-8.003807813E-2,-5.746390224E-1,-9.963241220E-2
8.974895990E-1,-8.110307902E-2,-5.895490646E-1,-7.300741225E-2
9.025068900E-1,-9.388308227E-2,-6.087190509E-1,-4.638241231E-2
9.075648590E-1,-1.194430813E-1,-6.364090443E-1,-1.549741346E-2
9.126420470E-1,-1.545880735E-1,-6.694240570E-1,1.112758648E-2
9.177026190E-1,-1.961230785E-1,-6.981790662E-1,3.242758662E-2
9.227155360E-1,-2.397880852E-1,-7.248040438E-1,5.159758776E-2
9.278089740E-1,-2.759980857E-1,-7.471690178E-1,7.076758891E-2
9.328557970E-1,-3.058180809E-1,-7.578190565E-1,8.461258560E-2
9.378986090E-1,-3.292480707E-1,-7.492990494E-1,9.739258885E-2
9.429544940E-1,-3.335080743E-1,-7.194790244E-1,1.005875841E-1
9.479751720E-1,-3.271180689E-1,-6.694240570E-1,8.780758828E-2
9.530589220E-1,-3.090130687E-1,-6.087190509E-1,6.544258446E-2
9.580656920E-1,-2.770630717E-1,-5.448190570E-1,3.668758646E-2
9.631244940E-1,-2.419180721E-1,-4.851790369E-1,2.607585862E-3
9.681834010E-1,-2.099680752E-1,-4.234090447E-1,-3.786241263E-2
9.732343380E-1,-1.876030862E-1,-3.733540475E-1,-7.726741582E-2
9.782775670E-1,-1.748230755E-1,-3.392740488E-1,-1.028274149E-1
9.833504840E-1,-1.684330851E-1,-3.169090450E-1,-1.145424172E-1
9.883873070E-1,-1.694980860E-1,-3.094540536E-1,-1.081524119E-1
9.934634530E-1,-1.748230755E-1,-3.264940381E-1,-8.578741550E-2
9.985055360E-1,-1.844080836E-1,-3.627040386E-1,-6.022741273E-2
1.003560276E0,-1.907980740E-1,-3.999790549E-1,-3.466741368E-2
1.008610536E0,-1.950580776E-1,-4.223440588E-1,-1.230241358E-2
1.013648349E0,-1.971880794E-1,-4.351240396E-1,4.737586249E-3
1.018708609E0,-1.939930767E-1,-4.361890554E-1,2.177758701E-2
1.023753974E0,-1.897330731E-1,-4.489690363E-1,3.668758646E-2
1.028795640E0,-1.897330731E-1,-4.755940437E-1,4.414258525E-2
1.033867411E0,-2.057080716E-1,-5.000890493E-1,3.562258556E-2
1.038901109E0,-2.376580834E-1,-5.181940198E-1,1.751758531E-2
1.043951474E0,-2.781280875E-1,-5.149990320E-1,-1.652413979E-3
1.048988192E0,-3.303130865E-1,-4.936990440E-1,-1.549741346E-2
1.054038140E0,-3.878230751E-1,-4.532290399E-1,-2.188741416E-2
1.059119286E0,-4.442680776E-1,-3.935890496E-1,-1.656241342E-2
1.064148349E0,-5.028430820E-1,-3.169090450E-1,-6.977413781E-3
1.069210484E0,-5.560930967E-1,-2.221240550E-1,4.737586249E-3
1.074274130E0,-5.976280570E-1,-1.465090662E-1,1.538758632E-2
1.079313817E0,-6.242530942E-1,-1.198840514E-1,2.284258604E-2
1.084366526E0,-6.295780540E-1,-1.305340677E-1,2.603758685E-2
1.089416317E0,-6.178630590E-1,-1.560940593E-1,2.390758693E-2
1.094469547E0,-5.859130621E-1,-1.763290614E-1,1.112758648E-2
1.099533349E0,-5.358580947E-1,-1.901740581E-1,-6.977413781E-3
1.104582411E0,-4.730230868E-1,-2.082790583E-1,-2.934241295E-2
1.109630953E0,-4.069930911E-1,-2.359690666E-1,-5.490241200E-2
1.114683713E0,-3.462880850E-1,-2.700490355E-1,-8.472241461E-2
1.119729234E0,-2.994280756E-1,-3.094540536E-1,-1.081524119E-1
1.124784755E0,-2.632180750E-1,-3.360790312E-1,-1.230624169E-1
1.129834338E0,-2.355280817E-1,-3.339490592E-1,-1.337124258E-1
1.134894963E0,-2.131630778E-1,-3.030640483E-1,-1.347774267E-1
1.139939390E0,-1.939930767E-1,-2.583340406E-1,-1.294524223E-1
1.144994911E0,-1.758880764E-1,-2.136040628E-1,-1.188024133E-1
1.150049026E0,-1.620430797E-1,-1.720690578E-1,-9.856741130E-2
1.155097255E0,-1.492630839E-1,-1.358590573E-1,-7.726741582E-2
1.160143765E0,-1.332880855E-1,-9.219405055E-2,-6.129241362E-2
1.165193817E0,-1.109230816E-1,-4.746405780E-2,-4.318741336E-2
1.170253401E0,-7.364808023E-2,3.655944951E-3,-2.614741400E-2
1.175300588E0,-2.572307736E-2,5.158094317E-2,-6.977413781E-3
1.180331265E0,3.072192147E-2,9.844094515E-2,4.737586249E-3
1.185400640E0,8.929692209E-2,1.335859448E-1,8.997586556E-3
1.190416682E0,1.457419246E-1,1.580809355E-1,4.775859998E-4
1.195465432E0,1.968619227E-1,1.697959453E-1,-1.869241334E-2
1.200517932E0,2.447869182E-1,1.708609462E-1,-3.999241441E-2
1.205579807E0,2.788669169E-1,1.729909331E-1,-6.129241362E-2
1.210712567E0,2.991019189E-1,1.697959453E-1,-7.726741582E-2
1.215682724E0,3.022969067E-1,1.697959453E-1,-8.259241283E-2
1.220731942E0,2.927119136E-1,1.687309444E-1,-8.046241105E-2
1.225775328E0,2.714119256E-1,1.666009426E-1,-7.087741047E-2
1.230829963E0,2.405269146E-1,1.623409390E-1,-5.277241394E-2
1.235910224E0,2.043169141E-1,1.538209468E-1,-3.360241279E-2
1.240964234E0,1.659769267E-1,1.389109343E-1,-1.762741432E-2
1.246022672E0,1.308319271E-1,1.208059490E-1,-6.977413781E-3
1.251050849E0,9.888192266E-2,1.027009487E-1,-2.717413940E-3
1.256094703E0,7.332192361E-2,8.140094578E-2,4.775859998E-4
1.261150744E0,5.947691947E-2,6.010094285E-2,-5.874139606E-4
1.266211734E0,4.776192084E-2,4.945094138E-2,-5.874139606E-4
1.271251161E0,4.882692173E-2,4.838594794E-2,-5.874139606E-4
1.276311994E0,5.734692141E-2,6.542594731E-2,-2.717413940E-3
1.281358661E0,7.225692272E-2,9.418094903E-2,-3.782414133E-3
1.286407828E0,9.249192476E-2,1.367809325E-1,-3.782414133E-3
1.291461734E0,1.137919202E-1,1.857709438E-1,1.542586018E-3
1.296538505E0,1.393519193E-1,2.326309383E-1,6.867586169E-3
1.301567619E0,1.585219204E-1,2.613859475E-1,8.997586556E-3
1.306617203E0,1.734319180E-1,2.709709406E-1,4.737586249E-3
1.311668192E0,1.808869243E-1,2.677759528E-1,-5.874139606E-4
1.316719599E0,1.819519252E-1,2.518009543E-1,-9.107413702E-3
1.321766890E0,1.787569225E-1,2.251759320E-1,-1.762741432E-2
1.326820328E0,1.691719145E-1,1.857709438E-1,-2.188741416E-2
1.331876369E0,1.542619169E-1,1.410409361E-1,-2.508241311E-2
1.336927880E0,1.361569166E-1,8.992094547E-2,-2.508241311E-2
1.341981942E0,1.169869229E-1,3.880094737E-2,-2.508241311E-2
1.347043088E0,9.355691820E-2,-1.125405543E-2,-2.508241311E-2
1.352111630E0,7.438692451E-2,-4.746405780E-2,-2.188741416E-2
1.357114026E0,5.734692141E-2,-7.195905596E-2,-1.762741432E-2
1.362163713E0,3.817692026E-2,-8.686905354E-2,-1.975741424E-2
1.367215172E0,1.261692215E-2,-9.645405412E-2,-2.401741408E-2
1.372250640E0,-1.613807678E-2,-9.538905323E-2,-3.466741368E-2
1.377317203E0,-4.702308029E-2,-7.941405475E-2,-4.425241426E-2
1.382355432E0,-7.684307545E-2,-5.704905838E-2,-5.490241200E-2
1.387444390E0,-1.055980772E-1,-3.468405455E-2,-6.235741451E-2
1.392461526E0,-1.311580837E-1,-1.231905539E-2,-6.235741451E-2
1.397516578E0,-1.524580717E-1,8.980944753E-3,-6.022741273E-2
1.402571005E0,-1.684330851E-1,2.602094412E-2,-6.129241362E-2
1.407643713E0,-1.737580746E-1,4.625594616E-2,-5.916241556E-2
1.412753088E0,-1.758880764E-1,6.010094285E-2,-5.809741467E-2
1.417725015E0,-1.694980860E-1,5.797094852E-2,-6.129241362E-2
1.422772359E0,-1.556530744E-1,4.625594616E-2,-5.809741467E-2
1.427843349E0,-1.322230846E-1,3.241094574E-2,-4.957741499E-2
1.432889234E0,-9.281808138E-2,1.537094545E-2,-3.573241457E-2
1.437946369E0,-5.021807924E-2,-5.929054692E-3,-2.827741392E-2
1.442992099E0,-1.294307783E-2,-3.255405277E-2,-2.614741400E-2
1.448040119E0,2.113692090E-2,-6.130905449E-2,-3.147241473E-2
1.453096942E0,4.669691995E-2,-8.686905354E-2,-3.573241457E-2
1.458135067E0,6.480192393E-2,-1.049740538E-1,-4.425241426E-2
1.463190067E0,7.545191795E-2,-1.177540496E-1,-5.277241394E-2
1.468240536E0,7.225692272E-2,-1.198840514E-1,-5.809741467E-2
1.473314286E0,6.480192393E-2,-1.209490523E-1,-6.555241346E-2
1.478366057E0,4.776192084E-2,-1.177540496E-1,-7.194241136E-2
1.483409390E0,2.433192357E-2,-1.166890562E-1,-7.087741047E-2
1.488462203E0,-2.293077996E-3,-1.198840514E-1,-6.235741451E-2
1.493501057E0,-2.465807647E-2,-1.198840514E-1,-4.425241426E-2
1.498583349E0,-4.702308029E-2,-1.124290526E-1,-2.401741408E-2
1.503622567E0,-6.619308144E-2,-1.007140502E-1,-6.977413781E-3
1.508676786E0,-8.323308080E-2,-8.899905533E-2,7.932586595E-3
1.513715328E0,-8.429808170E-2,-7.515405118E-2,2.284258604E-2
1.518747307E0,-7.577808201E-2,-6.024405360E-2,3.668758646E-2
1.523797463E0,-6.193307787E-2,-6.024405360E-2,4.414258525E-2
1.528880849E0,-3.956807777E-2,-6.556905061E-2,4.627258703E-2
1.533897307E0,-1.720307767E-2,-6.876405329E-2,3.881758451E-2
1.538938244E0,7.291921880E-3,-8.154405653E-2,2.390758693E-2
1.544062828E0,2.539692074E-2,-8.686905354E-2,4.775859998E-4
1.549059390E0,3.924192116E-2,-9.538905323E-2,-2.401741408E-2
1.554095224E0,4.882692173E-2,-1.007140502E-1,-4.212241247E-2
1.559134390E0,5.202192068E-2,-1.028440520E-1,-5.490241200E-2
1.564191213E0,5.415192246E-2,-1.007140502E-1,-6.235741451E-2
1.569224182E0,5.095691979E-2,-8.473905176E-2,-6.555241346E-2
1.574300015E0,4.456692189E-2,-7.089405507E-2,-6.768241525E-2
1.579340640E0,3.178692237E-2,-6.556905061E-2,-6.874741614E-2
1.584401057E0,9.421922266E-3,-6.876405329E-2,-7.087741047E-2
1.589468557E0,-2.146307752E-2,-7.728405297E-2,-8.046241105E-2
1.594490744E0,-5.447807908E-2,-8.367405087E-2,-8.578741550E-2
1.599563661E0,-8.110307902E-2,-8.047905564E-2,-8.578741550E-2
1.604589599E0,-1.055980772E-1,-6.237405539E-2,-8.152741194E-2
1.609678869E0,-1.247680783E-1,-3.042405657E-2,-7.620241493E-2
1.614713661E0,-1.375480741E-1,8.980944753E-3,-6.448741257E-2
1.619764651E0,-1.481980830E-1,3.986594826E-2,-4.531741515E-2
1.624817515E0,-1.513930857E-1,5.797094852E-2,-2.295241319E-2
1.629882463E0,-1.460680813E-1,5.797094852E-2,-6.977413781E-3
1.634930797E0,-1.332880855E-1,4.838594794E-2,5.802586209E-3
1.639982880E0,-1.141180769E-1,2.921594493E-2,1.858258620E-2
1.645034234E0,-9.601307660E-2,7.915944792E-3,2.497258596E-2
1.650055276E0,-7.258307934E-2,-1.669054851E-3,3.136258572E-2
1.655134130E0,-4.595807940E-2,-1.125405543E-2,3.775258735E-2
1.660188974E0,-1.720307767E-2,-1.125405543E-2,3.988258541E-2
1.665232099E0,1.048692223E-2,-9.124054573E-3,3.668758646E-2
1.670275276E0,3.072192147E-2,-9.124054573E-3,3.775258735E-2
1.675339338E0,4.563192278E-2,-5.929054692E-3,3.349258751E-2
1.680381682E0,5.095691979E-2,-5.929054692E-3,3.136258572E-2
1.685437724E0,5.521691963E-2,-1.551405527E-2,3.775258735E-2
1.690464182E0,5.202192068E-2,-2.403405495E-2,4.201258719E-2
1.695543765E0,4.137192294E-2,-3.574905545E-2,4.840258509E-2
1.700586838E0,2.646192163E-2,-4.000905156E-2,5.372758582E-2
1.705642463E0,1.581192203E-2,-4.639905691E-2,6.224758551E-2
1.710685901E0,1.155192219E-2,-5.065905303E-2,6.757258624E-2
1.715737619E0,1.900692284E-2,-5.491905659E-2,7.396258414E-2
1.720782619E0,2.965692058E-2,-5.704905838E-2,7.183258981E-2
1.725832880E0,4.776192084E-2,-6.024405360E-2,6.650758535E-2
1.730879078E0,6.906192005E-2,-7.089405507E-2,5.266258493E-2
1.735937203E0,9.568691999E-2,-7.515405118E-2,3.562258556E-2
1.740966422E0,1.169869229E-1,-8.260904998E-2,1.964758709E-2
1.746097776E0,1.276369244E-1,-1.017790511E-1,1.542586018E-3
1.751089390E0,1.276369244E-1,-1.230790541E-1,-9.107413702E-3
1.756132463E0,1.233769208E-1,-1.411840618E-1,-1.549741346E-2
1.761171734E0,1.105969176E-1,-1.528990567E-1,-1.123741362E-2
1.766222099E0,9.355691820E-2,-1.582240611E-1,-2.717413940E-3
1.771289130E0,7.438692451E-2,-1.518340558E-1,1.538758632E-2
1.776336578E0,5.415192246E-2,-1.433140635E-1,3.455758467E-2
1.781378192E0,3.285191953E-2,-1.326640546E-1,5.798758566E-2
1.786462255E0,1.581192203E-2,-1.326640546E-1,7.822258770E-2
1.791529755E0,4.096921999E-3,-1.401190609E-1,9.845758975E-2
1.796577567E0,-1.630779589E-4,-1.454440653E-1,1.123025864E-1
1.801622880E0,-2.293077996E-3,-1.582240611E-1,1.197575852E-1
1.806676890E0,-2.293077996E-3,-1.699390560E-1,1.240175888E-1
1.811726526E0,3.031922039E-3,-1.710040569E-1,1.240175888E-1
1.816771265E0,8.356922306E-3,-1.678090543E-1,1.218875870E-1
1.821828349E0,1.368192211E-2,-1.614190638E-1,1.154975891E-1
1.826878557E0,2.007192373E-2,-1.582240611E-1,1.048475876E-1
1.831937880E0,2.965692058E-2,-1.571590602E-1,9.952258319E-2
1.836998557E0,3.604692221E-2,-1.560940593E-1,8.887258917E-2
1.842041005E0,4.350192100E-2,-1.486390680E-1,7.076758891E-2
1.847091317E0,5.095691979E-2,-1.305340677E-1,5.159758776E-2
1.852144911E0,5.308692157E-2,-1.028440520E-1,3.881758451E-2
1.857198505E0,4.563192278E-2,-6.982905418E-2,2.923258580E-2
1.862252151E0,3.817692026E-2,-3.681405634E-2,2.071258612E-2
1.867305744E0,2.326692268E-2,-9.124054573E-3,2.497258596E-2
1.872359338E0,8.356922306E-3,7.915944792E-3,2.923258580E-2
1.877368036E0,-8.683077991E-3,1.430594455E-2,3.668758646E-2
1.882421630E0,-2.359307930E-2,1.750094444E-2,4.520758614E-2
1.887475276E0,-3.850308061E-2,1.111094467E-2,5.266258493E-2
1.892528869E0,-4.808807746E-2,-3.799055237E-3,6.331258267E-2
1.897582463E0,-5.234807730E-2,-2.509905584E-2,7.183258981E-2
1.902636057E0,-5.021807924E-2,-4.426905513E-2,7.715758681E-2
1.907670432E0,-4.382807761E-2,-6.024405360E-2,8.354758471E-2
1.912724026E0,-2.891807631E-2,-7.195905596E-2,8.887258917E-2
1.917777619E0,-1.507307868E-2,-8.686905354E-2,9.632758796E-2
1.922831265E0,-5.488078110E-3,-9.964905679E-2,9.419758618E-2
1.927884859E0,-1.228077803E-3,-1.134940535E-1,8.674258739E-2
1.932938453E0,3.031922039E-3,-1.315990537E-1,7.396258414E-2
1.937976578E0,5.161922425E-3,-1.358590573E-1,5.266258493E-2
1.943030172E0,9.421922266E-3,-1.252090633E-1,2.816758677E-2
1.948083765E0,8.356922306E-3,-9.645405412E-2,3.672586055E-3
1.953137411E0,1.966922078E-3,-5.065905303E-2,-1.762741432E-2
1.958191005E0,-7.618078031E-3,-5.929054692E-3,-3.360241279E-2
1.963244651E0,-1.933307946E-2,3.134594485E-2,-4.105741531E-2
1.968290588E0,-2.785307914E-2,5.690594763E-2,-4.105741531E-2
1.973344182E0,-3.743807971E-2,6.968594342E-2,-3.147241473E-2
1.978397776E0,-4.063307866E-2,7.288094610E-2,-1.656241342E-2
1.983451422E0,-3.530807793E-2,7.501094788E-2,-1.652413979E-3
1.988505015E0,-2.465807647E-2,7.075094432E-2,1.112758648E-2
1.993558609E0,-9.748077951E-3,6.542594731E-2,2.390758693E-2
1.998604182E0,7.291921880E-3,6.116594374E-2,3.242758662E-2
2.003657776E0,2.113692090E-2,5.797094852E-2,3.242758662E-2
2.008711369E0,3.178692237E-2,4.838594794E-2,2.390758693E-2
2.013765015E0,3.391692042E-2,4.519094527E-2,8.997586556E-3
2.018818609E0,3.072192147E-2,3.560594469E-2,4.775859998E-4
2.023872203E0,2.326692268E-2,2.495594509E-2,-8.042413741E-3
2.028901474E0,1.687692106E-2,2.921594493E-2,-6.977413781E-3
2.033955067E0,1.048692223E-2,3.667094558E-2,-8.042413741E-3
2.039008661E0,3.031922039E-3,4.199594259E-2,-8.042413741E-3
2.044062307E0,-6.553078070E-3,5.903594196E-2,-1.123741362E-2
2.049115901E0,-1.081307791E-2,7.394594699E-2,-1.443241350E-2
2.054169494E0,-1.507307868E-2,8.459594846E-2,-1.443241350E-2
2.059233922E0,-1.187807787E-2,8.885594457E-2,-9.107413702E-3
