"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.795732970E-1,-2.789148092E0,1.997248530E0,9.139230728E0
2.845523070E-1,-2.774775028E0,2.049949408E0,9.052992821E0
2.896026190E-1,-2.748424530E0,2.136187553E0,8.976337433E0
2.946500670E-1,-2.722074032E0,2.220030069E0,8.890098572E0
2.997160050E-1,-2.650208950E0,2.277522087E0,8.844584465E0
3.047566300E-1,-2.520852089E0,2.318245411E0,8.851771355E0
3.098068900E-1,-2.420241117E0,2.318245411E0,8.921240807E0
3.148799630E-1,-2.396286011E0,2.325432062E0,8.976337433E0
3.199202760E-1,-2.379517555E0,2.282313108E0,9.036224365E0
3.249586090E-1,-2.417845488E0,2.220030069E0,9.148813248E0
3.300384530E-1,-2.422636509E0,2.176911116E0,9.314102173E0
3.350753280E-1,-2.460964441E0,2.131396532E0,9.529697418E0
3.401108490E-1,-2.506479025E0,2.088277578E0,9.738105774E0
3.451744420E-1,-2.542411566E0,2.095463991E0,9.893813133E0
3.502094940E-1,-2.578344107E0,2.025994539E0,9.982446671E0
3.552832440E-1,-2.597507954E0,1.973293543E0,9.968073845E0
3.603417340E-1,-2.583134890E0,1.934965491E0,9.843507767E0
3.653812650E-1,-2.611881018E0,1.937361002E0,9.683009148E0
3.704408490E-1,-2.678955078E0,1.980479956E0,9.500951767E0
3.754883490E-1,-2.690932512E0,2.059531450E0,9.302124977E0
3.805419940E-1,-2.688536882E0,2.145769596E0,9.100902557E0
3.855944940E-1,-2.690932512E0,2.241589546E0,8.952382088E0
3.906440260E-1,-2.626254082E0,2.270335436E0,8.885308266E0
3.956947030E-1,-2.554389000E0,2.303872585E0,8.811047554E0
4.007638690E-1,-2.477732897E0,2.267940044E0,8.801465034E0
4.058068900E-1,-2.396286011E0,2.277522087E0,8.849375725E0
4.108570470E-1,-2.365144491E0,2.258358002E0,8.954777718E0
4.159147550E-1,-2.362749100E0,2.181701899E0,9.220678329E0
4.209562650E-1,-2.302861452E0,2.150560617E0,9.536884308E0
4.260049630E-1,-2.274115562E0,2.162538052E0,9.838717461E0
4.310713690E-1,-2.238183022E0,2.136187553E0,1.010222244E1
4.361229840E-1,-2.223809958E0,2.102650404E0,1.029386234E1
4.411709530E-1,-2.245369434E0,2.023598909E0,1.034656334E1
4.462174630E-1,-2.269324541E0,1.925383449E0,1.025074291E1
4.512618900E-1,-2.281301975E0,1.884660006E0,1.010222244E1
4.564106400E-1,-2.290884018E0,1.740929961E0,9.965678215E0
4.614135050E-1,-2.310048103E0,1.681042552E0,9.987237930E0
4.663902240E-1,-2.326816559E0,1.635527968E0,1.007108021E1
4.714607440E-1,-2.401077032E0,1.697811007E0,1.017169189E1
4.765156400E-1,-2.477732897E0,1.755303025E0,1.025074291E1
4.815732440E-1,-2.566366434E0,1.719370484E0,1.025313854E1
4.866199110E-1,-2.592716932E0,1.767280459E0,1.023397446E1
4.916702760E-1,-2.561575413E0,1.812795043E0,1.023876572E1
4.967217860E-1,-2.482523918E0,1.872682452E0,1.019564629E1
5.017814740E-1,-2.410659075E0,1.915801525E0,1.007587147E1
5.068148070E-1,-2.348376036E0,1.987666488E0,9.915372849E0
5.119200150E-1,-2.338793993E0,2.059531450E0,9.807575226E0
5.169324630E-1,-2.365144491E0,2.097859383E0,9.666240692E0
5.219692340E-1,-2.350771427E0,2.224821091E0,9.551257133E0
5.270240260E-1,-2.355562449E0,2.239193916E0,9.402735710E0
5.320836090E-1,-2.381912947E0,2.222425461E0,9.400340080E0
5.371214220E-1,-2.448987007E0,2.196074963E0,9.421899796E0
5.421829840E-1,-2.472942114E0,2.176911116E0,9.453041077E0
5.472292860E-1,-2.549597979E0,2.148164988E0,9.481787682E0
5.522750670E-1,-2.611881018E0,2.107441425E0,9.479392052E0
5.573294420E-1,-2.726865053E0,2.090672970E0,9.505742073E0
5.623849630E-1,-2.896945477E0,2.069113493E0,9.500951767E0
5.674383490E-1,-2.987974405E0,2.097859383E0,9.414713860E0
5.724819420E-1,-3.026302576E0,2.129000902E0,9.247028351E0
5.775400150E-1,-3.076607943E0,2.184097528E0,9.124857903E0
5.825857440E-1,-3.093376398E0,2.162538052E0,9.062575340E0
5.876377760E-1,-3.019115925E0,2.181701899E0,9.088925362E0
5.926997030E-1,-2.952042103E0,2.210448027E0,9.177558899E0
5.977175670E-1,-2.875386000E0,2.215239048E0,9.304520607E0
6.027635570E-1,-2.861012936E0,2.265544415E0,9.407526970E0
6.078183490E-1,-2.822685003E0,2.308663607E0,9.388362885E0
6.128737130E-1,-2.722074032E0,2.335014105E0,9.414713860E0
6.179179320E-1,-2.645417929E0,2.378133059E0,9.527301788E0
6.229694420E-1,-2.676559448E0,2.466766596E0,9.536884308E0
6.280193380E-1,-2.719678402E0,2.521862984E0,9.479392052E0
6.330710570E-1,-2.746028900E0,2.553004503E0,9.409922600E0
6.381467860E-1,-2.724469423E0,2.519467592E0,9.405131340E0
6.431661090E-1,-2.760401964E0,2.471557617E0,9.311706543E0
6.482336610E-1,-2.887363434E0,2.418856382E0,9.091320992E0
6.532509010E-1,-3.122122526E0,2.243984938E0,8.861352921E0
6.583400150E-1,-3.263457060E0,2.138582945E0,8.844584465E0
6.633894940E-1,-3.282620907E0,2.172120094E0,8.355902672E0
6.684138690E-1,-3.627573013E0,2.064322472E0,5.395064354E0
6.734919420E-1,-4.034808159E0,2.217634439E0,4.182941437E0
6.785068380E-1,-3.826399565E0,2.529049397E0,6.037058353E0
6.835939220E-1,-3.491029501E0,2.766204119E0,7.654020786E0
6.886386610E-1,-3.440723896E0,2.885978937E0,8.432558060E0
6.936938690E-1,-3.270643473E0,2.883583546E0,9.062575340E0
6.987372550E-1,-3.045466423E0,2.830882549E0,9.831530571E0
7.037919420E-1,-2.896945477E0,2.845255613E0,1.044477844E1
7.088279840E-1,-2.908922911E0,2.790158987E0,1.051185226E1
7.138922030E-1,-3.062235117E0,2.706316471E0,1.021001911E1
7.189681400E-1,-3.261061430E0,2.612891912E0,9.944119453E0
7.240165260E-1,-3.553312540E0,2.555399895E0,9.577607155E0
7.290636610E-1,-3.821608543E0,2.500303507E0,9.270983696E0
7.340862650E-1,-3.953361034E0,2.361364603E0,8.909262657E0
7.391394420E-1,-4.032412529E0,2.164933443E0,8.509214401E0
7.441955880E-1,-4.001270771E0,2.049949408E0,8.092397690E0
7.492419420E-1,-3.900660038E0,2.100255013E0,7.522268295E0
7.542902760E-1,-3.709019899E0,2.212843418E0,6.935370922E0
7.593426720E-1,-3.543730497E0,2.356573582E0,6.628746986E0
7.644204320E-1,-3.455096960E0,2.464370966E0,6.544904709E0
7.694420470E-1,-3.330530882E0,2.564981937E0,6.552091122E0
8.217756920E-1,-1.533905983E0,1.875077963E0,8.794279099E0
8.267748070E-1,-1.462041020E0,1.908614993E0,9.096112251E0
8.317738690E-1,-1.359034538E0,1.865496039E0,9.498556137E0
8.368649630E-1,-1.282378554E0,1.889451027E0,9.958492279E0
8.419285050E-1,-1.169790030E0,1.887055516E0,1.037051773E1
8.469663690E-1,-1.050014973E0,1.836750031E0,1.063881397E1
8.520299110E-1,-9.446129799E-1,1.808004022E0,1.077535725E1
8.570597550E-1,-9.206579924E-1,1.721765995E0,1.088075924E1
8.621232970E-1,-9.110760093E-1,1.587617993E0,1.080410385E1
8.671622550E-1,-9.997094870E-1,1.482216001E0,1.065318680E1
8.722268380E-1,-1.129066467E0,1.470238447E0,1.055257607E1
8.772773070E-1,-1.306333542E0,1.487007022E0,1.038968182E1
8.823161610E-1,-1.390176058E0,1.429515004E0,1.010461712E1
8.873981400E-1,-1.474018455E0,1.381605029E0,9.841112137E0
8.924517340E-1,-1.524324059E0,1.362440944E0,9.647076607E0
8.974895990E-1,-1.524324059E0,1.350463510E0,9.457832336E0
9.025068900E-1,-1.502764463E0,1.362440944E0,9.311706543E0
9.075648590E-1,-1.485996008E0,1.431910515E0,9.148813248E0
9.126420470E-1,-1.474018455E0,1.491798043E0,8.990710258E0
9.177026190E-1,-1.402153492E0,1.491798043E0,9.005083084E0
9.227155360E-1,-1.301542521E0,1.487007022E0,9.091320992E0
9.278089740E-1,-1.203326941E0,1.424723983E0,9.270983696E0
9.328557970E-1,-1.030851007E0,1.400768995E0,9.508137703E0
9.378986090E-1,-7.769280076E-1,1.448678970E0,9.896208763E0
9.429544940E-1,-5.301914811E-1,1.513357520E0,1.033698082E1
9.479751720E-1,-3.337605000E-1,1.513357520E0,1.061006832E1
9.530589220E-1,-1.133745015E-1,1.498984456E0,1.077535725E1
9.580656920E-1,5.670600012E-2,1.419932961E0,1.083284950E1
9.631244940E-1,1.668989956E-1,1.352859020E0,1.074182034E1
9.681834010E-1,1.812720001E-1,1.269016504E0,1.055497169E1
9.732343380E-1,3.514650092E-2,1.213919997E0,1.029146671E1
9.782775670E-1,-2.499179989E-1,1.168405533E0,1.000400639E1
9.833504840E-1,-5.924745202E-1,1.166010022E0,9.855485916E0
9.883873070E-1,-8.440020084E-1,1.168405533E0,9.726128578E0
9.934634530E-1,-9.853364825E-1,1.163614511E0,9.649472237E0
9.985055360E-1,-1.073969960E0,1.168405533E0,9.694987297E0
1.003560276E0,-1.059597015E0,1.180382967E0,9.726128578E0
1.008610536E0,-1.042828441E0,1.187569499E0,9.766852379E0
1.013648349E0,-1.040433049E0,1.177987456E0,9.774038315E0
1.018708609E0,-9.038894773E-1,1.154032469E0,9.774038315E0
1.023753974E0,-7.769280076E-1,1.106122494E0,9.718941689E0
1.028795640E0,-6.188250184E-1,1.108518004E0,9.615935326E0
1.033867411E0,-4.247894883E-1,1.173196554E0,9.445855141E0
1.038901109E0,-3.217830062E-1,1.194756031E0,9.230259895E0
1.043951474E0,-2.930369973E-1,1.199547052E0,9.060179710E0
1.048988192E0,-3.145965040E-1,1.225897551E0,9.007478714E0
1.054038140E0,-3.649019897E-1,1.242666006E0,9.052992821E0
1.059119286E0,-4.080210030E-1,1.283389449E0,9.124857903E0
1.064148349E0,-4.080210030E-1,1.307344556E0,9.201514244E0
1.069210484E0,-2.954325080E-1,1.247457027E0,9.333266258E0
1.074274130E0,-7.983750105E-2,1.115704536E0,9.510533333E0
1.079313817E0,6.389249861E-2,9.983249903E-1,9.596771240E0
1.084366526E0,1.980405003E-1,9.168779850E-1,9.704568863E0
1.089416317E0,1.956450045E-1,9.120870233E-1,9.848299026E0
1.094469547E0,1.333619952E-1,9.049004912E-1,1.006868458E1
1.099533349E0,7.826550305E-2,8.953185081E-1,1.025313854E1
1.104582411E0,2.796000056E-2,9.168779850E-1,1.038249588E1
1.109630953E0,-1.276350021E-2,9.312509894E-1,1.036572742E1
1.114683713E0,-7.744199783E-2,8.402220011E-1,1.027469826E1
1.119729234E0,-1.828439981E-1,7.755435109E-1,1.020043755E1
1.124784755E0,-2.427314967E-1,7.611705065E-1,1.021720600E1
1.129834338E0,-2.762685120E-1,7.180514932E-1,1.020043755E1
1.134894963E0,-2.834550142E-1,6.749324799E-1,1.015492344E1
1.139939390E0,-3.122009933E-1,6.270225048E-1,1.009982681E1
1.144994911E0,-3.433425128E-1,5.383890271E-1,1.006628990E1
1.150049026E0,-3.217830062E-1,4.425689876E-1,1.010222244E1
1.155097255E0,-3.289695084E-1,4.425689876E-1,1.023637009E1
1.160143765E0,-2.666864991E-1,4.737105072E-1,1.043040562E1
1.165193817E0,-2.187764943E-1,5.096430182E-1,1.059329987E1
1.170253401E0,-2.091944963E-1,5.359935164E-1,1.069870186E1
1.175300588E0,-1.540980041E-1,5.719259977E-1,1.074900723E1
1.180331265E0,-6.067350134E-2,6.126495004E-1,1.073702908E1
1.185400640E0,1.119150035E-2,6.102539897E-1,1.068193340E1
1.190416682E0,3.993749991E-2,6.246269941E-1,1.063162708E1
1.195465432E0,6.389249861E-2,6.413955092E-1,1.051903915E1
1.200517932E0,5.191500112E-2,6.629549861E-1,1.032979488E1
1.205579807E0,-3.181499895E-3,6.701415181E-1,1.007587147E1
1.210712567E0,-9.421049803E-2,6.509774923E-1,9.800389290E0
1.215682724E0,-2.044035047E-1,6.533730030E-1,9.584794044E0
1.220731942E0,-3.265739977E-1,6.605594754E-1,9.359617233E0
1.225775328E0,-4.463489950E-1,6.701415181E-1,9.110485077E0
1.230829963E0,-5.277959704E-1,7.827299833E-1,8.961963654E0
1.235910224E0,-5.445644855E-1,8.713635206E-1,8.916449547E0
1.240964234E0,-4.798859954E-1,9.072960019E-1,8.899681091E0
1.246022672E0,-4.487445056E-1,9.528105259E-1,8.981127739E0
1.251050849E0,-4.104165137E-1,9.671834707E-1,9.122462273E0
1.256094703E0,-3.625065088E-1,9.360420108E-1,9.239842415E0
1.261150744E0,-3.074100018E-1,9.120870233E-1,9.362012863E0
1.266211734E0,-3.122009933E-1,9.049004912E-1,9.615935326E0
1.271251161E0,-2.882460058E-1,8.498039842E-1,9.874649048E0
1.276311994E0,-2.906414866E-1,8.378264904E-1,1.016929626E1
1.281358661E0,-2.355449945E-1,8.306400180E-1,1.039686871E1
1.286407828E0,-2.666864991E-1,8.569905162E-1,1.049029255E1
1.291461734E0,-2.978279889E-1,9.072960019E-1,1.050706196E1
1.296538505E0,-2.547090054E-1,8.665724993E-1,1.043280125E1
1.301567619E0,-2.427314967E-1,8.929229975E-1,1.022439289E1
1.306617203E0,-2.762685120E-1,9.384375215E-1,9.965678215E0
1.311668192E0,-3.002234995E-1,1.010302544E0,9.764456749E0
1.316719599E0,-3.649019897E-1,1.072585464E0,9.539279938E0
1.321766890E0,-3.816705048E-1,1.146846056E0,9.318893433E0
1.326820328E0,-4.367670119E-1,1.228292942E0,9.179954529E0
1.331876369E0,-4.990499914E-1,1.240270495E0,9.055388451E0
1.336927880E0,-5.230050087E-1,1.249852538E0,9.084134102E0
1.341981942E0,-5.469599962E-1,1.292971492E0,9.064970970E0
1.347043088E0,-5.852879882E-1,1.276203036E0,9.165581703E0
1.352111630E0,-5.589374900E-1,1.283389449E0,9.294938087E0
1.357114026E0,-5.158184767E-1,1.280994058E0,9.395549774E0
1.362163713E0,-3.960435092E-1,1.233083963E0,9.419504166E0
1.367215172E0,-3.553200066E-1,1.187569499E0,9.421899796E0
1.372250640E0,-2.858504951E-1,1.134868503E0,9.436272621E0
1.377317203E0,-2.762685120E-1,1.089354038E0,9.462623596E0
1.382355432E0,-3.193874955E-1,1.077376485E0,9.503347397E0
1.387444390E0,-3.577154875E-1,1.029466510E0,9.580002785E0
1.392461526E0,-3.625065088E-1,1.031862020E0,9.654263496E0
1.397516578E0,-3.768795133E-1,1.053421497E0,9.774038315E0
1.402571005E0,-3.888570070E-1,1.041443944E0,9.845903397E0
1.407643713E0,-4.415580034E-1,1.065399051E0,9.889022827E0
1.412753088E0,-4.631175101E-1,1.072585464E0,9.987237930E0
1.417725015E0,-5.038409829E-1,1.082167506E0,1.007108021E1
1.422772359E0,-5.182139874E-1,1.079771996E0,1.019325066E1
1.427843349E0,-5.397735238E-1,1.039048553E0,1.027230263E1
1.432889234E0,-4.870724976E-1,9.863474965E-1,1.026032543E1
1.437946369E0,-3.768795133E-1,9.863474965E-1,1.021720600E1
1.442992099E0,-3.265739977E-1,9.671834707E-1,1.014294529E1
1.448040119E0,-3.193874955E-1,9.911385179E-1,1.011419964E1
1.453096942E0,-3.122009933E-1,1.022279978E0,1.005431175E1
1.458135067E0,-3.145965040E-1,1.031862020E0,9.972865105E0
1.463190067E0,-3.672975004E-1,1.041443944E0,9.891418457E0
1.468240536E0,-4.439535141E-1,1.058212519E0,9.790806770E0
1.473314286E0,-5.301914811E-1,1.024675488E0,9.733315468E0
1.478366057E0,-5.541465282E-1,9.791610241E-1,9.723732948E0
1.483409390E0,-5.972654819E-1,9.408329725E-1,9.711755753E0
1.488462203E0,-6.331980228E-1,8.881319761E-1,9.649472237E0
1.493501057E0,-5.972654819E-1,8.402220011E-1,9.671031952E0
1.498583349E0,-5.637285113E-1,8.186625242E-1,9.706964493E0
1.503622567E0,-5.445644855E-1,7.994984984E-1,9.778829575E0
1.508676786E0,-5.110275149E-1,7.779390216E-1,9.855485916E0
1.513715328E0,-4.367670119E-1,7.827299833E-1,9.970469475E0
1.518747307E0,-4.032300115E-1,8.306400180E-1,1.007826710E1
1.523797463E0,-3.098055124E-1,9.288554788E-1,1.007108021E1
1.528880849E0,-2.259629965E-1,1.007907033E0,1.008066273E1
1.533897307E0,-1.253519952E-1,1.053421497E0,1.009743118E1
1.538938244E0,-8.702400327E-2,1.096540451E0,1.004952145E1
1.544062828E0,-5.588249862E-2,1.137264013E0,1.003993893E1
1.549059390E0,-9.900149703E-2,1.163614511E0,9.994424820E0
1.554095224E0,-1.756574959E-1,1.127681971E0,9.963282585E0
1.559134390E0,-1.852394938E-1,1.106122494E0,9.951305389E0
1.564191213E0,-2.163809985E-1,1.067794442E0,9.905791283E0
1.569224182E0,-2.810595036E-1,1.019884467E0,9.809970856E0
1.574300015E0,-2.930369973E-1,1.000720501E0,9.699777603E0
1.579340640E0,-2.451270074E-1,9.623925090E-1,9.615935326E0
1.584401057E0,-3.026190102E-1,9.432284832E-1,9.457832336E0
1.589468557E0,-3.098055124E-1,9.815564752E-1,9.503347397E0
1.594490744E0,-3.289695084E-1,9.935340285E-1,9.613539696E0
1.599563661E0,-3.577154875E-1,1.039048553E0,9.663845062E0
1.604589599E0,-3.649019897E-1,1.041443944E0,9.740501404E0
1.609678869E0,-4.750950038E-1,1.053421497E0,9.807575226E0
1.614713661E0,-5.086320043E-1,9.671834707E-1,9.860276222E0
1.619764651E0,-4.918634892E-1,8.426175117E-1,9.848299026E0
1.624817515E0,-4.726994932E-1,8.066849709E-1,9.867463112E0
1.629882463E0,-4.152075052E-1,8.162670135E-1,9.877044678E0
1.634930797E0,-3.936479986E-1,8.234534860E-1,9.872254372E0
1.639982880E0,-3.696930110E-1,8.282445073E-1,9.896208763E0
1.645034234E0,-3.289695084E-1,8.521994948E-1,9.984842300E0
1.650055276E0,-3.169920146E-1,9.120870233E-1,1.003514767E1
1.655134130E0,-2.954325080E-1,9.001095295E-1,1.007587147E1
1.660188974E0,-2.810595036E-1,9.336465001E-1,1.007108021E1
1.665232099E0,-2.930369973E-1,9.216690063E-1,1.008066273E1
1.670275276E0,-2.738730013E-1,8.857365251E-1,9.970469475E0
1.675339338E0,-2.834550142E-1,8.474084735E-1,9.833926201E0
1.680381682E0,-3.002234995E-1,7.994984984E-1,9.747688293E0
1.685437724E0,-3.074100018E-1,7.683569789E-1,9.615935326E0
1.690464182E0,-3.098055124E-1,7.635660172E-1,9.484183311E0
1.695543765E0,-3.385514915E-1,7.372155190E-1,9.445855141E0
1.700586838E0,-3.217830062E-1,7.707524896E-1,9.431482315E0
1.705642463E0,-2.978279889E-1,8.617814779E-1,9.524906158E0
1.710685901E0,-2.523134947E-1,9.049004912E-1,9.611144066E0
1.715737619E0,-2.523134947E-1,1.012698054E0,9.733315468E0
1.720782619E0,-2.163809985E-1,1.098935962E0,9.836321831E0
1.725832880E0,-1.253519952E-1,1.180382967E0,9.896208763E0
1.730879078E0,-6.306900084E-2,1.185173988E0,9.908186913E0
1.735937203E0,-5.109149963E-2,1.168405533E0,9.848299026E0
1.740966422E0,-9.421049803E-2,1.137264013E0,9.704568863E0
1.746097776E0,-1.780530065E-1,1.074980974E0,9.589585304E0
1.751089390E0,-2.475225031E-1,1.003116012E0,9.438668251E0
1.756132463E0,-3.481335044E-1,9.504150152E-1,9.338057518E0
1.761171734E0,-4.008345008E-1,9.096915126E-1,9.328475952E0
1.766222099E0,-4.032300115E-1,8.761544824E-1,9.311706543E0
1.771289130E0,-4.463489950E-1,8.426175117E-1,9.282960892E0
1.776336578E0,-4.750950038E-1,8.306400180E-1,9.292543411E0
1.781378192E0,-4.463489950E-1,8.521994948E-1,9.378781319E0
1.786462255E0,-4.487445056E-1,8.857365251E-1,9.493764877E0
1.791529755E0,-4.367670119E-1,9.360420108E-1,9.601562500E0
1.796577567E0,-4.176029861E-1,9.719744921E-1,9.699777603E0
1.801622880E0,-3.744840026E-1,1.024675488E0,9.778829575E0
1.806676890E0,-2.954325080E-1,1.058212519E0,9.819553375E0
1.811726526E0,-2.115900069E-1,9.983249903E-1,9.855485916E0
1.816771265E0,-8.702400327E-2,9.671834707E-1,9.877044678E0
1.821828349E0,-5.576999858E-3,9.408329725E-1,9.843507767E0
1.826878557E0,2.796000056E-2,8.665724993E-1,9.855485916E0
1.831937880E0,1.213845015E-1,9.264600277E-1,9.917768478E0
1.836998557E0,1.621080041E-1,9.384375215E-1,1.008545303E1
1.842041005E0,1.405484974E-1,9.719744921E-1,1.020522881E1
1.847091317E0,1.525260061E-1,9.599969983E-1,1.015731812E1
1.852144911E0,9.024299681E-2,8.617814779E-1,1.013336372E1
1.857198505E0,7.347449660E-2,7.947074771E-1,1.003035736E1
1.862252151E0,1.609500032E-3,7.467975020E-1,9.910581589E0
1.867305744E0,-4.869600013E-2,6.773279905E-1,9.809970856E0
1.872359338E0,-8.223299682E-2,6.940965056E-1,9.697382927E0
1.877368036E0,-1.205610037E-1,7.563794851E-1,9.632703781E0
1.882421630E0,-1.684709936E-1,7.875210047E-1,9.680614471E0
1.887475276E0,-2.187764943E-1,8.593860269E-1,9.704568863E0
1.892528869E0,-2.283585072E-1,9.408329725E-1,9.757269859E0
1.897582463E0,-2.523134947E-1,9.815564752E-1,9.821948051E0
1.902636057E0,-2.403360009E-1,1.034257531E0,9.889022827E0
1.907670432E0,-1.972170025E-1,1.051025987E0,9.965678215E0
1.912724026E0,-1.349339932E-1,1.060608029E0,9.932141304E0
1.917777619E0,-4.390500113E-2,1.067794442E0,9.853090286E0
1.922831265E0,7.107900083E-2,1.074980974E0,9.795598030E0
1.927884859E0,1.836674958E-1,1.098935962E0,9.838717461E0
1.932938453E0,2.579280138E-1,1.163614511E0,9.910581589E0
1.937976578E0,3.226065040E-1,1.206733465E0,9.977656364E0
1.943030172E0,4.016579986E-1,1.168405533E0,9.982446671E0
1.948083765E0,3.681209981E-1,1.089354038E0,9.980051041E0
1.953137411E0,3.345839977E-1,1.015093446E0,9.884231567E0
1.958191005E0,2.627190053E-1,9.360420108E-1,9.790806770E0
1.963244651E0,1.692945063E-1,8.282445073E-1,9.762061119E0
1.968290588E0,4.951950163E-2,7.827299833E-1,9.759665489E0
1.973344182E0,-4.150950164E-2,7.539839745E-1,9.793202400E0
1.978397776E0,-1.421204954E-1,8.210579753E-1,9.843507767E0
1.983451422E0,-1.708665043E-1,9.144824743E-1,9.886627197E0
1.988505015E0,-2.020079941E-1,9.623925090E-1,9.939328194E0
1.993558609E0,-1.948215067E-1,9.767655134E-1,9.927350044E0
1.998604182E0,-1.109789982E-1,1.000720501E0,9.836321831E0
2.003657776E0,4.004999995E-3,1.065399051E0,9.771642685E0
2.008711369E0,5.670600012E-2,1.070189953E0,9.680614471E0
2.013765015E0,8.066099882E-2,1.017488956E0,9.615935326E0
2.018818609E0,5.910149962E-2,9.983249903E-1,9.596771240E0
2.023872203E0,-3.181499895E-3,9.959294796E-1,9.644681931E0
2.028901474E0,-2.474099956E-2,9.935340285E-1,9.702173233E0
2.033955067E0,-4.390500113E-2,9.911385179E-1,9.690196037E0
2.039008661E0,-5.109149963E-2,1.012698054E0,9.742897034E0
2.044062307E0,-4.390500113E-2,9.959294796E-1,9.788411140E0
2.049115901E0,-8.941949904E-2,9.576014876E-1,9.766852379E0
2.054169494E0,-8.702400327E-2,9.480195045E-1,9.781225204E0
2.059233922E0,-1.732620001E-1,8.905274868E-1,9.721337318E0
2.064287515E0,-1.924259961E-1,8.282445073E-1,9.716546059E0
2.069341161E0,-1.636800021E-1,8.641769886E-1,9.647076607E0
2.074394755E0,-1.277475059E-1,9.096915126E-1,9.548861504E0
2.079448349E0,-5.348699912E-2,9.456239939E-1,9.441063881E0
2.084501942E0,-3.911399841E-2,9.959294796E-1,9.402735710E0
2.089488974E0,-4.869600013E-2,1.046234965E0,9.405131340E0
2.094542567E0,-5.109149963E-2,1.019884467E0,9.429086685E0
2.099596161E0,1.609500032E-3,1.024675488E0,9.393154144E0
2.104649807E0,-3.181499895E-3,1.058212519E0,9.400340080E0
2.109703401E0,-4.150950164E-2,1.010302544E0,9.445855141E0
2.114756994E0,-5.348699912E-2,9.935340285E-1,9.445855141E0
2.119817776E0,-1.253519952E-1,9.647880197E-1,9.457832336E0
2.124871369E0,-2.020079941E-1,9.288554788E-1,9.472205162E0
