"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.164759066E0,6.006599963E-2,-1.709990576E-2,-1.901690662E-2
7.169810212E0,7.178100199E-2,-2.348990552E-2,-1.901690662E-2
7.174861410E0,8.030100167E-2,-2.455490641E-2,-1.369190589E-2
7.179916254E0,8.456099778E-2,-2.455490641E-2,-1.262690593E-2
7.184967452E0,8.562599868E-2,-1.922990568E-2,-1.156190597E-2
7.190018598E0,8.882100135E-2,-7.514906116E-3,-7.301906124E-3
7.195069743E0,8.882100135E-2,5.265093409E-3,-5.171906203E-3
7.200120889E0,8.669099957E-2,1.911009476E-2,-9.431906044E-3
7.205172087E0,8.349599689E-2,2.976009436E-2,-1.582190581E-2
7.210209118E0,8.136600256E-2,3.402009606E-2,-2.327690646E-2
7.215260264E0,7.497599721E-2,3.508509323E-2,-2.966690622E-2
7.220311410E0,6.645599753E-2,4.041009396E-2,-3.499190509E-2
7.225362556E0,5.474099889E-2,3.721509501E-2,-4.138190299E-2
7.230413754E0,4.835100099E-2,3.615009412E-2,-4.670690745E-2
7.235464900E0,3.983100131E-2,3.189009428E-2,-4.883690923E-2
7.240518233E0,3.131099790E-2,2.124009468E-2,-5.309690535E-2
7.245569379E0,2.279100008E-2,8.460094221E-3,-5.309690535E-2
7.250620525E0,1.427100040E-2,-5.384906661E-3,-5.203190446E-2
7.255671671E0,1.001100056E-2,-1.496990677E-2,-4.990190268E-2
7.260722868E0,1.107600052E-2,-2.135990560E-2,-4.457690567E-2
7.265774014E0,1.320600044E-2,-2.561990544E-2,-4.138190299E-2
7.270815473E0,1.853100024E-2,-2.668490633E-2,-3.818690777E-2
7.275866671E0,2.492100000E-2,-1.922990568E-2,-3.499190509E-2
7.280917816E0,3.344099969E-2,-1.177490689E-2,-3.392690420E-2
7.285968962E0,4.196099937E-2,-8.579906076E-3,-3.392690420E-2
7.291020108E0,4.302600026E-2,-5.990627687E-5,-3.499190509E-2
7.296071306E0,3.876600042E-2,5.265093409E-3,-3.392690420E-2
7.301148910E0,3.450600058E-2,1.272009313E-2,-3.179690987E-2
7.306200056E0,2.918099985E-2,1.804509386E-2,-2.647190541E-2
7.311251202E0,2.279100008E-2,2.337009460E-2,-2.008190565E-2
7.316302400E0,1.959599927E-2,2.656509541E-2,-1.475690585E-2
7.321353546E0,1.640100032E-2,2.550009452E-2,-9.431906044E-3
7.326404691E0,1.640100032E-2,2.230509371E-2,-7.301906124E-3
7.331457712E0,1.853100024E-2,1.591509394E-2,-8.366906084E-3
7.336508858E0,1.746599935E-2,1.059009321E-2,-8.366906084E-3
7.341560004E0,1.746599935E-2,8.460094221E-3,-1.369190589E-2
7.346611202E0,1.746599935E-2,1.059009321E-2,-1.795190573E-2
7.351662348E0,1.640100032E-2,1.698009484E-2,-1.901690662E-2
7.356713493E0,1.320600044E-2,1.698009484E-2,-2.008190565E-2
7.361763129E0,7.881000638E-3,1.804509386E-2,-1.901690662E-2
7.366814275E0,1.490999945E-3,1.165509317E-2,-2.114690654E-2
7.371865421E0,4.259999841E-4,4.200093914E-3,-1.901690662E-2
7.376916566E0,2.555999905E-3,-3.254906274E-3,-1.688690670E-2
7.381967764E0,4.685999826E-3,-6.449906621E-3,-1.369190589E-2
7.387018910E0,2.555999905E-3,-1.283990685E-2,-1.049690600E-2
7.392027816E0,5.750999786E-3,-1.496990677E-2,-6.236906163E-3
7.397078910E0,8.946000598E-3,-1.603490487E-2,-4.106906243E-3
7.402130056E0,8.946000598E-3,-1.070990600E-2,-9.119062452E-4
7.407181254E0,1.107600052E-2,-7.514906116E-3,4.413093906E-3
7.412232400E0,1.427100040E-2,-1.124906237E-3,5.478093866E-3
7.417283546E0,1.959599927E-2,3.135093488E-3,8.673094213E-3
7.422380108E0,2.492100000E-2,6.330093369E-3,1.080309413E-2
7.427431254E0,3.131099790E-2,7.395093795E-3,8.673094213E-3
7.432482400E0,3.983100131E-2,1.059009321E-2,9.738094173E-3
7.437533598E0,4.728600010E-2,1.378509402E-2,1.186809409E-2
7.442584743E0,5.367599800E-2,1.591509394E-2,1.293309405E-2
7.447635889E0,5.048099905E-2,1.485009398E-2,1.293309405E-2
7.452658389E0,4.835100099E-2,1.378509402E-2,1.506309398E-2
7.457709587E0,4.409100115E-2,1.485009398E-2,1.186809409E-2
7.462760733E0,4.089599848E-2,6.330093369E-3,9.738094173E-3
7.467811879E0,3.450600058E-2,3.135093488E-3,8.673094213E-3
7.472863077E0,2.705099992E-2,5.265093409E-3,8.673094213E-3
7.477914223E0,2.598599903E-2,4.200093914E-3,1.080309413E-2
7.482983806E0,2.279100008E-2,1.005093683E-3,7.608093787E-3
7.488034952E0,2.385599911E-2,-5.384906661E-3,-9.119062452E-4
7.493086098E0,2.492100000E-2,-1.390490681E-2,-1.976906089E-3
7.498137296E0,2.492100000E-2,-2.561990544E-2,-5.171906203E-3
7.503188441E0,2.811599895E-2,-3.520490602E-2,-9.431906044E-3
7.508239587E0,2.918099985E-2,-4.265990481E-2,-1.475690585E-2
7.513287087E0,3.024599887E-2,-4.585490376E-2,-2.114690654E-2
7.518338233E0,3.024599887E-2,-3.946490586E-2,-2.327690646E-2
7.523389379E0,2.918099985E-2,-3.094490618E-2,-2.647190541E-2
7.528440525E0,3.450600058E-2,-1.496990677E-2,-2.540690638E-2
7.533491723E0,3.557099774E-2,-2.189906314E-3,-2.647190541E-2
7.538542868E0,3.876600042E-2,5.265093409E-3,-2.966690622E-2
7.543600577E0,3.770099953E-2,1.165509317E-2,-2.966690622E-2
7.548651775E0,3.344099969E-2,1.059009321E-2,-2.966690622E-2
7.553702921E0,2.918099985E-2,8.460094221E-3,-2.966690622E-2
7.558754118E0,2.705099992E-2,6.330093369E-3,-2.540690638E-2
7.563805264E0,2.385599911E-2,7.395093795E-3,-2.008190565E-2
7.568856410E0,2.172599919E-2,8.460094221E-3,-1.156190597E-2
7.573897712E0,1.853100024E-2,8.460094221E-3,-7.301906124E-3
7.578948858E0,2.066100016E-2,7.395093795E-3,-4.106906243E-3
7.584000004E0,2.385599911E-2,1.059009321E-2,-1.976906089E-3
7.589051150E0,2.918099985E-2,1.485009398E-2,1.218093792E-3
7.594102348E0,3.024599887E-2,2.124009468E-2,1.530938316E-4
7.599153493E0,3.344099969E-2,2.869509533E-2,1.218093792E-3
7.604224223E0,3.024599887E-2,3.508509323E-2,1.530938316E-4
7.609275368E0,2.385599911E-2,3.934509307E-2,-9.119062452E-4
7.614326514E0,1.533600036E-2,3.934509307E-2,-3.041906282E-3
7.619377660E0,3.621000098E-3,3.721509501E-2,-5.171906203E-3
7.624428858E0,-3.834000090E-3,3.402009606E-2,-6.236906163E-3
7.629480056E0,-1.128899958E-2,3.295509517E-2,-7.301906124E-3
7.634563129E0,-1.554899942E-2,3.295509517E-2,-8.366906084E-3
7.639614327E0,-1.554899942E-2,3.295509517E-2,-1.369190589E-2
7.644665473E0,-1.448399946E-2,2.337009460E-2,-1.795190573E-2
7.649716618E0,-9.158999659E-3,1.591509394E-2,-2.327690646E-2
7.654767764E0,-6.390000344E-4,9.525093250E-3,-2.860190533E-2
7.659818962E0,1.320600044E-2,1.005093683E-3,-2.753690630E-2
7.664830108E0,2.918099985E-2,-3.254906274E-3,-2.753690630E-2
7.669881306E0,4.196099937E-2,-1.070990600E-2,-2.860190533E-2
7.674932452E0,5.261100084E-2,-1.922990568E-2,-3.179690987E-2
7.679983598E0,5.687100068E-2,-2.348990552E-2,-3.392690420E-2
7.685034743E0,5.367599800E-2,-2.668490633E-2,-3.286190331E-2
7.690085941E0,4.835100099E-2,-2.455490641E-2,-2.966690622E-2
7.695128233E0,4.089599848E-2,-1.922990568E-2,-2.647190541E-2
7.700179431E0,3.024599887E-2,-1.070990600E-2,-2.327690646E-2
7.705230577E0,2.279100008E-2,1.005093683E-3,-2.114690654E-2
7.710281723E0,1.427100040E-2,1.378509402E-2,-2.114690654E-2
7.715332921E0,5.750999786E-3,2.763009444E-2,-2.114690654E-2
7.720384066E0,4.259999841E-4,4.254009575E-2,-2.221190557E-2
7.725437973E0,4.259999841E-4,5.532009527E-2,-2.221190557E-2
7.730489171E0,-1.704000053E-3,5.958009511E-2,-2.008190565E-2
7.735540316E0,5.750999786E-3,5.745009333E-2,-1.901690662E-2
7.740591514E0,1.640100032E-2,5.319009349E-2,-1.688690670E-2
7.745642660E0,2.811599895E-2,4.786509275E-2,-1.262690593E-2
7.750693806E0,4.089599848E-2,4.041009396E-2,-1.156190597E-2
7.755761098E0,4.941599816E-2,2.976009436E-2,-1.049690600E-2
7.760812296E0,5.580599979E-2,1.804509386E-2,-8.366906084E-3
7.765863389E0,5.793599784E-2,1.272009313E-2,-7.301906124E-3
7.770914535E0,6.219599769E-2,1.272009313E-2,-5.171906203E-3
7.775965733E0,6.539099663E-2,1.272009313E-2,-5.171906203E-3
7.781016879E0,6.539099663E-2,1.272009313E-2,-7.301906124E-3
7.786057035E0,6.219599769E-2,1.059009321E-2,-4.106906243E-3
7.791108181E0,5.580599979E-2,1.378509402E-2,-1.976906089E-3
7.796159327E0,4.941599816E-2,2.124009468E-2,-9.119062452E-4
7.801210473E0,4.835100099E-2,2.976009436E-2,1.218093792E-3
7.806261671E0,4.302600026E-2,3.402009606E-2,6.543093827E-3
7.811312816E0,4.089599848E-2,4.041009396E-2,9.738094173E-3
7.816358285E0,4.409100115E-2,4.467009380E-2,1.293309405E-2
7.821409483E0,4.196099937E-2,4.893009365E-2,1.399809401E-2
7.826460629E0,3.024599887E-2,4.999509454E-2,1.186809409E-2
7.831511775E0,1.959599927E-2,4.573509470E-2,1.506309398E-2
7.836562973E0,4.685999826E-3,4.893009365E-2,1.612809300E-2
7.841614118E0,-5.963999778E-3,5.532009527E-2,1.932309382E-2
7.846681618E0,-2.193900011E-2,5.745009333E-2,1.932309382E-2
7.851732816E0,-3.791400045E-2,5.106009543E-2,1.825809292E-2
7.856783962E0,-5.069399998E-2,4.573509470E-2,1.506309398E-2
7.861835108E0,-5.495399982E-2,3.934509307E-2,1.506309398E-2
7.866886254E0,-5.175900087E-2,3.402009606E-2,1.719309390E-2
7.871937452E0,-4.430400208E-2,2.869509533E-2,2.038809471E-2
7.876997712E0,-2.939400077E-2,2.443509363E-2,2.571309358E-2
7.882048858E0,-1.341899950E-2,1.591509394E-2,2.784309350E-2
7.887100056E0,-2.768999897E-3,1.272009313E-2,3.529809415E-2
7.892151202E0,1.107600052E-2,1.165509317E-2,3.742809594E-2
7.897202348E0,1.746599935E-2,1.165509317E-2,4.062309116E-2
7.902253493E0,1.533600036E-2,1.485009398E-2,4.488309473E-2
7.907287868E0,1.214100048E-2,2.124009468E-2,4.807809740E-2
7.912339066E0,4.259999841E-4,2.869509533E-2,4.488309473E-2
7.917390212E0,-1.341899950E-2,3.189009428E-2,3.742809594E-2
7.922441358E0,-3.152399883E-2,3.402009606E-2,3.103809431E-2
7.927492556E0,-4.856400192E-2,2.976009436E-2,2.784309350E-2
7.932543702E0,-6.773400307E-2,2.017509378E-2,2.677809447E-2
7.937600473E0,-8.264400065E-2,1.272009313E-2,2.571309358E-2
7.942651671E0,-9.116400033E-2,-5.990627687E-5,2.784309350E-2
7.947702764E0,-9.009899944E-2,-8.579906076E-3,2.784309350E-2
7.952753910E0,-8.051399887E-2,-1.603490487E-2,3.103809431E-2
7.957805108E0,-6.134400144E-2,-1.922990568E-2,3.210309148E-2
7.962856254E0,-3.897900134E-2,-1.816490479E-2,3.423309326E-2
7.967966150E0,-1.554899942E-2,-1.496990677E-2,3.316809237E-2
7.973017296E0,1.490999945E-3,-8.579906076E-3,2.997309342E-2
7.978068441E0,1.320600044E-2,-5.990627687E-5,3.103809431E-2
7.983119587E0,1.746599935E-2,1.272009313E-2,3.636309505E-2
7.988170785E0,8.946000598E-3,2.230509371E-2,3.955809027E-2
7.993221983E0,-3.834000090E-3,2.763009444E-2,4.168809205E-2
7.998204223E0,-1.874400117E-2,2.550009452E-2,4.701309651E-2
8.003255421E0,-3.897900134E-2,3.082509525E-2,5.020809174E-2
8.008306566E0,-5.814899877E-2,3.508509323E-2,4.488309473E-2
8.013357712E0,-7.199399918E-2,3.721509501E-2,4.168809205E-2
8.018408858E0,-8.477400243E-2,4.041009396E-2,3.955809027E-2
8.023460056E0,-9.009899944E-2,4.254009575E-2,3.742809594E-2
8.028517868E0,-9.009899944E-2,4.360509291E-2,3.529809415E-2
8.033569066E0,-8.796899766E-2,4.147509485E-2,3.423309326E-2
8.038620212E0,-8.157899976E-2,4.254009575E-2,3.210309148E-2
8.043671358E0,-6.986399740E-2,4.041009396E-2,2.890809439E-2
8.048722504E0,-5.601900071E-2,3.721509501E-2,2.571309358E-2
8.053773702E0,-4.217400029E-2,3.508509323E-2,2.677809447E-2
8.058815421E0,-2.832899988E-2,2.763009444E-2,2.571309358E-2
8.063866618E0,-1.448399946E-2,1.911009476E-2,2.358309366E-2
8.068917816E0,-3.834000090E-3,9.525093250E-3,2.145309374E-2
8.073969014E0,7.881000638E-3,2.070093527E-3,1.932309382E-2
8.079020264E0,1.001100056E-2,-3.254906274E-3,1.825809292E-2
8.084071462E0,6.816000212E-3,-4.319906235E-3,1.612809300E-2
8.089127348E0,4.259999841E-4,-4.319906235E-3,1.932309382E-2
8.094178546E0,-8.093999699E-3,1.005093683E-3,2.464809455E-2
8.099229743E0,-1.767900027E-2,9.525093250E-3,3.103809431E-2
8.104280993E0,-2.726400085E-2,1.485009398E-2,4.062309116E-2
8.109332139E0,-4.004400223E-2,2.017509378E-2,4.594809562E-2
8.114383389E0,-5.069399998E-2,2.230509371E-2,5.233809352E-2
8.119448858E0,-5.921399966E-2,2.656509541E-2,5.553309619E-2
8.124500056E0,-6.134400144E-2,3.508509323E-2,5.766309053E-2
8.129551254E0,-6.240900233E-2,4.147509485E-2,5.979309231E-2
8.134602504E0,-5.921399966E-2,4.467009380E-2,5.979309231E-2
8.139653702E0,-5.495399982E-2,4.147509485E-2,5.979309231E-2
8.144704900E0,-4.430400208E-2,2.976009436E-2,6.298809499E-2
8.149733702E0,-3.365400061E-2,2.337009460E-2,6.511808932E-2
8.154784900E0,-1.874400117E-2,1.165509317E-2,6.405308843E-2
8.159836098E0,-4.898999818E-3,3.135093488E-3,5.872809142E-2
8.164887296E0,4.259999841E-4,-9.644906037E-3,5.127309263E-2
8.169938546E0,2.555999905E-3,-2.348990552E-2,4.701309651E-2
8.174989743E0,-1.704000053E-3,-2.881490625E-2,4.275309294E-2
8.180057556E0,-5.963999778E-3,-2.668490633E-2,4.275309294E-2
8.185108754E0,-1.022399962E-2,-2.348990552E-2,4.594809562E-2
8.190159952E0,-2.087400109E-2,-2.242490463E-2,4.914309084E-2
8.195211150E0,-2.619899996E-2,-1.922990568E-2,5.446809530E-2
8.200262400E0,-2.832899988E-2,-1.603490487E-2,5.553309619E-2
8.205313598E0,-2.832899988E-2,-1.496990677E-2,5.446809530E-2
8.210349639E0,-3.045899980E-2,-1.496990677E-2,5.659809709E-2
8.215400837E0,-3.045899980E-2,-1.390490681E-2,5.766309053E-2
8.220452035E0,-2.832899988E-2,-1.283990685E-2,5.553309619E-2
8.225503233E0,-2.726400085E-2,-1.603490487E-2,5.659809709E-2
8.230554483E0,-2.513400093E-2,-2.242490463E-2,5.659809709E-2
8.235605681E0,-2.406900004E-2,-2.348990552E-2,5.340309441E-2
8.240663181E0,-2.193900011E-2,-2.881490625E-2,5.340309441E-2
8.245714379E0,-2.087400109E-2,-2.987990528E-2,4.701309651E-2
8.250765577E0,-1.661400124E-2,-2.987990528E-2,3.955809027E-2
8.255816775E0,-1.448399946E-2,-2.455490641E-2,3.316809237E-2
8.260868025E0,-1.235399954E-2,-2.029490471E-2,2.890809439E-2
8.265919223E0,-7.029000204E-3,-1.496990677E-2,2.464809455E-2
8.270971410E0,-3.834000090E-3,-7.514906116E-3,2.038809471E-2
8.276022608E0,-6.390000344E-4,-3.254906274E-3,2.038809471E-2
8.281073806E0,4.685999826E-3,1.005093683E-3,2.145309374E-2
8.286125004E0,5.750999786E-3,1.005093683E-3,2.145309374E-2
8.291176254E0,3.621000098E-3,-4.319906235E-3,2.358309366E-2
8.296227400E0,-6.390000344E-4,-1.177490689E-2,2.677809447E-2
8.301306983E0,-7.029000204E-3,-2.029490471E-2,3.103809431E-2
8.306358181E0,-1.661400124E-2,-2.987990528E-2,3.529809415E-2
8.311409379E0,-2.406900004E-2,-3.413990512E-2,3.636309505E-2
8.316460629E0,-2.939400077E-2,-3.307490423E-2,3.955809027E-2
8.321511827E0,-3.045899980E-2,-2.668490633E-2,3.955809027E-2
8.326563025E0,-3.365400061E-2,-2.135990560E-2,3.636309505E-2
8.331587504E0,-3.578399867E-2,-2.029490471E-2,3.210309148E-2
8.336638702E0,-3.897900134E-2,-2.135990560E-2,2.358309366E-2
8.341689952E0,-4.217400029E-2,-2.455490641E-2,1.932309382E-2
8.346741150E0,-4.536899924E-2,-2.774990536E-2,1.612809300E-2
8.351792348E0,-4.749900103E-2,-2.561990544E-2,1.506309398E-2
8.356843598E0,-4.643400013E-2,-2.987990528E-2,1.506309398E-2
8.361898181E0,-4.430400208E-2,-3.413990512E-2,1.186809409E-2
8.366949379E0,-4.004400223E-2,-3.626990691E-2,1.080309413E-2
8.372000629E0,-3.258899972E-2,-3.307490423E-2,1.186809409E-2
8.377051827E0,-2.300400101E-2,-2.881490625E-2,1.293309405E-2
8.382103025E0,-1.128899958E-2,-2.987990528E-2,1.719309390E-2
8.387154223E0,-2.768999897E-3,-2.242490463E-2,1.932309382E-2
8.392195941E0,7.881000638E-3,-1.603490487E-2,2.677809447E-2
8.397247139E0,1.427100040E-2,-1.496990677E-2,3.529809415E-2
8.402298337E0,1.746599935E-2,-1.390490681E-2,4.381809384E-2
8.407349587E0,2.066100016E-2,-1.070990600E-2,5.340309441E-2
8.412400785E0,1.746599935E-2,-9.644906037E-3,5.872809142E-2
8.417451983E0,8.946000598E-3,-1.070990600E-2,6.192309409E-2
8.422511202E0,-6.390000344E-4,-8.579906076E-3,6.405308843E-2
8.427562400E0,-1.235399954E-2,-6.449906621E-3,6.192309409E-2
8.432613650E0,-2.513400093E-2,-6.449906621E-3,5.872809142E-2
8.437664848E0,-3.471900150E-2,-7.514906116E-3,5.659809709E-2
8.442716046E0,-4.110899940E-2,-8.579906076E-3,5.233809352E-2
8.447767243E0,-4.110899940E-2,-1.070990600E-2,4.594809562E-2
8.452819118E0,-3.578399867E-2,-1.390490681E-2,3.849309683E-2
8.457870316E0,-2.619899996E-2,-2.029490471E-2,2.890809439E-2
8.462921566E0,-1.554899942E-2,-2.455490641E-2,2.038809471E-2
8.467972764E0,-1.704000053E-3,-3.094490618E-2,1.293309405E-2
8.473023962E0,1.107600052E-2,-4.265990481E-2,1.080309413E-2
8.478075160E0,2.279100008E-2,-5.011490732E-2,9.738094173E-3
8.483113233E0,3.344099969E-2,-5.330990627E-2,1.080309413E-2
8.488164431E0,4.515599832E-2,-5.224490538E-2,1.612809300E-2
8.493215681E0,4.941599816E-2,-5.224490538E-2,1.825809292E-2
8.498266879E0,4.941599816E-2,-5.117990449E-2,2.251809463E-2
8.503318077E0,4.622099921E-2,-4.372490570E-2,2.571309358E-2
8.508369275E0,4.089599848E-2,-3.839990497E-2,3.103809431E-2
8.513391046E0,3.450600058E-2,-3.200990707E-2,3.423309326E-2
8.518442243E0,2.705099992E-2,-2.774990536E-2,3.316809237E-2
8.523493493E0,1.853100024E-2,-2.348990552E-2,3.210309148E-2
8.528544691E0,1.214100048E-2,-1.816490479E-2,3.103809431E-2
8.533595889E0,8.946000598E-3,-1.177490689E-2,2.677809447E-2
8.538647087E0,6.816000212E-3,-6.449906621E-3,2.571309358E-2
8.543700473E0,5.750999786E-3,-5.990627687E-5,2.251809463E-2
8.548751671E0,6.816000212E-3,3.135093488E-3,2.038809471E-2
8.553802868E0,1.320600044E-2,6.330093369E-3,1.612809300E-2
8.558854066E0,1.853100024E-2,5.265093409E-3,8.673094213E-3
8.563905264E0,2.705099992E-2,-1.124906237E-3,1.080309413E-2
8.568956514E0,3.237599880E-2,-3.254906274E-3,7.608093787E-3
8.574041306E0,3.983100131E-2,-2.189906314E-3,6.543093827E-3
8.579092504E0,4.728600010E-2,-5.990627687E-5,1.080309413E-2
8.584143754E0,5.154599994E-2,3.135093488E-3,1.293309405E-2
8.589194952E0,5.687100068E-2,4.200093914E-3,1.719309390E-2
8.594246150E0,5.900099874E-2,8.460094221E-3,1.825809292E-2
8.599297348E0,6.326100230E-2,1.272009313E-2,1.932309382E-2
8.604347660E0,6.219599769E-2,1.591509394E-2,1.825809292E-2
8.609398858E0,5.900099874E-2,2.124009468E-2,1.293309405E-2
8.614450108E0,5.261100084E-2,2.337009460E-2,6.543093827E-3
8.619501306E0,4.622099921E-2,2.550009452E-2,3.348093713E-3
8.624552504E0,3.663599864E-2,2.550009452E-2,1.218093792E-3
8.629603702E0,2.811599895E-2,2.337009460E-2,2.283093752E-3
8.634619535E0,1.640100032E-2,1.591509394E-2,1.530938316E-4
8.639670733E0,2.555999905E-3,1.059009321E-2,-9.119062452E-4
8.644721931E0,-8.093999699E-3,1.005093683E-3,-3.041906282E-3
8.649773181E0,-1.874400117E-2,-7.514906116E-3,-7.301906124E-3
8.654824379E0,-2.193900011E-2,-9.644906037E-3,-7.301906124E-3
8.659875577E0,-2.300400101E-2,-9.644906037E-3,-4.106906243E-3
8.664962504E0,-1.661400124E-2,-1.124906237E-3,1.530938316E-4
8.670013702E0,-4.898999818E-3,4.200093914E-3,2.283093752E-3
8.675064952E0,1.533600036E-2,5.265093409E-3,3.348093713E-3
8.680116150E0,3.344099969E-2,1.165509317E-2,5.478093866E-3
8.685167348E0,5.048099905E-2,1.911009476E-2,2.283093752E-3
8.690218546E0,6.645599753E-2,2.550009452E-2,4.413093906E-3
8.695266150E0,7.817099988E-2,2.656509541E-2,5.478093866E-3
8.700317348E0,8.349599689E-2,2.337009460E-2,7.608093787E-3
8.705368546E0,8.243099600E-2,2.124009468E-2,7.608093787E-3
8.710419796E0,7.604099810E-2,1.804509386E-2,7.608093787E-3
8.715470993E0,6.432600319E-2,1.378509402E-2,8.673094213E-3
8.720522191E0,4.941599816E-2,1.165509317E-2,4.413093906E-3
8.725581827E0,3.344099969E-2,1.272009313E-2,4.413093906E-3
8.730633025E0,1.746599935E-2,1.272009313E-2,1.530938316E-4
8.735684223E0,-2.768999897E-3,8.460094221E-3,-4.106906243E-3
8.740735421E0,-1.341899950E-2,1.165509317E-2,-1.156190597E-2
8.745786671E0,-2.087400109E-2,1.272009313E-2,-1.795190573E-2
8.750837868E0,-2.513400093E-2,2.017509378E-2,-2.434190549E-2
8.755881671E0,-2.406900004E-2,2.656509541E-2,-3.073190711E-2
8.760932868E0,-2.300400101E-2,2.550009452E-2,-3.605690598E-2
8.765984066E0,-1.554899942E-2,2.017509378E-2,-4.138190299E-2
8.771035264E0,-7.029000204E-3,8.460094221E-3,-4.564190656E-2
8.776086514E0,4.685999826E-3,-3.254906274E-3,-4.564190656E-2
8.781137712E0,1.214100048E-2,-1.283990685E-2,-4.777190834E-2
8.786190316E0,2.492100000E-2,-2.029490471E-2,-4.564190656E-2
8.791241514E0,3.557099774E-2,-2.774990536E-2,-3.925190866E-2
8.796292712E0,4.302600026E-2,-3.200990707E-2,-3.499190509E-2
8.801343910E0,4.835100099E-2,-3.094490618E-2,-3.073190711E-2
8.806395160E0,4.515599832E-2,-2.561990544E-2,-2.647190541E-2
8.811446358E0,4.089599848E-2,-1.816490479E-2,-1.901690662E-2
8.816535733E0,3.237599880E-2,-4.319906235E-3,-1.582190581E-2
8.821586879E0,2.172599919E-2,1.165509317E-2,-1.156190597E-2
8.826638129E0,1.107600052E-2,2.550009452E-2,-4.106906243E-3
8.831689327E0,-6.390000344E-4,3.828009591E-2,1.530938316E-4
8.836740525E0,-9.158999659E-3,4.999509454E-2,5.478093866E-3
8.841791723E0,-1.661400124E-2,5.851509422E-2,9.738094173E-3
8.846797556E0,-2.300400101E-2,6.384009123E-2,1.612809300E-2
8.851848754E0,-2.300400101E-2,6.277509034E-2,2.358309366E-2
8.856900004E0,-1.874400117E-2,5.212509632E-2,2.677809447E-2
8.861951202E0,-1.235399954E-2,4.254009575E-2,2.677809447E-2
8.867002452E0,-1.704000053E-3,2.976009436E-2,2.997309342E-2
8.872053598E0,8.946000598E-3,2.337009460E-2,2.997309342E-2
8.877083025E0,1.746599935E-2,1.804509386E-2,2.677809447E-2
8.882134223E0,2.492100000E-2,1.165509317E-2,2.038809471E-2
8.887185421E0,3.131099790E-2,-1.124906237E-3,1.612809300E-2
8.892236618E0,3.344099969E-2,-9.644906037E-3,9.738094173E-3
8.897287816E0,3.237599880E-2,-1.922990568E-2,5.478093866E-3
8.902339066E0,3.024599887E-2,-2.881490625E-2,1.530938316E-4
8.907418389E0,2.705099992E-2,-3.626990691E-2,-4.106906243E-3
8.912469587E0,2.705099992E-2,-4.052990675E-2,-8.366906084E-3
8.917520837E0,1.959599927E-2,-4.372490570E-2,-9.431906044E-3
8.922572035E0,1.427100040E-2,-4.052990675E-2,-1.156190597E-2
8.927623233E0,6.816000212E-3,-3.733490407E-2,-1.688690670E-2
8.932674431E0,-6.390000344E-4,-3.200990707E-2,-1.901690662E-2
8.937731775E0,-5.963999778E-3,-2.455490641E-2,-2.221190557E-2
8.942782973E0,-1.128899958E-2,-1.177490689E-2,-2.114690654E-2
8.947834171E0,-1.235399954E-2,5.265093409E-3,-1.901690662E-2
8.952885421E0,-1.235399954E-2,1.591509394E-2,-1.901690662E-2
8.957936618E0,-1.128899958E-2,1.378509402E-2,-1.688690670E-2
8.962987816E0,-9.158999659E-3,7.395093795E-3,-1.582190581E-2
8.968024848E0,-4.898999818E-3,-5.990627687E-5,-1.688690670E-2
8.973076098E0,3.621000098E-3,-7.514906116E-3,-1.795190573E-2
8.978127296E0,1.853100024E-2,-1.177490689E-2,-1.795190573E-2
8.983178493E0,2.598599903E-2,-1.283990685E-2,-1.688690670E-2
8.988229743E0,3.450600058E-2,-1.922990568E-2,-1.795190573E-2
8.993280941E0,4.089599848E-2,-2.561990544E-2,-2.327690646E-2
8.998386046E0,4.409100115E-2,-2.987990528E-2,-2.860190533E-2
9.003437243E0,4.728600010E-2,-2.774990536E-2,-3.179690987E-2
9.008488441E0,4.302600026E-2,-2.774990536E-2,-3.712190688E-2
9.013539639E0,3.237599880E-2,-2.561990544E-2,-4.138190299E-2
9.018590889E0,2.492100000E-2,-2.242490463E-2,-4.351190478E-2
9.023642087E0,1.533600036E-2,-1.816490479E-2,-3.925190866E-2
9.028669223E0,4.685999826E-3,-1.390490681E-2,-3.712190688E-2
9.033720421E0,-7.029000204E-3,-6.449906621E-3,-3.499190509E-2
9.038771618E0,-1.874400117E-2,1.005093683E-3,-3.179690987E-2
9.043822816E0,-2.619899996E-2,2.070093527E-3,-2.647190541E-2
9.048874066E0,-3.365400061E-2,3.135093488E-3,-2.221190557E-2
9.053925264E0,-4.004400223E-2,4.200093914E-3,-1.795190573E-2
9.058966827E0,-4.110899940E-2,2.070093527E-3,-1.582190581E-2
9.064018077E0,-3.791400045E-2,1.005093683E-3,-1.582190581E-2
9.069069327E0,-3.045899980E-2,-5.990627687E-5,-1.475690585E-2
9.074120577E0,-2.513400093E-2,-5.990627687E-5,-1.688690670E-2
9.079171879E0,-2.193900011E-2,-1.070990600E-2,-2.008190565E-2
9.084223129E0,-1.554899942E-2,-2.348990552E-2,-2.114690654E-2
9.089266879E0,-1.128899958E-2,-3.626990691E-2,-2.008190565E-2
9.094318129E0,-9.158999659E-3,-4.798490554E-2,-1.475690585E-2
9.099369379E0,-1.704000053E-3,-5.224490538E-2,-1.369190589E-2
