"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.454833225E1,4.011657715E-1,2.135908356E0,1.071352112E1
1.455829825E1,2.817141724E-1,2.054178314E0,1.096469879E1
1.456826325E1,4.381388855E-1,1.906285858E0,1.109118576E1
1.457822825E1,7.726931763E-1,1.634900208E0,1.135403915E1
1.458819425E1,9.916877747E-1,1.529070282E0,1.152513336E1
1.459815925E1,1.170865173E0,1.389560394E0,1.163425644E1
1.460812525E1,1.294657745E0,1.224453735E0,1.174098450E1
1.461809025E1,1.415755920E0,9.952803040E-1,1.195159653E1
1.462805525E1,1.477128296E0,7.955955505E-1,1.204769669E1
1.463802125E1,1.511856079E0,6.768923950E-1,1.191447372E1
1.464798625E1,1.520987091E0,6.466552734E-1,1.157303375E1
1.465795225E1,1.488504639E0,6.222560120E-1,1.135478760E1
1.466791725E1,1.460363159E0,5.679190063E-1,1.122560623E1
1.467788225E1,1.445693665E0,5.019062805E-1,1.100900665E1
1.468784825E1,1.343007202E0,5.216651917E-1,1.076755875E1
1.469781325E1,1.204694824E0,6.412664795E-1,1.043749512E1
1.470777925E1,1.198407898E0,7.530839539E-1,1.006731491E1
1.471774425E1,1.306632843E0,8.327183533E-1,9.803114319E0
1.472770925E1,1.482816467E0,9.148974609E-1,9.588909760E0
1.473767525E1,1.658850403E0,9.366023254E-1,9.396410065E0
1.474764025E1,1.776954803E0,9.768685913E-1,9.171128540E0
1.475760625E1,1.754651184E0,1.051114197E0,8.977880402E0
1.476757125E1,1.645378418E0,1.125060425E0,8.785530396E0
1.477753625E1,1.475481720E0,1.184786224E0,8.682544556E0
1.478750225E1,1.367556152E0,1.292113037E0,8.494535522E0
1.479746725E1,1.289268951E0,1.332229614E0,8.339158630E0
1.480743325E1,1.177900543E0,1.402733002E0,8.158933411E0
1.481739825E1,1.061592407E0,1.498533783E0,7.927215271E0
1.482736325E1,9.102571106E-1,1.555565186E0,7.772586823E0
1.483732925E1,8.096662903E-1,1.626068573E0,7.615263977E0
1.484729425E1,7.734416199E-1,1.667532349E0,7.516319733E0
1.485725925E1,8.391549683E-1,1.722468109E0,7.500303040E0
1.486722525E1,9.895921326E-1,1.708547058E0,7.486082611E0
1.487719025E1,1.199904785E0,1.714235229E0,7.523355103E0
1.488715625E1,1.304836578E0,1.822759552E0,7.613767090E0
1.489712125E1,1.305734711E0,1.884131927E0,7.588918762E0
1.490708625E1,1.214873657E0,1.944456482E0,7.569010162E0
1.491705225E1,1.096769257E0,2.051334229E0,7.615263977E0
1.492701725E1,9.927355957E-1,2.072440338E0,7.732021179E0
1.493698325E1,8.985813904E-1,2.076481934E0,7.967032471E0
1.494694825E1,8.047265625E-1,2.068548431E0,8.186775513E0
1.495691325E1,6.867718506E-1,2.063608704E0,8.398435364E0
1.496687925E1,7.403604126E-1,2.069745941E0,8.663983154E0
1.497684425E1,8.614585876E-1,2.036964111E0,8.926237793E0
1.498681025E1,8.981323242E-1,2.021246796E0,9.194779358E0
1.499677525E1,7.861651611E-1,2.058968353E0,9.579629059E0
1.500674025E1,6.668632507E-1,1.997595978E0,1.004605911E1
1.501670625E1,6.096821594E-1,1.981130219E0,1.042522064E1
1.502667125E1,6.346801758E-1,1.956880646E0,1.072265213E1
1.503663725E1,6.544390869E-1,1.956431580E0,1.100361786E1
1.504660225E1,6.656657410E-1,1.920506287E0,1.125045456E1
1.505656725E1,6.608757019E-1,1.857487335E0,1.146286285E1
1.506653325E1,6.140231323E-1,1.865121460E0,1.163096329E1
1.507649825E1,4.339476013E-1,1.878144379E0,1.163231049E1
1.508646425E1,7.499404907E-2,1.895059204E0,1.140523270E1
1.509642925E1,-2.893482971E-1,1.930984497E0,1.121003860E1
1.510639425E1,-3.814068604E-1,1.908231812E0,1.110465775E1
1.511636025E1,-1.387614441E-1,1.781146088E0,1.119057907E1
1.512632525E1,3.085084534E-1,1.557511139E0,1.153680908E1
1.513629125E1,8.270301819E-1,1.249152374E0,1.205173828E1
1.514625625E1,1.084494781E0,9.610015869E-1,1.253867569E1
1.515622125E1,9.398954773E-1,7.749385071E-1,1.306632843E1
1.516618725E1,6.713539124E-1,6.590794373E-1,1.333621719E1
1.517615225E1,3.923341370E-1,5.777984619E-1,1.318847443E1
1.518611725E1,1.603166199E-1,6.249504089E-1,1.286963745E1
1.519608325E1,4.490661621E-4,7.952961731E-1,1.234587662E1
1.520604825E1,-2.993774414E-3,9.096583557E-1,1.158306290E1
1.521601425E1,-2.769241333E-2,1.003064117E0,1.081545914E1
1.522597925E1,-1.447489929E-1,1.167422333E0,1.011596375E1
1.523594425E1,-2.887495422E-1,1.292861481E0,9.550739136E0
1.524591025E1,-3.773652649E-1,1.337319031E0,9.122928772E0
1.525587525E1,-4.528083801E-1,1.312919769E0,8.948840790E0
1.526584125E1,-5.164260864E-1,1.234632568E0,8.977431335E0
1.527580625E1,-5.340893555E-1,1.137783966E0,9.151669006E0
1.528577125E1,-5.390290833E-1,1.035995636E0,9.245972900E0
1.529573725E1,-5.520520020E-1,9.469308472E-1,9.263785858E0
1.530570225E1,-5.352868652E-1,9.092092896E-1,9.262588348E0
1.531566825E1,-4.562512207E-1,9.047186279E-1,9.090745697E0
1.532563325E1,-3.773652649E-1,9.369017029E-1,8.818910980E0
1.533559825E1,-2.842588806E-1,9.734257507E-1,8.527467041E0
1.534556425E1,-2.145039368E-1,1.052611084E0,8.243357849E0
1.535552925E1,-1.607656860E-1,1.130898285E0,7.954608307E0
1.536549525E1,-1.055305481E-1,1.179397430E0,7.703730011E0
1.537546025E1,-1.267863464E-1,1.274449768E0,7.545808411E0
1.538542525E1,-2.308200073E-1,1.387614441E0,7.397466888E0
1.539539125E1,-3.055146790E-1,1.515747986E0,7.244634705E0
1.540535625E1,-3.191363525E-1,1.617236938E0,7.169640656E0
1.541532225E1,-3.594026184E-1,1.684896240E0,7.113806763E0
1.542528725E1,-3.218307495E-1,1.785936127E0,7.043752441E0
1.543525225E1,-1.863624573E-1,1.839973755E0,7.022646332E0
1.544521825E1,3.278182983E-2,1.822460175E0,6.969506836E0
1.545518325E1,1.980381775E-1,1.852248230E0,6.954987030E0
1.546514925E1,1.845661926E-1,1.911225586E0,7.041507111E0
1.547511425E1,-1.047821045E-3,1.958527222E0,7.260950775E0
1.548507925E1,-2.505789185E-1,2.014810181E0,7.635022888E0
1.549504525E1,-3.781137085E-1,2.017205200E0,8.029602356E0
1.550501025E1,-3.760180664E-1,2.053579559E0,8.335566101E0
1.551497525E1,-3.269201660E-1,2.155068512E0,8.621321869E0
1.552494125E1,-2.496807861E-1,2.224823456E0,8.980724487E0
1.553490625E1,-1.411564636E-1,2.231858826E0,9.294172668E0
1.554487225E1,-8.038284302E-2,2.277064819E0,9.717791748E0
1.555483725E1,-7.229965210E-2,2.286195831E0,1.012135254E1
1.556480225E1,-1.151106262E-1,2.237696686E0,1.039842636E1
1.557476825E1,-2.139051819E-1,2.245929565E0,1.067624863E1
1.558473325E1,-3.483256531E-1,2.306703186E0,1.084449875E1
1.559469925E1,-4.526586914E-1,2.329605560E0,1.101798798E1
1.560466425E1,-5.457650757E-1,2.360291748E0,1.128757736E1
1.561462925E1,-5.084925842E-1,2.333347778E0,1.154878418E1
1.562459525E1,-3.523672485E-1,2.273621979E0,1.182091827E1
1.563456025E1,-1.222956848E-1,2.196382599E0,1.202494400E1
1.564452200E1,1.010398865E-1,2.146835632E0,1.220651642E1
1.565448700E1,3.821553040E-1,2.061812439E0,1.239662109E1
1.566445200E1,5.924679565E-1,1.938019867E0,1.253957382E1
1.567441800E1,7.798782349E-1,1.781295776E0,1.268162842E1
1.568438300E1,9.144483948E-1,1.568288727E0,1.267743713E1
1.569434900E1,8.888516235E-1,1.442101135E0,1.249736160E1
1.570431400E1,7.860154724E-1,1.368454285E0,1.216355576E1
1.571427900E1,6.357279968E-1,1.267713776E0,1.180789536E1
1.572424500E1,4.897814941E-1,1.160686340E0,1.163964523E1
1.573421000E1,3.942800903E-1,1.073567505E0,1.161060562E1
1.574417600E1,4.315525818E-1,8.888516235E-1,1.182585800E1
1.575414100E1,6.846762085E-1,6.319857788E-1,1.210682373E1
1.576410600E1,9.648934937E-1,3.528163147E-1,1.230890350E1
1.577407200E1,1.085392914E0,2.134561157E-1,1.226998444E1
1.578403700E1,1.056053925E0,2.136058044E-1,1.193677734E1
1.579400300E1,9.633966064E-1,2.323168945E-1,1.147364044E1
1.580396800E1,8.637039185E-1,2.862048340E-1,1.089045319E1
1.581393300E1,8.038284302E-1,4.070036316E-1,1.031789383E1
1.582389900E1,8.074209595E-1,5.538482666E-1,9.799671478E0
1.583386400E1,8.583151245E-1,6.908134460E-1,9.366921387E0
1.584382900E1,9.505233765E-1,8.291258240E-1,9.007668457E0
1.585379500E1,1.056952057E0,9.045689392E-1,8.672216034E0
1.586376000E1,1.201401672E0,9.372010803E-1,8.471184082E0
1.587372600E1,1.326242065E0,9.027726746E-1,8.335715790E0
1.588369100E1,1.335073700E0,8.684939575E-1,8.236023102E0
1.589365600E1,1.265318756E0,8.214916992E-1,8.220156097E0
1.590362200E1,1.141526184E0,7.741900635E-1,8.191415863E0
1.591358700E1,1.028511200E0,7.628137207E-1,8.137827301E0
1.592355300E1,8.779243469E-1,8.117619324E-1,8.008795624E0
1.593351800E1,7.476951599E-1,8.599617004E-1,7.838300171E0
1.594348300E1,6.634204102E-1,9.265731812E-1,7.787855072E0
1.595344900E1,5.830375671E-1,9.927355957E-1,7.695497131E0
1.596341400E1,5.060975647E-1,1.075064392E0,7.560028839E0
1.597338000E1,4.496649170E-1,1.193168793E0,7.514074402E0
1.598334500E1,4.643344116E-1,1.325194244E0,7.372468872E0
1.599331000E1,5.221142578E-1,1.415755920E0,7.248227234E0
1.600327600E1,5.343887329E-1,1.493594055E0,7.196584625E0
1.601324100E1,5.352868652E-1,1.616937561E0,7.161407776E0
1.602320700E1,5.532495117E-1,1.710642700E0,7.095544739E0
1.603317200E1,5.269042969E-1,1.818717957E0,7.103627930E0
1.604313700E1,5.578898621E-1,1.944007416E0,7.129374390E0
1.605310300E1,6.231541443E-1,2.064506836E0,7.205865326E0
1.606306800E1,7.472460938E-1,2.218835907E0,7.372169495E0
1.607303400E1,8.779243469E-1,2.352657623E0,7.522307281E0
1.608299900E1,9.610015869E-1,2.426454163E0,7.694748688E0
1.609296400E1,1.013542328E0,2.418221283E0,8.027656403E0
1.610293000E1,7.984396362E-1,2.387684784E0,8.477171631E0
1.611289500E1,5.519023132E-1,2.529140625E0,8.761879578E0
1.612286000E1,5.661227417E-1,2.544857941E0,9.003028107E0
1.613282600E1,7.170089722E-1,2.380200348E0,9.204958191E0
1.614279100E1,9.683363342E-1,2.409539337E0,9.314979401E0
1.615275700E1,1.195563812E0,2.556383972E0,9.391021271E0
1.616272200E1,1.226848755E0,2.519111481E0,9.523645477E0
1.617268700E1,1.073866882E0,2.437531128E0,9.665400696E0
1.618265300E1,8.388555908E-1,2.329006805E0,1.000669098E1
1.619261800E1,5.415737915E-1,2.170636139E0,1.037746994E1
1.620258400E1,3.203338623E-1,2.072889404E0,1.072070618E1
1.621254900E1,2.371069336E-1,1.915416870E0,1.080782501E1
1.622251400E1,2.412982178E-1,1.833088074E0,1.063972458E1
1.623248000E1,2.649490356E-1,1.886377258E0,1.049467621E1
1.624244500E1,3.948788452E-1,1.794468384E0,1.030127838E1
1.625241100E1,6.274951172E-1,1.574425964E0,1.022314087E1
1.626237600E1,7.108717346E-1,1.382075958E0,1.046054718E1
1.627234100E1,6.725514221E-1,1.168320465E0,1.096365097E1
1.628230700E1,5.875282288E-1,7.533833313E-1,1.164862656E1
1.629227200E1,4.915777588E-1,3.457809448E-1,1.235680389E1
1.630223800E1,3.505709839E-1,7.604187012E-2,1.288430695E1
1.631220300E1,1.960922241E-1,-1.266366577E-1,1.306887314E1
1.632216800E1,2.484832764E-2,-1.812730408E-1,1.300016602E1
1.633213400E1,-6.436614990E-2,-1.053808594E-1,1.262295044E1
1.634209900E1,-1.965412903E-1,5.134323120E-2,1.206835373E1
1.635206400E1,-2.294728088E-1,2.157014465E-1,1.151600235E1
1.636203000E1,-1.158590698E-1,4.291575623E-1,1.090751770E1
1.637199500E1,-8.831634521E-3,5.653742981E-1,1.048180298E1
1.638196100E1,3.068618774E-2,6.444099426E-1,1.020323227E1
1.639192600E1,-2.335144043E-2,7.111711121E-1,9.919422455E0
1.640189100E1,-1.134640503E-1,7.560777283E-1,9.644444275E0
1.641185700E1,-2.603086853E-1,7.875123596E-1,9.481882324E0
1.642182200E1,-4.050576782E-1,8.092172241E-1,9.342671814E0
1.643178800E1,-4.336482239E-1,8.759783936E-1,9.192384338E0
1.644175300E1,-3.270698547E-1,9.330097961E-1,8.946146393E0
1.645171800E1,-1.984872437E-1,9.916877747E-1,8.586743774E0
1.646168400E1,-2.724334717E-2,1.085392914E0,8.227490845E0
1.647164900E1,1.648072815E-1,1.213376770E0,7.844138031E0
1.648161500E1,2.927911377E-1,1.376986542E0,7.548652496E0
1.649158000E1,2.296224976E-1,1.519041138E0,7.284601593E0
1.650154500E1,1.176553345E-1,1.666185150E0,6.965165863E0
1.651151100E1,-2.544708252E-3,1.784439240E0,6.819219360E0
1.652147600E1,-1.107696533E-1,1.838626556E0,6.825955353E0
1.653144100E1,-1.592687988E-1,1.936223602E0,6.903943176E0
1.654140700E1,-1.233435059E-1,1.974244537E0,7.023095398E0
1.655137200E1,-2.020797729E-2,1.994452515E0,7.263794861E0
1.656133800E1,2.237846375E-1,2.017953644E0,7.369475098E0
1.657130300E1,5.219645691E-1,2.051932983E0,7.435487823E0
1.658126800E1,7.188052368E-1,2.100132751E0,7.501949615E0
1.659123400E1,8.307723999E-1,2.185305634E0,7.573201447E0
1.660119900E1,8.452922058E-1,2.258802795E0,7.668403473E0
1.661116500E1,7.587721252E-1,2.299518127E0,7.808811493E0
1.662113000E1,6.444099426E-1,2.289039917E0,7.954009552E0
1.663109500E1,5.295986938E-1,2.424208832E0,8.060438232E0
1.664106100E1,4.602928162E-1,2.388882294E0,8.263865204E0
1.665102638E1,3.749702454E-1,2.355950775E0,8.496631165E0
1.666099238E1,2.404000854E-1,2.399659882E0,8.776100006E0
1.667095738E1,1.194515991E-1,2.313888245E0,9.084159393E0
1.668092238E1,7.110214233E-2,2.320175171E0,9.200018463E0
1.669088838E1,7.768844604E-2,2.393522644E0,9.267079010E0
1.670085338E1,1.992356873E-1,2.373015289E0,9.343569946E0
1.671081837E1,3.637435913E-1,2.321821747E0,9.540111237E0
1.672078437E1,4.598437500E-1,2.296973419E0,9.974657593E0
1.673074938E1,4.724176025E-1,2.200573883E0,1.050979477E1
1.674071538E1,4.761598206E-1,1.957928467E0,1.108759323E1
1.675068038E1,5.037025452E-1,1.779649200E0,1.151974457E1
1.676064538E1,4.956193542E-1,1.834135895E0,1.167227737E1
1.677061138E1,4.224215698E-1,1.982028351E0,1.161734161E1
1.678057638E1,3.456312561E-1,2.078876953E0,1.149085464E1
1.679054238E1,4.206253052E-1,2.170636139E0,1.153815628E1
1.680050738E1,6.153703308E-1,2.249222717E0,1.162617325E1
1.681047238E1,8.222401428E-1,2.283052368E0,1.175056458E1
1.682043837E1,9.499246216E-1,2.250719604E0,1.196192505E1
1.683040337E1,1.121168518E0,2.096540222E0,1.220951019E1
1.684036937E1,1.324595490E0,1.854643250E0,1.245200592E1
1.685033438E1,1.517693939E0,1.621727600E0,1.250005600E1
1.686029938E1,1.503623199E0,1.516945496E0,1.236024673E1
1.687026538E1,1.160985718E0,1.620829468E0,1.203227875E1
1.688023038E1,6.976991272E-1,1.720522156E0,1.168844376E1
1.689019538E1,5.125341797E-1,1.708996124E0,1.127799728E1
1.690016138E1,4.713697815E-1,1.687590637E0,1.091021210E1
1.691012638E1,4.758604431E-1,1.681303711E0,1.089868607E1
1.692009238E1,7.331753540E-1,1.573677521E0,1.093700638E1
1.693005737E1,1.137634277E0,1.303788757E0,1.115794693E1
1.694002237E1,1.534309387E0,1.049467621E0,1.155851395E1
1.694998838E1,1.792073364E0,8.196954346E-1,1.183618652E1
1.695995338E1,1.862576752E0,6.180647278E-1,1.188558380E1
1.696991938E1,1.782792664E0,6.030958557E-1,1.165685944E1
1.697988438E1,1.552272034E0,7.328759766E-1,1.122425903E1
1.698984938E1,1.370100861E0,9.883946228E-1,1.054542068E1
1.699981538E1,1.259331207E0,1.271006927E0,9.769134979E0
1.700978038E1,1.120420074E0,1.475631409E0,8.934320984E0
1.701974538E1,9.277706909E-1,1.727707214E0,8.191715240E0
1.702971138E1,7.614665222E-1,1.958377533E0,7.597451019E0
1.703967637E1,6.441105652E-1,2.091750183E0,7.093299408E0
1.704964237E1,6.132746887E-1,2.159708862E0,6.828500061E0
1.705960738E1,5.896238708E-1,2.132166138E0,6.760840759E0
1.706957238E1,5.496569824E-1,2.140399017E0,6.737040253E0
1.707953838E1,4.504133606E-1,2.174977112E0,6.760990448E0
1.708950338E1,3.724255371E-1,2.212099915E0,6.682852936E0
1.709946938E1,3.571572876E-1,2.245630188E0,6.549929352E0
1.710943438E1,4.016148376E-1,2.348316650E0,6.380631409E0
1.711939938E1,4.080514526E-1,2.467319183E0,6.312672729E0
1.712936538E1,3.707789612E-1,2.549797668E0,6.335724792E0
1.713933038E1,3.408412170E-1,2.582130432E0,6.463409271E0
1.714929537E1,3.517684937E-1,2.574496307E0,6.694977722E0
1.715926137E1,4.013154602E-1,2.526595917E0,7.006779327E0
1.716922638E1,4.432283020E-1,2.512674866E0,7.289241943E0
1.717919238E1,4.890330505E-1,2.446961517E0,7.634723511E0
1.718915738E1,5.465135193E-1,2.314337311E0,7.981402588E0
1.719912238E1,5.643264771E-1,2.243833923E0,8.190667419E0
1.720908838E1,5.131329346E-1,2.284249878E0,8.342900848E0
1.721905338E1,5.059478760E-1,2.341430969E0,8.412955170E0
1.722901938E1,5.158273315E-1,2.370470581E0,8.576265564E0
1.723898438E1,5.909710693E-1,2.447111206E0,8.896749115E0
1.724894938E1,7.267387390E-1,2.472408600E0,9.250164185E0
1.725891537E1,7.876620483E-1,2.457888794E0,9.697434082E0
1.726888037E1,8.598120117E-1,2.453996887E0,1.014171021E1
1.727884538E1,1.007704468E0,2.446662140E0,1.042761566E1
1.728881138E1,1.086440735E0,2.486030273E0,1.066816544E1
1.729877638E1,1.123563538E0,2.523302765E0,1.077609100E1
1.730874238E1,1.131946106E0,2.452500000E0,1.095347214E1
1.731870738E1,1.112486572E0,2.389031982E0,1.111842911E1
1.732867238E1,9.726773071E-1,2.386038208E0,1.119402191E1
1.733863838E1,7.409591675E-1,2.422711945E0,1.127575195E1
1.734860338E1,6.268963623E-1,2.305954742E0,1.146166534E1
1.735856938E1,7.084767151E-1,2.109563141E0,1.171044800E1
1.736853437E1,8.710386658E-1,1.892065430E0,1.202494400E1
1.737849937E1,9.825567627E-1,1.688638458E0,1.237132370E1
1.738846538E1,9.867480469E-1,1.550475769E0,1.256217682E1
1.739843038E1,8.255332947E-1,1.461111603E0,1.249796036E1
1.740839538E1,5.427713013E-1,1.461410980E0,1.218900284E1
1.741836138E1,2.776725769E-1,1.555864563E0,1.178274765E1
1.742832638E1,7.529342651E-2,1.672472076E0,1.134056717E1
1.743829238E1,-3.427871704E-2,1.785487061E0,1.096424973E1
1.744825738E1,-1.016386414E-1,1.880838776E0,1.073133408E1
1.745822238E1,-2.095642090E-2,1.941313019E0,1.066157913E1
1.746818838E1,1.793270874E-1,1.908231812E0,1.066442322E1
1.747815337E1,4.333488464E-1,1.791175232E0,1.077609100E1
1.748811937E1,6.237528992E-1,1.738634491E0,1.081770447E1
1.749808438E1,7.825726318E-1,1.682650909E0,1.075483521E1
1.750804938E1,8.946894836E-1,1.634451141E0,1.058748322E1
1.751801538E1,9.298663330E-1,1.667083282E0,1.042282562E1
1.752798038E1,9.511221313E-1,1.717977448E0,1.009201355E1
1.753794538E1,9.654922485E-1,1.783092041E0,9.761201477E0
1.754791138E1,9.422904968E-1,1.822011108E0,9.482780457E0
1.755787638E1,9.376501465E-1,1.862876129E0,9.175469513E0
1.756784238E1,9.515711975E-1,1.938618622E0,8.863667908E0
1.757780737E1,8.993298340E-1,2.004930725E0,8.649912415E0
1.758777237E1,7.400610352E-1,2.059267731E0,8.542136536E0
1.759773837E1,5.989045715E-1,2.060764618E0,8.387208710E0
1.760770338E1,5.123844910E-1,2.071691895E0,8.339907074E0
1.761766938E1,4.496649170E-1,2.089953918E0,8.317453766E0
1.762763438E1,5.234614563E-1,2.164798279E0,8.169860687E0
1.763759938E1,5.887257385E-1,2.261796570E0,8.081394653E0
1.764756550E1,6.101312256E-1,2.301164703E0,7.946225739E0
1.765753050E1,6.120771790E-1,2.351460114E0,7.858807526E0
1.766749650E1,5.974076843E-1,2.367027740E0,7.844886475E0
1.767746150E1,6.315367126E-1,2.318378906E0,7.896379395E0
1.768742650E1,6.595285034E-1,2.263293457E0,8.029153290E0
1.769739250E1,6.379733276E-1,2.235900421E0,8.203989716E0
1.770735750E1,6.087840271E-1,2.198328552E0,8.270750885E0
1.771732250E1,5.420228577E-1,2.202819214E0,8.274343414E0
1.772728850E1,4.408332825E-1,2.237097931E0,8.198002167E0
1.773725350E1,2.893482971E-1,2.245779877E0,8.195307770E0
1.774721950E1,4.475692749E-2,2.351310425E0,8.195457458E0
1.775718450E1,-1.787283325E-1,2.427951050E0,8.225245514E0
1.776714950E1,-4.197271729E-1,2.460732880E0,8.417146454E0
1.777711550E1,-5.866300964E-1,2.509531403E0,8.719517670E0
1.778708050E1,-6.373745728E-1,2.512824554E0,9.208101654E0
1.779704650E1,-5.306465149E-1,2.429897003E0,9.587412872E0
1.780701150E1,-3.852987671E-1,2.394570465E0,9.875264282E0
1.781697650E1,-2.236349487E-1,2.384990387E0,1.023796005E1
1.782694250E1,-4.954696655E-2,2.377655640E0,1.055125854E1
1.783690750E1,1.890568542E-1,2.300715637E0,1.088745941E1
1.784687250E1,2.838098145E-1,2.387684784E0,1.119267471E1
1.785683850E1,1.685494995E-1,2.556982727E0,1.142364441E1
1.786680350E1,1.082249451E-1,2.591860199E0,1.155073013E1
1.787676950E1,1.672023010E-1,2.652334442E0,1.155896301E1
1.788673450E1,3.019221497E-1,2.706521759E0,1.157078842E1
1.789669950E1,5.345384216E-1,2.688110046E0,1.153770721E1
1.790666550E1,7.571255493E-1,2.562670898E0,1.150178192E1
1.791663050E1,8.964857483E-1,2.411185913E0,1.145867157E1
1.792659650E1,1.062340851E0,2.292333069E0,1.134206406E1
1.793656150E1,1.197060699E0,2.169887695E0,1.119387222E1
1.794652650E1,1.159189453E0,2.107617188E0,1.107636658E1
1.795649250E1,9.563612366E-1,2.046244812E0,1.099763031E1
1.796645750E1,8.102650452E-1,1.961970062E0,1.086545517E1
1.797642250E1,7.694000244E-1,1.834734650E0,1.067340454E1
1.798638850E1,7.399113464E-1,1.729802856E0,1.049632278E1
1.799635350E1,7.222480774E-1,1.692081299E0,1.035546570E1
1.800631950E1,7.448510742E-1,1.639989624E0,1.022164398E1
1.801628450E1,8.918453979E-1,1.563199310E0,1.010009674E1
1.802624950E1,1.076860657E0,1.525028687E0,1.002435425E1
1.803621550E1,1.155447235E0,1.511107635E0,9.900112610E0
1.804618050E1,1.184935913E0,1.496438141E0,9.751771088E0
1.805614650E1,1.205742645E0,1.494043121E0,9.544003143E0
1.806611150E1,1.200353851E0,1.534309387E0,9.396110687E0
1.807607650E1,1.178199921E0,1.582808533E0,9.212891693E0
1.808604250E1,1.174457703E0,1.617686005E0,9.093140717E0
1.809600750E1,1.155746613E0,1.671124878E0,8.956624603E0
1.810597250E1,1.142124939E0,1.675166473E0,8.871302032E0
1.811593850E1,1.065184937E0,1.743723907E0,8.845854950E0
1.812590350E1,9.312135315E-1,1.831291809E0,8.636141052E0
1.813586950E1,8.440946960E-1,1.890568542E0,8.294401703E0
1.814583450E1,8.189469910E-1,1.979034576E0,7.963140564E0
1.815579950E1,7.927514648E-1,2.108066254E0,7.546257477E0
1.816576550E1,7.235952759E-1,2.218087463E0,7.225624237E0
1.817573050E1,6.727011108E-1,2.325863342E0,6.951544189E0
1.818569650E1,5.683680725E-1,2.427651672E0,6.690187683E0
1.819566150E1,5.074447632E-1,2.533930664E0,6.487209778E0
1.820562650E1,4.902305603E-1,2.596500549E0,6.399791565E0
1.821559250E1,5.053491211E-1,2.624043274E0,6.421795807E0
1.822555750E1,5.896238708E-1,2.629881134E0,6.438860321E0
1.823552350E1,6.864724731E-1,2.678829346E0,6.516249390E0
1.824548850E1,7.210505676E-1,2.668949890E0,6.718478851E0
1.825545350E1,6.866221619E-1,2.706821136E0,6.898105316E0
1.826541950E1,5.701643372E-1,2.812501373E0,7.129224701E0
1.827538450E1,4.517605591E-1,2.857707367E0,7.348967743E0
1.828534950E1,3.483256531E-1,2.833008728E0,7.636819153E0
1.829531550E1,2.432441711E-1,2.814597015E0,8.020321655E0
1.830528050E1,1.181044006E-1,2.844085693E0,8.368946686E0
1.831524650E1,3.712280273E-2,2.805466003E0,8.753347321E0
1.832521150E1,3.622467041E-2,2.750829620E0,9.213490448E0
1.833517650E1,9.849517822E-2,2.721041565E0,9.702822876E0
1.834514250E1,1.793270874E-1,2.749931488E0,1.012075378E1
1.835510750E1,2.637515259E-1,2.768193512E0,1.043031006E1
1.836507350E1,3.224295044E-1,2.705923004E0,1.076411591E1
1.837503850E1,3.550616455E-1,2.651735687E0,1.112277008E1
1.838500350E1,3.713777161E-1,2.596350861E0,1.140134079E1
1.839496950E1,3.665876770E-1,2.597099304E0,1.158665543E1
1.840493450E1,3.592529297E-1,2.634521484E0,1.164503403E1
1.841490050E1,3.373983765E-1,2.621348877E0,1.161614410E1
1.842486550E1,1.504371643E-1,2.620899811E0,1.158920013E1
1.843483050E1,-1.694476318E-1,2.633623352E0,1.152737869E1
1.844479650E1,-4.691244507E-1,2.615810394E0,1.155087982E1
1.845476150E1,-5.782475281E-1,2.487377472E0,1.170505920E1
1.846472650E1,-5.110372925E-1,2.227667542E0,1.187450684E1
1.847469250E1,-3.382965088E-1,1.930984497E0,1.214664093E1
1.848465750E1,-8.936416626E-2,1.646725616E0,1.242326569E1
1.849462350E1,1.088237000E-1,1.416204987E0,1.262145355E1
1.850458850E1,1.166075134E-1,1.242117004E0,1.269869293E1
1.851455350E1,3.592529297E-3,1.196461945E0,1.252789810E1
1.852451950E1,-2.731819153E-1,1.286724243E0,1.212583420E1
1.853448450E1,-5.532495117E-1,1.464853821E0,1.159159515E1
1.854445050E1,-6.652166748E-1,1.610950012E0,1.108130630E1
1.855441550E1,-6.388714600E-1,1.653910675E0,1.060080551E1
1.856438050E1,-5.150788879E-1,1.717229004E0,1.018047958E1
1.857434650E1,-2.562670898E-1,1.730551300E0,9.840087433E0
1.858431150E1,-3.832031250E-2,1.688488770E0,9.618697815E0
1.859427650E1,6.571334839E-2,1.637594604E0,9.469757538E0
1.860424250E1,1.299298096E-1,1.564097443E0,9.381740570E0
1.861420750E1,1.844165039E-1,1.482367401E0,9.357341309E0
1.862417350E1,2.025288391E-1,1.470242615E0,9.307345276E0
1.863413850E1,1.811233521E-1,1.483714600E0,9.288035431E0
1.864410350E1,1.796264648E-1,1.472038879E0,9.172026672E0
1.865406917E1,2.598596191E-1,1.451232147E0,8.901239777E0
1.866403417E1,2.814147949E-1,1.441502380E0,8.599467316E0
1.867400017E1,2.240840149E-1,1.484463043E0,8.239465942E0
1.868396517E1,1.399589539E-1,1.570234680E0,7.963140564E0
1.869393017E1,3.891906738E-3,1.662592621E0,7.782166901E0
1.870389617E1,-1.570234680E-1,1.760938110E0,7.742499390E0
1.871386117E1,-2.673440552E-1,1.864971771E0,7.873926086E0
1.872382717E1,-2.932402039E-1,2.010918274E0,8.044122162E0
