"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.767316862E1,1.862127686E-1,2.020648041E0,6.543492737E0
4.768313362E1,1.651066589E-1,2.016157379E0,6.791377258E0
4.769309863E1,1.562750244E-1,2.009571075E0,7.131170654E0
4.770306363E1,1.698966980E-1,1.943708038E0,7.464976501E0
4.771302963E1,2.074685669E-1,1.933678894E0,7.686366119E0
4.772299463E1,1.450483704E-1,1.981878662E0,7.938142548E0
4.773295963E1,5.313949585E-2,2.027384033E0,8.183632050E0
4.774292563E1,-7.110214233E-2,2.064955902E0,8.429271240E0
4.775289063E1,-1.401086426E-1,2.090702362E0,8.651858368E0
4.776285563E1,-2.694396973E-1,2.088307343E0,8.976084137E0
4.777282162E1,-3.299139404E-1,2.123184814E0,9.373657379E0
4.778278662E1,-3.393443298E-1,2.100581818E0,9.865085449E0
4.779275163E1,-3.179388428E-1,1.999092865E0,1.044213547E1
4.780271663E1,-1.422042847E-1,1.877845001E0,1.108055786E1
4.781268263E1,2.234852600E-1,1.619631958E0,1.165446442E1
4.782264763E1,5.313949585E-1,1.464255066E0,1.210637466E1
4.783261263E1,6.460565186E-1,1.450034637E0,1.245020966E1
4.784257863E1,6.292913818E-1,1.393601990E0,1.270602768E1
4.785254363E1,4.731660461E-1,1.249751129E0,1.281365387E1
4.786250863E1,1.785786438E-1,1.252295837E0,1.271231461E1
4.787247463E1,-1.981878662E-1,1.312620392E0,1.255633896E1
4.788243962E1,-4.334985352E-1,1.322948914E0,1.241024277E1
4.789240462E1,-4.980143738E-1,1.178798676E0,1.258597733E1
4.790236963E1,-4.273612976E-1,9.243278503E-1,1.307426193E1
4.791233563E1,-1.526824951E-1,5.571414185E-1,1.357018066E1
4.792230063E1,1.185534668E-1,3.062631226E-1,1.367181931E1
4.793226563E1,9.205856323E-2,2.492317200E-1,1.327978455E1
4.794223163E1,-2.213896179E-1,2.883004761E-1,1.252385651E1
4.795219663E1,-6.095324707E-1,4.987628174E-1,1.168739594E1
4.796216163E1,-8.825646973E-1,7.297325134E-1,1.104927292E1
4.797212763E1,-1.048569489E0,8.458909607E-1,1.054107971E1
4.798209262E1,-1.213376770E0,9.060658264E-1,1.025262955E1
4.799205762E1,-1.280736694E0,1.096769257E0,9.958341522E0
4.800202263E1,-1.209784241E0,1.166524200E0,9.697883148E0
4.801198863E1,-1.022673340E0,1.152752838E0,9.494007111E0
4.802195363E1,-8.168513489E-1,1.164877625E0,9.282796326E0
4.803191863E1,-5.993536377E-1,1.144969025E0,9.098828888E0
4.804188463E1,-3.571572876E-1,1.061592407E0,9.031019897E0
4.805184963E1,-1.553768921E-1,9.696835327E-1,9.085805969E0
4.806181463E1,2.948867798E-2,8.898994446E-1,9.278006287E0
4.807178063E1,1.413061523E-1,8.044271851E-1,9.458381195E0
4.808174563E1,1.845661926E-1,7.554789734E-1,9.455088043E0
4.809171062E1,1.044827271E-1,8.081694031E-1,9.337283020E0
4.810167562E1,-2.978805542E-2,9.372010803E-1,9.112899628E0
4.811164163E1,-8.053253174E-2,1.056203613E0,8.803792419E0
4.812160663E1,-1.505868530E-1,1.213676147E0,8.497828674E0
4.813157163E1,-2.347119141E-1,1.357976074E0,8.216114502E0
4.814153763E1,-2.477348328E-1,1.453028412E0,7.969577179E0
4.815150263E1,-1.951940918E-1,1.556313629E0,7.714357910E0
4.816146763E1,-1.556762695E-1,1.689686279E0,7.504943390E0
4.817143363E1,-6.137237549E-2,1.860780487E0,7.368576965E0
4.818139863E1,1.199006653E-1,1.931433563E0,7.295678558E0
4.819136362E1,2.746788025E-1,1.952539673E0,7.349566498E0
4.820132862E1,4.087998962E-1,1.942211151E0,7.528444519E0
4.821129463E1,5.074447632E-1,1.924847260E0,7.776628418E0
4.822125963E1,5.297483826E-1,1.925895081E0,8.047714691E0
4.823122463E1,5.284011841E-1,1.896256714E0,8.227640533E0
4.824119063E1,4.873864746E-1,1.881437531E0,8.333769836E0
4.825115563E1,3.281176758E-1,1.931283875E0,8.432714081E0
4.826112063E1,1.508862305E-1,1.973496094E0,8.432265015E0
4.827108663E1,4.326004028E-2,2.007325745E0,8.432115326E0
4.828105163E1,7.484436035E-3,2.050735474E0,8.383616180E0
4.829101663E1,-9.759704590E-2,2.127825165E0,8.441545715E0
4.830098162E1,-1.823208618E-1,2.167342987E0,8.695717163E0
4.831094762E1,-1.703457642E-1,2.128274231E0,9.053024139E0
4.832091263E1,-8.128097534E-2,2.044448547E0,9.482481079E0
4.833087763E1,-2.679428101E-2,1.967807922E0,9.843979340E0
4.834084363E1,-8.232879639E-3,1.866768036E0,1.038450531E1
4.835080863E1,3.188369751E-2,1.765728149E0,1.082848206E1
4.836077363E1,8.232879639E-2,1.641935577E0,1.123503662E1
4.837073963E1,1.139131165E-1,1.617236938E0,1.153725815E1
4.838070463E1,9.909393311E-2,1.645677795E0,1.169009033E1
4.839066963E1,6.107299805E-2,1.711840210E0,1.175475586E1
4.840063462E1,4.191284180E-2,1.843715973E0,1.166838547E1
4.841060062E1,1.317260742E-2,2.014959869E0,1.149250122E1
4.842056563E1,2.993774414E-4,2.042652283E0,1.147274231E1
4.843053063E1,1.345701599E-1,1.921254730E0,1.154534134E1
4.844049663E1,4.469705200E-1,1.678609314E0,1.167003204E1
4.845046163E1,8.122109985E-1,1.369053040E0,1.203018311E1
4.846042663E1,1.210981750E0,1.025816803E0,1.235336105E1
4.847039263E1,1.469793549E0,6.218069458E-1,1.286260208E1
4.848035763E1,1.625320129E0,2.665956116E-1,1.305330551E1
4.849032263E1,1.512604523E0,1.922003174E-1,1.291424469E1
4.850028763E1,1.152004395E0,4.251159668E-1,1.252430557E1
4.851025362E1,9.111552429E-1,5.501060486E-1,1.176164154E1
4.852021862E1,1.001567230E0,6.150709534E-1,1.097457825E1
4.853018363E1,1.214723969E0,7.815248108E-1,1.023885818E1
4.854014963E1,1.416953430E0,9.180409241E-1,9.614057465E0
4.855011463E1,1.683698730E0,9.678872681E-1,9.220076752E0
4.856007963E1,1.789678345E0,9.217831421E-1,8.807384949E0
4.857004563E1,1.690434723E0,9.306147766E-1,8.533903656E0
4.858001063E1,1.479673004E0,9.410929871E-1,8.538843384E0
4.858997563E1,1.244961090E0,8.635542297E-1,8.734935608E0
4.859994163E1,1.049766998E0,8.306227112E-1,8.995094604E0
4.860990663E1,9.120533752E-1,8.482859802E-1,9.206006012E0
4.861987162E1,7.659571838E-1,9.957293701E-1,9.215885468E0
4.862983663E1,6.707551575E-1,9.515711975E-1,9.030870209E0
4.863980263E1,6.776408386E-1,1.148860931E0,8.607251129E0
4.864976763E1,6.985972595E-1,1.263821869E0,8.254135437E0
4.865973263E1,7.361691284E-1,1.328786774E0,7.810907135E0
4.866969863E1,7.327262878E-1,1.538051605E0,7.456743622E0
4.867966375E1,7.003935242E-1,1.587149506E0,7.275620270E0
4.868962875E1,7.008425903E-1,1.623972931E0,7.153623962E0
4.869959475E1,6.947053528E-1,1.664089508E0,7.120842133E0
4.870955975E1,6.074368286E-1,1.691781921E0,7.131470032E0
4.871952475E1,5.379812622E-1,1.748813324E0,7.113657074E0
4.872948975E1,4.830455017E-1,1.776505737E0,7.031777344E0
4.873945575E1,4.278103638E-1,1.806742859E0,6.944508820E0
4.874942075E1,3.866459656E-1,1.879790955E0,6.893315277E0
4.875938575E1,4.161346436E-1,1.979034576E0,6.868017883E0
4.876935175E1,4.998106384E-1,2.033521271E0,6.946305084E0
4.877931675E1,6.343807983E-1,2.019001465E0,7.167994080E0
4.878928175E1,7.376660156E-1,2.043999481E0,7.555388489E0
4.879924775E1,7.364685059E-1,2.072440338E0,7.989336090E0
4.880921275E1,6.866221619E-1,2.008223877E0,8.410111084E0
4.881917775E1,5.378315735E-1,1.984423370E0,8.807834015E0
4.882914375E1,3.486250305E-1,2.003882904E0,9.204509125E0
4.883910875E1,2.100132751E-1,1.992057495E0,9.567055206E0
4.884907375E1,1.841171265E-1,1.997146912E0,1.000369720E1
4.885903875E1,2.495310974E-1,1.974244537E0,1.053209839E1
4.886900475E1,3.058140564E-1,2.047741699E0,1.095511871E1
4.887896975E1,4.408332825E-1,2.133513336E0,1.138262970E1
4.888893475E1,6.158193970E-1,2.235750732E0,1.175715088E1
4.889890075E1,8.271798706E-1,2.353855133E0,1.184980820E1
4.890886575E1,9.876461792E-1,2.430046692E0,1.183932999E1
4.891883075E1,9.339079285E-1,2.562221832E0,1.167691772E1
4.892879675E1,6.755451965E-1,2.638862457E0,1.145043869E1
4.893876175E1,3.469784546E-1,2.709964600E0,1.140852585E1
4.894872675E1,1.975891113E-2,2.524799652E0,1.143936172E1
4.895869175E1,-3.173400879E-1,2.483186188E0,1.148845963E1
4.896865775E1,-6.004014587E-1,2.428400116E0,1.180969162E1
4.897862275E1,-6.390211487E-1,2.031575317E0,1.219693634E1
4.898858775E1,-3.716770935E-1,1.570983124E0,1.245320343E1
4.899855375E1,-1.029858398E-1,1.065035248E0,1.276305908E1
4.900851875E1,1.255888367E-1,7.818241882E-1,1.283221527E1
4.901848375E1,2.634521484E-2,7.590715027E-1,1.256576935E1
4.902844975E1,-2.330653381E-1,5.679190063E-1,1.226549377E1
4.903841475E1,-5.438191223E-1,5.845344543E-1,1.166135010E1
4.904837975E1,-9.821076965E-1,8.150550842E-1,1.115989288E1
4.905834575E1,-1.350641327E0,9.265731812E-1,1.073387878E1
4.906831075E1,-1.419947205E0,9.171427917E-1,1.035696259E1
4.907827575E1,-1.386566620E0,9.418414307E-1,1.009291168E1
4.908824075E1,-1.444945221E0,9.961784363E-1,9.814790039E0
4.909820675E1,-1.405577087E0,9.794132996E-1,9.564510498E0
4.910817175E1,-1.302142181E0,9.557624817E-1,9.417665863E0
4.911813675E1,-1.083596649E0,9.114546204E-1,9.313332825E0
4.912810275E1,-8.063731384E-1,8.137078857E-1,9.246571655E0
4.913806775E1,-5.340893555E-1,7.762857056E-1,9.221873016E0
4.914803275E1,-3.067121887E-1,7.482939148E-1,9.199270020E0
4.915799875E1,-2.109114075E-1,8.020321655E-1,9.141939240E0
4.916796375E1,-1.865121460E-1,8.765771484E-1,8.965007172E0
4.917792875E1,-1.691482544E-1,9.361532593E-1,8.793763275E0
4.918789475E1,-2.567161560E-1,1.050216064E0,8.515641632E0
4.919785975E1,-3.588038635E-1,1.158141632E0,8.242459717E0
4.920782475E1,-3.737727356E-1,1.258882141E0,8.060288544E0
4.921778975E1,-2.962339783E-1,1.331780548E0,7.845185852E0
4.922775575E1,-2.275268555E-1,1.390159149E0,7.735164642E0
4.923772075E1,-1.996847534E-1,1.422641602E0,7.638016663E0
4.924768575E1,-1.863624573E-1,1.475631409E0,7.561376038E0
4.925765175E1,-2.377056885E-1,1.561253357E0,7.435936890E0
4.926761675E1,-2.918930054E-1,1.638343048E0,7.409292297E0
4.927758175E1,-2.549198914E-1,1.714085541E0,7.542814636E0
4.928754775E1,-1.447489929E-1,1.714684296E0,7.706873474E0
4.929751275E1,-2.215393066E-2,1.705553284E0,8.034093018E0
4.930747775E1,1.019380188E-1,1.690584412E0,8.346493378E0
4.931744375E1,1.233435059E-1,1.712738342E0,8.540789337E0
4.932740875E1,2.380050659E-2,1.894011383E0,8.565937042E0
4.933737375E1,-1.517843628E-1,2.068249054E0,8.448581085E0
4.934733875E1,-4.607418823E-1,2.154918823E0,8.397537231E0
4.935730475E1,-6.286926270E-1,2.119891663E0,8.651708679E0
4.936726975E1,-6.704557800E-1,1.932780762E0,9.128018188E0
4.937723475E1,-6.640191650E-1,1.749112701E0,9.852062531E0
4.938720075E1,-5.054988098E-1,1.550026703E0,1.059107574E1
4.939716575E1,-3.743714905E-1,1.371597748E0,1.105406296E1
4.940713075E1,-2.429447937E-1,1.247356110E0,1.134880005E1
4.941709675E1,-9.744735718E-2,1.120869141E0,1.123114471E1
4.942706175E1,-5.733078003E-2,1.132544861E0,1.096724350E1
4.943702675E1,-2.417472839E-1,1.297202454E0,1.056009018E1
4.944699275E1,-3.926335144E-1,1.492246857E0,1.023601410E1
4.945695775E1,-3.647914124E-1,1.556613007E0,1.009021729E1
4.946692275E1,-4.324507141E-1,1.634002075E0,1.002600082E1
4.947688775E1,-5.650749207E-1,1.712139587E0,1.018018021E1
4.948685375E1,-6.240522766E-1,1.641935577E0,1.055739578E1
4.949681875E1,-5.289999390E-1,1.430874481E0,1.089314758E1
4.950678375E1,-3.620970154E-1,1.259031830E0,1.111244156E1
4.951674975E1,-1.454974365E-1,1.173110504E0,1.125778931E1
4.952671475E1,1.197509766E-1,1.153201904E0,1.120824234E1
4.953667975E1,3.408412170E-1,1.189426575E0,1.098266144E1
4.954664575E1,4.552033997E-1,1.247954865E0,1.078133011E1
4.955661075E1,5.704637146E-1,1.251397705E0,1.058493851E1
4.956657575E1,6.601272583E-1,1.261726227E0,1.038016434E1
4.957654175E1,7.307803345E-1,1.308878174E0,1.018706589E1
4.958650675E1,7.066804504E-1,1.268462219E0,1.018841309E1
4.959647175E1,6.132746887E-1,1.187330933E0,1.039288788E1
4.960643675E1,4.905299377E-1,1.045126648E0,1.062685135E1
4.961640275E1,3.577560425E-1,8.452922058E-1,1.081231567E1
4.962636775E1,2.665956116E-1,7.373666382E-1,1.097981735E1
4.963633275E1,2.459385681E-1,7.048841858E-1,1.097128510E1
4.964629875E1,1.793270874E-1,7.198530579E-1,1.083596649E1
4.965626375E1,1.365161133E-1,8.012837219E-1,1.062565384E1
4.966622875E1,1.877096558E-1,8.798703003E-1,1.024918671E1
4.967619425E1,2.713856506E-1,9.276210022E-1,9.898016968E0
4.968615925E1,3.388952637E-1,1.035247192E0,9.644743652E0
4.969612425E1,4.047583008E-1,1.066083069E0,9.478439484E0
4.970609025E1,4.728666687E-1,1.083147583E0,9.438771973E0
4.971605525E1,5.336402893E-1,1.099763031E0,9.388775940E0
4.972602025E1,5.040019226E-1,1.113833771E0,9.291627960E0
4.973598525E1,3.823049927E-1,1.198707275E0,8.945996704E0
4.974595125E1,2.128573608E-1,1.385967865E0,8.450527039E0
4.975591625E1,1.014889526E-1,1.498234406E0,7.917335815E0
4.976588125E1,1.035845947E-1,1.600022736E0,7.462132416E0
4.977584725E1,1.607656860E-1,1.721420288E0,7.020850067E0
4.978581225E1,1.981878662E-1,1.831890564E0,6.707850952E0
4.979577725E1,1.871109009E-1,1.986818390E0,6.408323822E0
4.980574325E1,2.173480225E-1,2.066153412E0,6.329288177E0
4.981570825E1,2.329156494E-1,2.134710846E0,6.259533234E0
4.982567325E1,1.913021851E-1,2.212399292E0,6.332581329E0
4.983563925E1,8.292755127E-2,2.244582367E0,6.609505463E0
4.984560425E1,4.640350342E-3,2.215093689E0,6.932683411E0
4.985556925E1,-4.670288086E-2,2.190844116E0,7.360344086E0
4.986553525E1,-1.203497314E-1,2.214494934E0,7.814499664E0
4.987550025E1,-1.757345581E-1,2.207160187E0,8.098309479E0
4.988546525E1,-2.532733154E-1,2.248923340E0,8.339757385E0
4.989543025E1,-2.962339783E-1,2.307751007E0,8.599317627E0
4.990539625E1,-2.883004761E-1,2.323917389E0,8.828341370E0
4.991536125E1,-3.155438232E-1,2.363135834E0,9.142687683E0
4.992532625E1,-3.441343689E-1,2.397564240E0,9.419013062E0
4.993529225E1,-4.348457336E-1,2.424807587E0,9.779613190E0
4.994525725E1,-5.641767883E-1,2.451901245E0,1.008737320E1
4.995522225E1,-5.860313416E-1,2.436333618E0,1.040142014E1
4.996518825E1,-6.045927429E-1,2.398013306E0,1.074016571E1
4.997515325E1,-5.292993164E-1,2.324815521E0,1.104358475E1
4.998511825E1,-3.628454590E-1,2.226170654E0,1.126153152E1
4.999508425E1,-2.155517578E-1,2.160756683E0,1.138996445E1
5.000504925E1,-2.101629639E-1,2.230811005E0,1.138083344E1
5.001501425E1,-2.125579834E-1,2.286345520E0,1.133023865E1
5.002497925E1,-2.330653381E-1,2.241887970E0,1.122680374E1
5.003494525E1,-5.228627014E-1,2.294428711E0,1.126422592E1
5.004491025E1,-9.274713135E-1,2.389331360E0,1.134775223E1
5.005487525E1,-1.131946106E0,2.339934082E0,1.156719589E1
5.006484125E1,-1.004261627E0,2.085313568E0,1.184037781E1
5.007480625E1,-5.911207581E-1,1.678459625E0,1.221594681E1
5.008477125E1,-1.149609375E-1,1.276395721E0,1.266890488E1
5.009473725E1,-4.954696655E-2,1.013242950E0,1.287367905E1
5.010470225E1,-2.522254944E-1,7.759863281E-1,1.293669800E1
5.011466725E1,-6.493496704E-1,7.220983887E-1,1.271201523E1
5.012463325E1,-1.055305481E0,8.223898315E-1,1.219708603E1
5.013459825E1,-1.396595764E0,9.416917419E-1,1.171284302E1
5.014456325E1,-1.659149780E0,1.194665680E0,1.132455048E1
5.015452925E1,-1.764680328E0,1.277443542E0,1.111738129E1
5.016449425E1,-1.748813324E0,1.247356110E0,1.099239120E1
5.017445925E1,-1.551673279E0,1.256187744E0,1.082354233E1
5.018442425E1,-1.230740662E0,1.234931946E0,1.066157913E1
5.019439025E1,-9.580078125E-1,1.146166534E0,1.048659302E1
5.020435525E1,-7.556286621E-1,1.087039490E0,1.038181091E1
5.021432025E1,-6.020480347E-1,1.005608826E0,1.027643005E1
5.022428625E1,-5.146298218E-1,8.961863708E-1,1.021341110E1
5.023425125E1,-4.474195862E-1,7.958949280E-1,1.007539810E1
5.024421625E1,-4.059558105E-1,7.466473389E-1,9.759405212E0
5.025418225E1,-4.323010254E-1,7.753875732E-1,9.395511932E0
5.026414725E1,-4.155358887E-1,8.261320496E-1,8.953331451E0
5.027411225E1,-4.013154602E-1,8.954379272E-1,8.474926300E0
5.028407825E1,-4.089495850E-1,9.877958679E-1,8.068521423E0
5.029404325E1,-4.131408691E-1,1.080153809E0,7.782166901E0
5.030400825E1,-4.640350342E-1,1.129102020E0,7.580386505E0
5.031397325E1,-4.796026611E-1,1.195563812E0,7.340136108E0
5.032393925E1,-4.840933228E-1,1.244512024E0,7.159761200E0
5.033390425E1,-4.465214539E-1,1.251996460E0,7.145690460E0
5.034386925E1,-4.315525818E-1,1.266965332E0,7.363038483E0
5.035383525E1,-4.366419983E-1,1.275796967E0,7.679480438E0
5.036380025E1,-3.369493103E-1,1.306932220E0,7.872578888E0
5.037376525E1,-1.930984497E-1,1.384470978E0,7.880512390E0
5.038373125E1,-7.679031372E-2,1.550625458E0,7.822433167E0
5.039369625E1,5.763015747E-2,1.708696747E0,7.641309814E0
5.040366125E1,1.710942078E-1,1.779649200E0,7.532935181E0
5.041362725E1,1.936972046E-1,1.878443756E0,7.553442535E0
5.042359225E1,6.765930176E-2,2.032922516E0,7.609126740E0
5.043355725E1,-1.820214844E-1,2.198178864E0,7.694299622E0
5.044352325E1,-3.932322693E-1,2.317031708E0,7.836952972E0
5.045348825E1,-5.942642212E-1,2.323318634E0,8.040679321E0
5.046345325E1,-8.282276917E-1,2.339485016E0,8.452772369E0
5.047341825E1,-1.057251434E0,2.321672058E0,9.005872192E0
5.048338425E1,-1.091829529E0,2.160906372E0,9.556277618E0
5.049334925E1,-1.027313690E0,2.034718781E0,9.996362457E0
5.050331425E1,-9.373507690E-1,1.940265198E0,1.031475037E1
5.051328025E1,-8.084687805E-1,1.905986481E0,1.052581146E1
5.052324525E1,-5.788462830E-1,1.918410645E0,1.052880524E1
5.053321025E1,-3.909869385E-1,1.984573059E0,1.038645126E1
5.054317625E1,-2.918930054E-1,2.124532013E0,1.035486694E1
5.055314125E1,-2.299218750E-1,2.243235168E0,1.052835617E1
5.056310625E1,-3.677851868E-1,2.385289764E0,1.074750046E1
5.057307225E1,-6.843768311E-1,2.534379730E0,1.102337677E1
5.058303725E1,-8.207432556E-1,2.522404633E0,1.121378082E1
5.059300225E1,-7.203021240E-1,2.424657898E0,1.127784760E1
5.060296725E1,-4.496649170E-1,2.367925873E0,1.129401398E1
5.061293325E1,-6.526428223E-2,2.281405792E0,1.133113678E1
5.062289825E1,4.508624268E-1,2.114951935E0,1.131991013E1
5.063286325E1,9.181906128E-1,1.896107025E0,1.122111557E1
5.064282925E1,1.150507507E0,1.813628540E0,1.101065323E1
5.065279425E1,1.064586182E0,1.858684845E0,1.075857742E1
5.066275925E1,9.372010803E-1,1.832189941E0,1.057251434E1
5.067272525E1,9.229806519E-1,1.654509430E0,1.053808594E1
5.068269017E1,9.265731812E-1,1.484912109E0,1.068118835E1
5.069265517E1,8.195457458E-1,1.430275726E0,1.091664871E1
5.070262117E1,5.251080322E-1,1.353784790E0,1.091305618E1
5.071258617E1,7.334747314E-2,1.323397980E0,1.077698914E1
5.072255117E1,-2.731819153E-1,1.339564362E0,1.069031937E1
5.073251717E1,-3.858975220E-1,1.322200470E0,1.046803162E1
5.074248217E1,-4.194277954E-1,1.319206696E0,1.017568954E1
5.075244717E1,-3.718267822E-1,1.369801483E0,9.876611481E0
5.076241217E1,-3.252735901E-1,1.498384094E0,9.507030029E0
5.077237817E1,-2.814147949E-1,1.578766937E0,9.271869049E0
5.078234317E1,-1.990859985E-1,1.576970673E0,9.160650330E0
5.079230817E1,-1.534309387E-1,1.535955963E0,9.200317841E0
5.080227417E1,-1.586700439E-1,1.523681488E0,9.266480255E0
5.081223917E1,-2.080673218E-1,1.537752228E0,9.253756714E0
5.082220417E1,-3.315605164E-1,1.552272034E0,9.114246826E0
5.083217017E1,-4.791535950E-1,1.616937561E0,8.857530670E0
5.084213517E1,-5.053491211E-1,1.682201843E0,8.540939026E0
5.085210017E1,-4.794529724E-1,1.725611572E0,8.225844269E0
5.086206617E1,-4.384382629E-1,1.812431030E0,7.936196594E0
5.087203117E1,-3.939807129E-1,1.855840759E0,7.727829895E0
5.088199617E1,-3.534150696E-1,1.947599945E0,7.508984985E0
5.089196217E1,-3.077600098E-1,2.061063995E0,7.286248169E0
5.090192717E1,-3.288661194E-1,2.138602753E0,7.165149994E0
5.091189217E1,-3.962260437E-1,2.222129059E0,7.107519836E0
5.092185717E1,-4.655319214E-1,2.295925598E0,7.090605011E0
5.093182317E1,-5.478607178E-1,2.354753265E0,7.021149445E0
5.094178817E1,-5.637277222E-1,2.428250427E0,6.969656525E0
5.095175317E1,-5.447172546E-1,2.533331909E0,6.997348938E0
5.096171917E1,-4.855902100E-1,2.604134674E0,7.152875519E0
5.097168417E1,-4.007167053E-1,2.610122223E0,7.420518951E0
5.098164917E1,-3.475772095E-1,2.591710510E0,7.722441101E0
5.099161517E1,-3.109034729E-1,2.676434326E0,7.920179901E0
5.100158017E1,-2.790197754E-1,2.742896118E0,8.108039246E0
5.101154517E1,-2.577639771E-1,2.756966858E0,8.415350189E0
5.102151117E1,-2.330653381E-1,2.813549194E0,8.737330627E0
5.103147617E1,-2.086660767E-1,2.799478455E0,9.108558655E0
5.104144117E1,-2.163002014E-1,2.778821411E0,9.484876099E0
5.105140717E1,-2.338137817E-1,2.797831879E0,9.725276184E0
5.106137217E1,-2.923420715E-1,2.782264252E0,1.000175125E1
5.107133717E1,-3.004252625E-1,2.689906311E0,1.024664200E1
5.108130217E1,-1.854643250E-1,2.596650238E0,1.041983185E1
5.109126817E1,5.284011841E-2,2.509830780E0,1.069031937E1
5.110123317E1,1.908531189E-1,2.460134125E0,1.090661957E1
5.111119817E1,1.838177490E-1,2.495011597E0,1.093820389E1
5.112116417E1,-1.053808594E-1,2.593955841E0,1.102247864E1
5.113112917E1,-4.128414917E-1,2.421963501E0,1.114642090E1
5.114109417E1,-6.150709534E-1,2.122436371E0,1.144265488E1
5.115106017E1,-7.803273010E-1,1.999841309E0,1.181014069E1
5.116102517E1,-8.372090149E-1,1.792073364E0,1.211685287E1
5.117099017E1,-8.105644226E-1,1.446292419E0,1.251682114E1
5.118095617E1,-6.875202942E-1,1.103056183E0,1.303579193E1
5.119092117E1,-4.816983032E-1,7.882608032E-1,1.331421295E1
5.120088617E1,-3.604504395E-1,6.896159363E-1,1.333487000E1
5.121085217E1,-4.034111023E-1,8.310717773E-1,1.299447784E1
5.122081717E1,-6.005511475E-1,1.102756805E0,1.213406708E1
5.123078217E1,-8.496331787E-1,1.425335999E0,1.117815491E1
5.124074817E1,-8.987310791E-1,1.694925385E0,1.031220566E1
5.125071317E1,-8.916957092E-1,1.814077606E0,9.689500580E0
5.126067817E1,-8.816665649E-1,1.912872162E0,9.406888275E0
5.127064317E1,-7.355703735E-1,1.876348114E0,9.366622009E0
5.128060917E1,-4.860392761E-1,1.624272308E0,9.714498596E0
5.129057417E1,-2.466870117E-1,1.334474945E0,1.018107834E1
5.130053917E1,-1.878593445E-1,1.052910461E0,1.055544983E1
5.131050517E1,-1.874102783E-1,8.342152405E-1,1.077160034E1
5.132047017E1,-2.035766602E-1,7.304809570E-1,1.074675201E1
5.133043517E1,-2.558180237E-1,7.226971436E-1,1.051907547E1
5.134040117E1,-3.218307495E-1,8.114625549E-1,1.011820908E1
5.135036617E1,-3.451821899E-1,9.369017029E-1,9.554032288E0
5.136033117E1,-3.763174438E-1,1.084345093E0,8.944200439E0
5.137029717E1,-3.700305176E-1,1.267713776E0,8.433312836E0
5.138026217E1,-3.242257690E-1,1.386566620E0,8.024063873E0
5.139022717E1,-3.156935120E-1,1.459914093E0,7.645052032E0
5.140019317E1,-2.926414490E-1,1.550326080E0,7.409142609E0
5.141015817E1,-2.697390747E-1,1.603315887E0,7.264094238E0
5.142012317E1,-2.468367004E-1,1.664538574E0,7.171287231E0
5.143008817E1,-1.419049072E-1,1.723066864E0,7.083270264E0
5.144005417E1,-3.113525391E-2,1.803449707E0,7.020999756E0
5.145001917E1,3.532653809E-2,1.872755585E0,6.953939209E0
5.145998417E1,7.155120850E-2,1.952839050E0,6.890770569E0
5.146995017E1,4.760101318E-2,2.085463257E0,6.872807922E0
5.147991517E1,-2.694396973E-3,2.223027191E0,6.891968079E0
5.148988017E1,2.005828857E-2,2.310445404E0,6.939718781E0
5.149984617E1,1.413061523E-1,2.395169220E0,7.076983337E0
5.150981117E1,3.158432007E-1,2.477198639E0,7.292834473E0
5.151977617E1,4.336482239E-1,2.567760315E0,7.499554596E0
5.152974217E1,4.733157349E-1,2.620301056E0,7.779472504E0
5.153970717E1,3.906875610E-1,2.706970825E0,8.056396637E0
5.154967217E1,2.315684509E-1,2.755020905E0,8.345744934E0
5.155963817E1,4.819976807E-2,2.736459503E0,8.722361755E0
5.156960317E1,-5.763015747E-2,2.734064484E0,9.050030365E0
5.157956817E1,-1.085243225E-1,2.685116272E0,9.473050690E0
5.158953317E1,3.158432007E-2,2.608924713E0,9.851164398E0
5.159949917E1,2.556683350E-1,2.564766541E0,1.014455429E1
5.160946417E1,5.828878784E-1,2.462678833E0,1.050425629E1
5.161942917E1,8.662486267E-1,2.488724670E0,1.084749252E1
5.162939517E1,1.066981201E0,2.528541870E0,1.085692291E1
5.163936017E1,1.154698792E0,2.541714478E0,1.079300583E1
5.164932517E1,1.074615326E0,2.574795685E0,1.084898941E1
5.165929117E1,8.196954346E-1,2.556383972E0,1.097038696E1
5.166925617E1,5.857319641E-1,2.572101288E0,1.118324432E1
5.167922567E1,4.415817261E-1,2.486329651E0,1.137349869E1
5.168919167E1,4.646337891E-1,2.350561981E0,1.154743698E1
5.169915667E1,7.053332520E-1,2.229613495E0,1.182585800E1
5.170912167E1,1.127455444E0,1.876348114E0,1.216939362E1
5.171908767E1,1.444795532E0,1.592538300E0,1.240455460E1
5.172905267E1,1.642384644E0,1.332678680E0,1.244392273E1
5.173901767E1,1.673220520E0,1.091829529E0,1.220651642E1
5.174898367E1,1.490450592E0,1.138682098E0,1.187121368E1
5.175894867E1,1.151705017E0,1.161584473E0,1.138203094E1
5.176891367E1,9.291178894E-1,1.166973267E0,1.086590424E1
5.177887967E1,8.972341919E-1,1.226699066E0,1.051967422E1
5.178884467E1,9.428892517E-1,1.174308014E0,1.038839722E1
5.179880967E1,1.133592682E0,1.092727661E0,1.038944504E1
