"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.156369438E1,2.241825312E-1,1.829882562E-1,-8.499428630E-2
1.157366038E1,2.144476175E-1,7.739924639E-2,-9.903287143E-2
1.158362538E1,1.645007133E-1,1.161189936E-2,-1.152848974E-1
1.159359138E1,8.736571670E-2,-8.119462058E-3,-1.392408311E-1
1.160355638E1,2.874515951E-3,8.124085143E-3,-1.644728631E-1
1.161352137E1,-7.017732412E-2,4.842543602E-2,-1.985296309E-1
1.162348737E1,-1.172321737E-1,9.986826032E-2,-2.290463597E-1
1.163345238E1,-1.457548887E-1,1.474384367E-1,-2.619712651E-1
1.164341479E1,-1.530488580E-1,1.791625321E-1,-2.860412002E-1
1.165337979E1,-1.348429471E-1,1.741358042E-1,-3.108514845E-1
1.166334479E1,-1.084037796E-1,1.389209628E-1,-3.231499493E-1
1.167331079E1,-8.157083392E-2,8.438766748E-2,-3.307282329E-1
1.168327579E1,-6.779421121E-2,3.053336963E-2,-3.364411592E-1
1.169324179E1,-6.904483587E-2,-9.074493311E-3,-3.357202411E-1
1.170320679E1,-7.515539974E-2,-1.697108895E-2,-3.301101923E-1
1.171317279E1,-8.933060616E-2,3.326460952E-3,-3.252075911E-1
1.172313779E1,-1.061725318E-1,2.005518973E-2,-3.162343204E-1
1.173310279E1,-1.135388315E-1,3.180745244E-2,-3.094435334E-1
1.174306879E1,-1.128297970E-1,1.927486248E-2,-3.135229051E-1
1.175303379E1,-1.066880152E-1,-1.332595758E-2,-3.273747861E-1
1.176299979E1,-1.075870544E-1,-7.361928374E-2,-3.392012715E-1
1.177296479E1,-1.115346625E-1,-1.332354695E-1,-3.510057330E-1
1.178292979E1,-1.226845533E-1,-1.627812237E-1,-3.587228656E-1
1.179289579E1,-1.479688734E-1,-1.634004116E-1,-3.618968129E-1
1.180286079E1,-1.706712544E-1,-1.541400254E-1,-3.729322255E-1
1.181282679E1,-1.810732931E-1,-1.342352927E-1,-3.770864904E-1
1.182279179E1,-1.807494313E-1,-1.171573102E-1,-3.876789510E-1
1.183275779E1,-1.718115956E-1,-1.137423366E-1,-3.913996518E-1
1.184272279E1,-1.511209160E-1,-1.142663732E-1,-3.787420094E-1
1.185268779E1,-1.194319725E-1,-1.315036863E-1,-3.552329540E-1
1.186265379E1,-8.382285386E-2,-1.660178155E-1,-3.265086114E-1
1.187261879E1,-4.427384958E-2,-1.953866333E-1,-3.056052029E-1
1.188258479E1,-1.314030215E-2,-2.111736685E-1,-2.883555889E-1
1.189254979E1,-1.377067342E-2,-2.135942131E-1,-2.783870995E-1
1.190251479E1,-3.386295214E-2,-2.214104980E-1,-2.921121120E-1
1.191248079E1,-4.006998241E-2,-2.202648073E-1,-3.174369335E-1
1.192244579E1,-4.501286522E-2,-1.964190304E-1,-3.371274471E-1
1.193241179E1,-4.792236909E-2,-1.704929024E-1,-3.450977802E-1
1.194237679E1,-3.022156470E-2,-1.623398811E-1,-3.416361809E-1
1.195234179E1,-7.379631046E-3,-1.886591017E-1,-3.298575878E-1
1.196230779E1,2.048651688E-2,-2.420624197E-1,-3.206542134E-1
1.197227279E1,4.521716386E-2,-3.058430254E-1,-3.121494055E-1
1.198223879E1,7.122720778E-2,-3.552253544E-1,-3.076342940E-1
1.199220379E1,8.656408638E-2,-3.866658509E-1,-3.117885590E-1
1.200216879E1,6.554089487E-2,-4.038029909E-1,-3.144588172E-1
1.201213479E1,1.802424341E-2,-3.986004889E-1,-3.185233474E-1
1.202209979E1,-4.152046517E-2,-3.744721711E-1,-3.274184763E-1
1.203206579E1,-7.806968689E-2,-3.492493629E-1,-3.321836591E-1
1.204203079E1,-1.010843739E-1,-3.324758410E-1,-3.255853355E-1
1.205199679E1,-1.219521016E-1,-3.276030421E-1,-3.263635039E-1
1.206196179E1,-1.319930255E-1,-3.313570321E-1,-3.243616223E-1
1.207192679E1,-1.193773597E-1,-3.553348184E-1,-3.196089268E-1
1.208189279E1,-1.110040769E-1,-4.171234071E-1,-3.170045912E-1
1.209185779E1,-1.206830740E-1,-4.925579727E-1,-3.138125241E-1
1.210182379E1,-1.473640352E-1,-5.705446005E-1,-3.298623562E-1
1.211178879E1,-1.964394301E-1,-5.848119855E-1,-3.448697925E-1
1.212175379E1,-2.817278206E-1,-5.373248458E-1,-3.666020036E-1
1.213171979E1,-3.903469741E-1,-4.498277605E-1,-3.945438862E-1
1.214168479E1,-5.086026192E-1,-3.296940029E-1,-4.222964942E-1
1.215165079E1,-6.229726076E-1,-1.856667995E-1,-4.506477118E-1
1.216161579E1,-6.664746404E-1,-3.119164146E-2,-4.528426826E-1
1.217158079E1,-6.084489226E-1,5.024542660E-2,-4.273112118E-1
1.218154679E1,-4.602471888E-1,1.111799944E-2,-3.849261999E-1
1.219151179E1,-2.343214005E-1,-1.323523521E-1,-3.162856400E-1
1.220147779E1,7.139819209E-4,-3.325821757E-1,-2.577497959E-1
1.221144279E1,1.937124580E-1,-4.853160679E-1,-2.338255644E-1
1.222140779E1,2.943432331E-1,-5.015631318E-1,-2.388866544E-1
1.223137379E1,3.082028627E-1,-3.659462333E-1,-2.600609064E-1
1.224133879E1,2.386874408E-1,-1.778429151E-1,-2.889285088E-1
1.225130479E1,1.313740313E-1,-8.059728891E-3,-3.060632646E-1
1.226126979E1,5.534845591E-2,9.230162948E-2,-3.020400405E-1
1.227123479E1,4.237247258E-2,8.162128925E-2,-2.977377176E-1
1.228120079E1,8.331982046E-2,1.937970892E-2,-2.965708077E-1
1.229116579E1,1.525023580E-1,-4.964863136E-2,-2.888558805E-1
1.230113179E1,2.205184251E-1,-9.405364096E-2,-2.768775225E-1
1.231109679E1,2.567390203E-1,-1.073321626E-1,-2.606453001E-1
1.232106279E1,2.566623390E-1,-9.144621342E-2,-2.469334751E-1
1.233102779E1,2.234529853E-1,-4.501346499E-2,-2.465941906E-1
1.234099279E1,1.611982882E-1,2.203223854E-2,-2.418240160E-1
1.235095879E1,1.029717252E-1,8.872684091E-2,-2.190561295E-1
1.236092379E1,6.096850336E-2,1.508902460E-1,-1.980059594E-1
1.237088979E1,4.553628340E-2,1.909260750E-1,-1.772226542E-1
1.238085479E1,5.829890817E-2,2.108480483E-1,-1.362857968E-1
1.239081979E1,8.542773128E-2,1.968728304E-1,-8.327449858E-2
1.240078579E1,1.147027090E-1,1.474175155E-1,-2.129803970E-2
1.241075079E1,1.582533717E-1,9.486163408E-2,3.631066158E-2
1.242071679E1,1.843178123E-1,3.948417678E-2,8.248570561E-2
1.243068179E1,1.950863004E-1,-1.977009140E-2,1.151525676E-1
1.244064679E1,1.965836585E-1,-5.510329828E-2,1.217188686E-1
1.245061279E1,1.931092739E-1,-5.812332034E-2,1.320106536E-1
1.246057779E1,1.661832333E-1,-3.980858624E-2,1.514539421E-1
1.247054379E1,1.417114586E-1,-9.026706219E-3,1.792639941E-1
1.248050879E1,1.240985096E-1,3.223716095E-2,2.024289817E-1
1.249047379E1,1.206965894E-1,7.283518463E-2,2.170992643E-1
1.250043979E1,1.234206706E-1,8.627934754E-2,2.344360054E-1
1.251040479E1,1.285656393E-1,7.323065400E-2,2.446761131E-1
1.252037079E1,1.383878738E-1,4.629128054E-2,2.425809205E-1
1.253033579E1,1.484801918E-1,2.693915181E-2,2.355067581E-1
1.254030079E1,1.464248151E-1,8.711622097E-3,2.231702805E-1
1.255026679E1,1.194110513E-1,-7.380724419E-4,2.108965814E-1
1.256023179E1,8.026982844E-2,2.925940324E-3,2.070938498E-1
1.257019779E1,3.619237617E-2,2.583178878E-2,2.009438127E-1
1.258016279E1,-2.061665431E-2,8.572946489E-2,2.001127303E-1
1.259012779E1,-5.830331519E-2,1.669156700E-1,2.136503756E-1
1.260009379E1,-9.093771875E-2,2.306254804E-1,2.367679477E-1
1.261005879E1,-1.161490679E-1,2.544351816E-1,2.650424838E-1
1.262002479E1,-1.267131269E-1,2.605820596E-1,2.862422168E-1
1.262998979E1,-1.210408583E-1,2.301770151E-1,3.046403825E-1
1.263995950E1,-9.094494581E-2,1.764861047E-1,3.234357536E-1
1.264992450E1,-5.999874324E-2,1.084260941E-1,3.583452702E-1
1.265988950E1,-4.053680226E-2,6.232797727E-2,3.843908608E-1
1.266985550E1,-2.332080156E-2,4.285707325E-2,4.157040417E-1
1.267982050E1,-2.672433294E-2,3.707898036E-2,4.388852715E-1
1.268978650E1,-5.079478025E-2,3.963002190E-2,4.579924047E-1
1.269975150E1,-6.599128246E-2,5.588482693E-2,4.653525651E-1
1.270971650E1,-4.412513226E-2,9.934388846E-2,4.619828761E-1
1.271968250E1,1.641143300E-2,1.836786419E-1,4.469327927E-1
1.272964750E1,7.701779157E-2,2.673849761E-1,4.400293529E-1
1.273961350E1,1.092138216E-1,2.959334254E-1,4.324768186E-1
1.274957850E1,9.925280511E-2,2.592872679E-1,4.123731256E-1
1.275954350E1,8.151233941E-2,1.738888621E-1,4.068304896E-1
1.276950950E1,5.024895817E-2,1.015062705E-1,4.049944878E-1
1.277947450E1,-1.861222461E-2,6.005205959E-2,4.037800431E-1
1.278944050E1,-1.124343276E-1,3.942640871E-2,4.046927094E-1
1.279940550E1,-2.089017481E-1,5.354915187E-2,4.016726613E-1
1.280937050E1,-2.936003804E-1,1.277719885E-1,3.996116519E-1
1.281933650E1,-3.611814082E-1,2.184029669E-1,3.980297148E-1
1.282930150E1,-3.788903654E-1,2.771701515E-1,4.127303660E-1
1.283926750E1,-3.728061020E-1,2.954375744E-1,4.523289204E-1
1.284923250E1,-3.510335982E-1,2.934078574E-1,5.006844997E-1
1.285919750E1,-2.730104923E-1,2.840008736E-1,5.537374616E-1
1.286916350E1,-1.390651762E-1,2.485270500E-1,5.928249359E-1
1.287912850E1,1.935932785E-2,1.833748370E-1,6.306498051E-1
1.288909450E1,1.655660719E-1,8.810851723E-2,6.474325061E-1
1.289905950E1,2.635885775E-1,-2.228682302E-2,6.719453931E-1
1.290902450E1,2.985484302E-1,-1.003265008E-1,6.950616241E-1
1.291899050E1,2.769387960E-1,-1.110133603E-1,6.896710992E-1
1.292895550E1,2.115392536E-1,-6.267192215E-2,6.641822457E-1
1.293892150E1,1.355798542E-1,2.810761891E-2,6.318833232E-1
1.294888650E1,8.070116490E-2,1.273785383E-1,5.856044888E-1
1.295885150E1,6.520215422E-2,1.870734245E-1,5.381500125E-1
1.296881750E1,7.090930641E-2,2.038239092E-1,4.930789173E-1
1.297878250E1,8.238653839E-2,1.789042652E-1,4.516911507E-1
1.298874850E1,1.091017723E-1,8.199183643E-2,4.173462391E-1
1.299871350E1,1.731409729E-1,-3.151680902E-2,3.910455704E-1
1.300867850E1,2.565900683E-1,-1.004002690E-1,3.840758204E-1
1.301864450E1,3.230871260E-1,-9.456664324E-2,3.939046562E-1
1.302860950E1,3.515451252E-1,-3.823359311E-2,3.953475654E-1
1.303857550E1,3.363154829E-1,4.330522940E-2,3.837038875E-1
1.304854050E1,2.928873003E-1,1.199094653E-1,3.489986360E-1
1.305850550E1,2.675065696E-1,1.872306019E-1,3.043834865E-1
1.306847150E1,2.504639328E-1,2.101127505E-1,2.610533237E-1
1.307843650E1,2.559493482E-1,1.827703267E-1,2.308140248E-1
1.308840250E1,2.900825441E-1,1.155771762E-1,2.197837383E-1
1.309836750E1,3.380928934E-1,3.045518510E-2,2.217234075E-1
1.310833350E1,3.764855564E-1,-2.178964391E-2,2.131411135E-1
1.311829850E1,3.899421096E-1,-3.118505888E-2,1.964891702E-1
1.312826350E1,3.864025176E-1,-2.435990982E-2,1.684396863E-1
1.313822950E1,3.727869093E-1,-1.188466046E-2,1.310139149E-1
1.314819450E1,3.461875021E-1,-1.616044203E-3,8.317581564E-2
1.315816050E1,3.149519861E-1,-1.157011837E-2,3.355544433E-2
1.316812550E1,2.806760371E-1,-8.502157405E-3,-1.493645832E-2
1.317809050E1,2.448552400E-1,-1.344574150E-3,-5.447703227E-2
1.318805650E1,2.148368955E-1,-8.937011007E-4,-9.315705299E-2
1.319802150E1,1.967508197E-1,-1.495369337E-2,-1.203886643E-1
1.320798750E1,1.941683590E-1,-4.026224464E-2,-1.377695203E-1
1.321795250E1,2.063852698E-1,-6.841772050E-2,-1.410842687E-1
1.322791750E1,2.287358493E-1,-9.417155385E-2,-1.413031816E-1
1.323788350E1,2.642346025E-1,-1.122168154E-1,-1.336111575E-1
1.324784850E1,2.944588363E-1,-1.371282935E-1,-1.362575442E-1
1.325781450E1,3.054588735E-1,-1.531771421E-1,-1.508687139E-1
1.326777950E1,2.989282906E-1,-1.682383865E-1,-1.804575026E-1
1.327774450E1,2.774535418E-1,-1.926852912E-1,-2.081390321E-1
1.328771050E1,2.409956455E-1,-2.347336709E-1,-2.264903337E-1
1.329767550E1,1.979385018E-1,-2.943070233E-1,-2.385060638E-1
1.330764150E1,1.389854252E-1,-3.718809187E-1,-2.399130166E-1
1.331760650E1,7.620616257E-2,-4.209329188E-1,-2.552324831E-1
1.332757150E1,9.702769108E-3,-4.404142201E-1,-2.716330290E-1
1.333753750E1,-3.551131487E-2,-4.417772293E-1,-2.812710106E-1
1.334750250E1,-3.937396035E-2,-4.048913717E-1,-2.840968966E-1
1.335746850E1,-9.936817922E-3,-3.335883617E-1,-2.783762217E-1
1.336743350E1,1.646682620E-2,-2.998477221E-1,-2.703643739E-1
1.337739850E1,-1.486115437E-2,-3.569594622E-1,-2.755881250E-1
1.338736450E1,-9.199668467E-2,-4.091638029E-1,-2.924152911E-1
1.339732950E1,-1.803245693E-1,-3.936483562E-1,-3.316947818E-1
1.340729550E1,-3.022858799E-1,-3.719731569E-1,-3.820285201E-1
1.341726050E1,-4.586901069E-1,-3.485297263E-1,-4.217613935E-1
1.342722550E1,-6.059287786E-1,-3.155941367E-1,-4.425646663E-1
1.343719150E1,-6.964008212E-1,-2.548538744E-1,-4.509783685E-1
1.344715650E1,-7.173084617E-1,-1.478382200E-1,-4.493913949E-1
1.345712250E1,-6.438429952E-1,-2.826138586E-2,-4.371488690E-1
1.346708750E1,-5.186513066E-1,2.348409966E-2,-4.218950868E-1
1.347705250E1,-3.661091030E-1,-4.115853086E-2,-3.942505717E-1
1.348701850E1,-2.191167176E-1,-1.812431961E-1,-3.618984818E-1
1.349698350E1,-8.483301848E-2,-3.244391680E-1,-3.370976150E-1
1.350694850E1,-2.919053100E-2,-4.053225815E-1,-3.442745507E-1
1.351691450E1,-1.013435945E-1,-4.074815810E-1,-3.799187541E-1
1.352687950E1,-2.442930192E-1,-2.781123817E-1,-4.070491791E-1
1.353684550E1,-3.520677388E-1,-7.747384906E-2,-4.085103571E-1
1.354681050E1,-3.944679201E-1,7.677564025E-2,-3.867099881E-1
1.355677550E1,-3.897983134E-1,1.530984044E-1,-3.614797592E-1
1.356674150E1,-3.447813094E-1,1.210286245E-1,-3.490321338E-1
1.357670650E1,-2.459157407E-1,1.252554730E-2,-3.503812850E-1
1.358667250E1,-1.225978062E-1,-1.206458211E-1,-3.672737181E-1
1.359663750E1,-2.493182756E-2,-2.153190225E-1,-3.855091631E-1
1.360660250E1,3.592113405E-2,-2.258771211E-1,-3.932674825E-1
1.361656850E1,4.960064217E-2,-1.655145884E-1,-3.900835216E-1
1.362653350E1,-7.536146790E-3,-7.644862682E-2,-3.809510171E-1
1.363649950E1,-9.203975648E-2,4.363611341E-2,-3.585361540E-1
1.364646425E1,-1.651621759E-1,1.642924845E-1,-3.349037766E-1
1.365642925E1,-1.843050718E-1,2.324684709E-1,-3.148252666E-1
1.366639525E1,-9.972492605E-2,2.365055531E-1,-2.909010351E-1
1.367636025E1,5.852677673E-2,1.960811019E-1,-2.560349107E-1
1.368632625E1,2.381215692E-1,1.163588390E-1,-2.111891508E-1
1.369629125E1,3.717787862E-1,3.284425288E-2,-1.762752533E-1
1.370625625E1,4.306391478E-1,-2.321342193E-2,-1.460316032E-1
1.371622225E1,4.176075161E-1,-3.270126879E-2,-1.239018068E-1
1.372618725E1,3.649935722E-1,-8.437475190E-3,-1.101114303E-1
1.373615325E1,3.053520620E-1,1.848788187E-2,-1.124387607E-1
1.374611825E1,2.559387088E-1,3.969463333E-2,-1.195928156E-1
1.375608325E1,2.225283831E-1,3.864292800E-2,-1.301345825E-1
1.376604925E1,1.798320562E-1,1.741753519E-2,-1.314509958E-1
1.377601425E1,1.255729944E-1,1.870103367E-2,-1.396922320E-1
1.378598025E1,6.834379584E-2,4.494781792E-2,-1.535862088E-1
1.379594525E1,5.511866417E-3,7.398243994E-2,-1.574723572E-1
1.380591025E1,-5.548464507E-2,9.746779501E-2,-1.609238088E-1
1.381587625E1,-1.027562842E-1,9.690409899E-2,-1.674778610E-1
1.382584125E1,-1.304249167E-1,8.108066022E-2,-1.673593521E-1
1.383580725E1,-1.406040639E-1,8.183503896E-2,-1.540256888E-1
1.384577225E1,-1.386485100E-1,1.173767820E-1,-1.324785799E-1
1.385573725E1,-1.053454131E-1,1.623705178E-1,-8.973006159E-2
1.386570325E1,-4.217389598E-2,1.963468641E-1,-2.793353423E-2
1.387566825E1,2.487806231E-2,1.932724416E-1,3.509132564E-2
1.388563425E1,8.836968243E-2,1.863663346E-1,9.383986145E-2
1.389559925E1,1.382329464E-1,1.778607517E-1,1.429507434E-1
1.390556425E1,1.748724580E-1,1.738651991E-1,1.840973794E-1
1.391553025E1,1.843617260E-1,1.548069119E-1,2.141372263E-1
1.392549525E1,2.110319585E-1,1.418407708E-1,2.345682085E-1
1.393546125E1,2.710681260E-1,1.167607829E-1,2.324276119E-1
1.394542625E1,3.409950137E-1,6.448319554E-2,2.283934653E-1
1.395539125E1,4.059640467E-1,1.403113175E-2,2.388833165E-1
1.396535725E1,4.432800114E-1,-5.920765921E-2,2.627199292E-1
1.397532225E1,4.164421856E-1,-1.520883292E-1,3.000974953E-1
1.398528825E1,3.126337528E-1,-2.198673785E-1,3.032235205E-1
1.399525325E1,1.061915308E-1,-2.604892254E-1,2.550061941E-1
1.400521825E1,-1.826962084E-1,-2.384835333E-1,1.613856703E-1
1.401518425E1,-4.920896888E-1,-1.127968058E-1,4.649388790E-2
1.402514925E1,-7.255035043E-1,6.469675153E-2,-7.033978403E-2
1.403511425E1,-8.522024751E-1,1.851986200E-1,-1.533001810E-1
1.404508025E1,-9.485460520E-1,1.758754253E-1,-1.678058803E-1
1.405504525E1,-9.738009572E-1,1.169770956E-1,-1.239709631E-1
1.406501125E1,-8.243145347E-1,6.579539925E-2,-3.675829992E-2
1.407497625E1,-5.375888944E-1,-1.736551290E-3,6.315498054E-2
1.408494125E1,-1.959812641E-1,-7.182908803E-2,1.544097960E-1
1.409490725E1,1.162337214E-1,-1.291749775E-1,2.018434554E-1
1.410487225E1,3.287076354E-1,-1.876782328E-1,2.101514637E-1
1.411483825E1,4.108774364E-1,-2.541665435E-1,2.184739113E-1
1.412480325E1,3.630348146E-1,-2.518498600E-1,2.407017201E-1
1.413476825E1,2.272479087E-1,-1.710778177E-1,2.783104777E-1
1.414473425E1,4.053634405E-2,-5.644711107E-2,3.162115216E-1
1.415469925E1,-1.441228539E-1,4.577228054E-2,3.443453908E-1
1.416466525E1,-2.404451221E-1,6.908479333E-2,3.648389578E-1
1.417463025E1,-2.071447372E-1,2.345501631E-2,3.586165607E-1
1.418459525E1,-9.595029801E-2,-6.360638142E-2,3.387107551E-1
1.419456125E1,4.328175262E-2,-1.545840204E-1,3.202920556E-1
1.420452625E1,1.619740576E-1,-1.987173855E-1,3.125697076E-1
1.421449225E1,2.163974792E-1,-2.030039579E-1,3.089208901E-1
1.422445725E1,2.068622857E-1,-1.666917503E-1,3.149750829E-1
1.423442225E1,1.619687229E-1,-1.151338294E-1,3.168087006E-1
1.424438825E1,1.230042726E-1,-6.318540871E-2,3.121452332E-1
1.425435325E1,1.068147123E-1,-2.150061913E-2,2.929064333E-1
1.426431925E1,1.180386022E-1,-1.214040630E-2,2.678700686E-1
1.427428425E1,1.379901022E-1,-3.101670183E-2,2.524595857E-1
1.428424925E1,1.702827960E-1,-7.511625439E-2,2.399589717E-1
1.429421525E1,2.185790092E-1,-1.188622266E-1,2.282545418E-1
1.430418025E1,2.602513433E-1,-1.297321916E-1,2.177068293E-1
1.431414625E1,2.774235308E-1,-1.222923696E-1,2.037596554E-1
1.432411125E1,2.738493085E-1,-1.053717062E-1,1.987284124E-1
1.433407625E1,2.550326288E-1,-8.512554318E-2,1.909529716E-1
1.434404225E1,2.288385928E-1,-7.037056237E-2,1.719105691E-1
1.435400725E1,2.023997307E-1,-5.942118168E-2,1.537700295E-1
1.436397225E1,1.901736856E-1,-5.901957303E-2,1.392137110E-1
1.437393825E1,1.746364981E-1,-7.302574068E-2,1.234835833E-1
1.438390325E1,1.855970025E-1,-9.745784849E-2,1.039682031E-1
1.439386925E1,2.084788680E-1,-9.754457325E-2,7.420444489E-2
1.440383425E1,2.218090594E-1,-8.200342953E-2,4.251415655E-2
1.441379925E1,2.130340636E-1,-7.098564506E-2,1.308251731E-2
1.442376525E1,1.785272360E-1,-8.671373874E-2,-1.442527398E-2
1.443373025E1,1.152380928E-1,-1.275171191E-1,-4.852190986E-2
1.444369625E1,7.000616938E-2,-1.730646342E-1,-6.556294113E-2
1.445366125E1,4.976624250E-2,-2.281802595E-1,-6.904122233E-2
1.446362625E1,2.180358395E-2,-3.006097376E-1,-7.384157181E-2
1.447359225E1,-1.831313130E-3,-3.370220363E-1,-8.380736411E-2
1.448355725E1,-9.601931088E-4,-3.192560971E-1,-1.023988873E-1
1.449352325E1,-2.132529393E-2,-2.925599813E-1,-1.273017675E-1
1.450348825E1,-9.344795346E-2,-2.719053030E-1,-1.498989612E-1
1.451345325E1,-1.931996644E-1,-2.439976335E-1,-1.629884839E-1
1.452341925E1,-2.659428716E-1,-1.841374934E-1,-1.760803163E-1
1.453338425E1,-2.871951461E-1,-1.001674235E-1,-1.871758252E-1
1.454335025E1,-2.777590156E-1,-8.586944640E-2,-2.148756385E-1
1.455331525E1,-2.958684564E-1,-2.203472555E-1,-2.402545959E-1
1.456328025E1,-3.243959844E-1,-3.851953447E-1,-2.627556324E-1
1.457324625E1,-3.430247009E-1,-5.064623952E-1,-3.114123344E-1
1.458321125E1,-3.721972406E-1,-5.137456059E-1,-3.712479770E-1
1.459317725E1,-4.503774047E-1,-4.210717380E-1,-4.051460028E-1
1.460314225E1,-5.565413833E-1,-2.617177665E-1,-4.059108794E-1
1.461310725E1,-6.080786586E-1,-9.001849592E-2,-3.805310428E-1
1.462307325E1,-5.844870806E-1,6.441874802E-2,-3.476921320E-1
1.463303825E1,-5.130798817E-1,1.940774173E-1,-3.173318207E-1
1.464300425E1,-4.599588811E-1,2.919398248E-1,-2.916432321E-1
1.465296925E1,-4.025929570E-1,2.961053252E-1,-2.742247283E-1
1.466293425E1,-3.007001579E-1,2.365661114E-1,-2.829591036E-1
1.467290025E1,-1.853471994E-1,1.504408121E-1,-2.893443108E-1
1.468286525E1,-8.493751287E-2,5.884031579E-2,-2.750873268E-1
1.469283025E1,-2.108907327E-2,-1.171421073E-2,-2.461812645E-1
1.470279625E1,-1.251186710E-3,-4.868421331E-2,-2.029195428E-1
1.471276125E1,-2.921286784E-2,-6.492927670E-2,-1.596645713E-1
1.472272725E1,-7.211560011E-2,-5.669025704E-2,-1.331759840E-1
1.473269225E1,-1.101504490E-1,-9.506418370E-3,-1.382525116E-1
1.474265725E1,-1.297904700E-1,6.957881153E-2,-1.568126231E-1
1.475262325E1,-1.357193440E-1,1.424879283E-1,-1.733524352E-1
1.476258825E1,-1.353901774E-1,1.672129780E-1,-1.804617494E-1
1.477255425E1,-1.257648766E-1,1.380100697E-1,-1.800350249E-1
1.478251925E1,-9.379123151E-2,1.281515807E-1,-1.681511998E-1
1.479248425E1,-5.361782759E-2,1.313349307E-1,-1.551321000E-1
1.480245025E1,-5.370137282E-3,1.592307389E-1,-1.431678385E-1
1.481241525E1,5.612666905E-2,1.757826507E-1,-1.164585352E-1
1.482238125E1,1.019687280E-1,1.591988802E-1,-8.902451396E-2
1.483234625E1,1.438165307E-1,1.116623506E-1,-5.071698129E-2
1.484231125E1,1.731389910E-1,4.516933858E-2,-1.434698980E-2
1.485227725E1,1.867313832E-1,-5.598784890E-3,1.672969013E-2
1.486224225E1,1.906025559E-1,-1.172751747E-2,2.469866350E-2
1.487220825E1,1.840285361E-1,1.922680810E-2,1.162496954E-2
1.488217325E1,1.803453863E-1,7.475931197E-2,-2.018649131E-2
1.489213825E1,1.756409109E-1,1.384513378E-1,-4.538907483E-2
1.490210425E1,1.418683082E-1,1.781465411E-1,-5.582040921E-2
1.491206925E1,1.046650335E-1,1.790997237E-1,-6.216492876E-2
1.492203525E1,6.911716610E-2,1.465383321E-1,-7.472599298E-2
1.493200025E1,5.410549790E-2,9.111162275E-2,-6.536986679E-2
1.494196525E1,3.884904832E-2,1.922065951E-2,-3.701172769E-2
1.495193125E1,2.759238239E-3,-5.095680058E-2,-4.070042167E-3
1.496189625E1,-2.402443811E-2,-7.099416107E-2,6.482200697E-3
1.497186225E1,-2.487885579E-2,-2.281841822E-2,-9.934683330E-3
1.498182725E1,-1.593463123E-2,7.792044431E-2,-3.584377840E-2
1.499179225E1,1.181965880E-2,1.569948494E-1,-4.226526991E-2
1.500175825E1,4.519306123E-2,1.878872514E-1,-1.389807463E-2
1.501172325E1,7.111942768E-2,1.988295764E-1,3.488446400E-2
1.502168825E1,8.914636075E-2,2.155483663E-1,7.893048227E-2
1.503165425E1,1.065628976E-1,2.494064271E-1,1.204105690E-1
1.504161925E1,1.142794043E-1,2.870310545E-1,1.500382423E-1
1.505158525E1,1.129901260E-1,3.269066811E-1,1.686889678E-1
1.506155025E1,1.277413815E-1,3.800638914E-1,1.712607741E-1
1.507151525E1,1.646865308E-1,4.645366371E-1,1.627042443E-1
1.508148125E1,1.845712662E-1,4.921267033E-1,1.648616642E-1
1.509144625E1,1.536906511E-1,3.750456572E-1,1.967691630E-1
1.510141225E1,8.020044118E-2,1.512764543E-1,2.102649957E-1
1.511137725E1,-7.558278739E-2,-1.223561913E-1,1.921856552E-1
1.512134225E1,-3.108938336E-1,-3.142446876E-1,1.359458119E-1
1.513130825E1,-5.166143179E-1,-2.856305540E-1,5.156314373E-2
1.514127325E1,-6.419075131E-1,-7.872716337E-2,-2.109673340E-3
1.515123925E1,-6.515634656E-1,1.656668186E-1,9.454042651E-3
1.516120425E1,-5.500115156E-1,3.946949542E-1,8.487129956E-2
1.517116925E1,-3.479166329E-1,5.406500101E-1,2.018319964E-1
1.518113525E1,-1.519143730E-1,5.375026464E-1,3.135201633E-1
1.519110025E1,3.923600912E-2,4.483698010E-1,3.711659312E-1
1.520106625E1,2.232806832E-1,3.694874942E-1,3.748323023E-1
1.521103125E1,3.388969898E-1,2.894056737E-1,3.462055027E-1
1.522099625E1,3.394479752E-1,2.033013999E-1,3.009664118E-1
1.523096225E1,2.428354323E-1,1.462212354E-1,2.617758512E-1
1.524092725E1,9.317643195E-2,1.538634449E-1,2.478462011E-1
1.525089325E1,-6.314831227E-2,2.014646679E-1,2.584897578E-1
1.526085825E1,-1.808962673E-1,2.544219196E-1,2.793170214E-1
1.527082325E1,-2.155932486E-1,2.745316923E-1,2.963924110E-1
1.528078925E1,-1.764818132E-1,2.696706355E-1,3.128656447E-1
1.529075425E1,-9.921631217E-2,2.112706006E-1,3.213664591E-1
1.530072025E1,4.374525510E-3,1.049819812E-1,3.292217255E-1
1.531068525E1,1.118459851E-1,5.793293472E-3,3.248799741E-1
1.532065025E1,2.044643462E-1,-6.251253188E-2,3.114557862E-1
1.533061625E1,2.610980570E-1,-9.240544587E-2,3.021498919E-1
1.534058125E1,2.773454487E-1,-6.732486188E-2,2.946536243E-1
1.535054625E1,2.526487410E-1,2.434324240E-3,2.952097952E-1
1.536051225E1,2.192987800E-1,1.082728729E-1,2.908983827E-1
