"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.588394838E1,5.151106417E-2,4.943022728E-1,1.947416663E-1
2.589391437E1,8.228508383E-2,4.316756129E-1,2.049639374E-1
2.590387937E1,1.362750977E-1,3.276783526E-1,2.149601132E-1
2.591384538E1,1.871987581E-1,2.173108160E-1,2.260248065E-1
2.592381038E1,1.970905364E-1,1.194212660E-1,2.393012047E-1
2.593377538E1,1.760080606E-1,7.218383253E-2,2.585578859E-1
2.594374138E1,1.394441873E-1,9.806948900E-2,2.814235389E-1
2.595370638E1,8.228662610E-2,1.576262116E-1,2.976585627E-1
2.596367138E1,2.806946076E-2,2.316682190E-1,3.074440658E-1
2.597363738E1,-8.158490062E-3,2.996307313E-1,2.942158282E-1
2.598360238E1,-3.345132992E-2,3.593563735E-1,2.689682841E-1
2.599356738E1,-1.580061764E-2,4.608030617E-1,2.103170305E-1
2.600353337E1,5.711992830E-2,5.477568507E-1,1.313628256E-1
2.601349837E1,8.574240655E-2,4.872430563E-1,7.726605982E-2
2.602346438E1,4.132034630E-2,3.045744598E-1,7.286012918E-2
2.603342938E1,-2.437781729E-2,1.603643894E-1,7.540081441E-2
2.604339438E1,-8.382170647E-2,1.755236387E-1,7.809832692E-2
2.605336038E1,-1.605924815E-1,2.996456921E-1,1.063525081E-1
2.606332538E1,-2.360552698E-1,4.215119481E-1,1.866571903E-1
2.607329038E1,-2.694190145E-1,5.072641373E-1,2.962327898E-1
2.608325638E1,-2.299256623E-1,5.183306336E-1,3.906588852E-1
2.609322138E1,-1.573492438E-1,4.591380656E-1,4.319190681E-1
2.610318637E1,-8.558797836E-2,3.286271989E-1,4.339140356E-1
2.611315237E1,-4.622704536E-2,1.595798731E-1,4.073679447E-1
2.612311738E1,-1.227547228E-2,2.420100942E-2,3.608308136E-1
2.613308338E1,1.440880122E-3,-6.669887155E-2,3.181228936E-1
2.614304838E1,-1.584196836E-2,-1.125241518E-1,3.050297201E-1
2.615301338E1,-5.580753833E-2,-1.249867827E-1,3.135030866E-1
2.616297938E1,-9.230003506E-2,-1.164300442E-1,3.183284700E-1
2.617294438E1,-1.144397184E-1,-1.000038311E-1,3.049438000E-1
2.618290938E1,-1.030126289E-1,-6.643228978E-2,2.770269513E-1
2.619287538E1,-5.269826204E-2,3.496796824E-3,2.216428518E-1
2.620284038E1,1.649252698E-2,6.896156073E-2,1.670866609E-1
2.621280537E1,7.357732207E-2,7.793873549E-2,1.262856424E-1
2.622277137E1,1.132584214E-1,5.754850805E-2,1.037172154E-1
2.623273638E1,1.407821029E-1,3.088142723E-2,7.303816825E-2
2.624270238E1,1.374054849E-1,6.465034094E-3,3.945996612E-2
2.625266738E1,6.552255899E-2,-1.015338022E-2,8.883077651E-3
2.626263238E1,3.446939401E-3,2.320297807E-2,-1.011378225E-2
2.627259838E1,-4.634843208E-4,9.780925512E-2,-1.518321969E-2
2.628256338E1,8.706311695E-3,1.458878368E-1,-1.511957124E-2
2.629252838E1,2.858307213E-2,1.489138156E-1,-7.159930654E-3
2.630249438E1,7.544831187E-2,1.274053305E-1,-2.046128735E-3
2.631245938E1,1.174861863E-1,6.427645683E-2,9.094303474E-3
2.632242437E1,1.496816874E-1,-4.029367119E-3,1.551838033E-2
2.633239037E1,1.496945322E-1,-8.056624234E-2,2.373457514E-2
2.634235538E1,1.131218821E-1,-1.559813768E-1,2.986250818E-2
2.635232138E1,8.550401032E-2,-1.846171618E-1,2.907065675E-2
2.636228638E1,8.422462642E-2,-1.714422405E-1,2.429853752E-2
2.637225138E1,8.174503595E-2,-1.566790342E-1,1.249601692E-2
2.638221738E1,8.396930993E-2,-1.390329301E-1,-4.723716062E-3
2.639218238E1,7.153522223E-2,-1.215480119E-1,-2.307014726E-2
2.640214738E1,5.895152315E-2,-1.080982462E-1,-3.952901438E-2
2.641211338E1,5.562391505E-2,-1.129807159E-1,-5.395853892E-2
2.642207838E1,4.940330610E-2,-1.527542323E-1,-7.121528685E-2
2.643204337E1,3.649209812E-2,-2.047146559E-1,-7.510809600E-2
2.644200937E1,2.268573828E-2,-2.445752472E-1,-7.262656093E-2
2.645197438E1,-1.040928904E-2,-2.951178849E-1,-7.341333479E-2
2.646194038E1,-4.964963719E-2,-3.480559289E-1,-7.609727234E-2
2.647190538E1,-9.548784047E-2,-3.858655691E-1,-7.600353658E-2
2.648187038E1,-1.510541588E-1,-3.986018896E-1,-8.943998069E-2
2.649183638E1,-2.212020904E-1,-4.084589779E-1,-1.193383411E-1
2.650180138E1,-2.927822769E-1,-4.027355611E-1,-1.612042934E-1
2.651176638E1,-3.735639453E-1,-3.751940131E-1,-2.146656960E-1
2.652173238E1,-4.565336704E-1,-3.199422061E-1,-2.557713091E-1
2.653169738E1,-5.032593012E-1,-2.491160035E-1,-2.542540431E-1
2.654166237E1,-5.131279230E-1,-1.959457397E-1,-2.215461582E-1
2.655162837E1,-4.922240973E-1,-1.779565662E-1,-1.740954369E-1
2.656159338E1,-4.535214603E-1,-1.676421463E-1,-1.261534840E-1
2.657155838E1,-4.201628268E-1,-1.923405230E-1,-1.056791097E-1
2.658152438E1,-4.368488789E-1,-2.417096645E-1,-1.259281784E-1
2.659148938E1,-4.783930480E-1,-2.726081014E-1,-1.635527313E-1
2.660145538E1,-5.395562649E-1,-2.829742134E-1,-2.213635743E-1
2.661142038E1,-6.143941283E-1,-2.786629796E-1,-2.941984236E-1
2.662138538E1,-6.812655330E-1,-2.319428921E-1,-3.699115515E-1
2.663135138E1,-6.945248246E-1,-1.107160822E-1,-4.344108105E-1
2.664131637E1,-6.454896331E-1,8.652667701E-2,-4.871320724E-1
2.665128137E1,-5.364376307E-1,2.933717072E-1,-5.135214329E-1
2.666124704E1,-4.242847264E-1,4.294139743E-1,-5.187497735E-1
2.667121204E1,-3.097603619E-1,4.629923999E-1,-5.158741474E-1
2.668117704E1,-1.901863068E-1,3.712882996E-1,-5.060718656E-1
2.669114304E1,-1.080496609E-1,1.886416078E-1,-4.993459880E-1
2.670110804E1,-7.154997438E-2,-2.519290522E-2,-4.984580874E-1
2.671107404E1,-6.616070122E-2,-1.761243045E-1,-5.143133402E-1
2.672103904E1,-6.256436557E-2,-1.888749897E-1,-5.354452729E-1
2.673100404E1,-6.943440437E-2,-7.950475812E-2,-5.455055237E-1
2.674097004E1,-1.092979312E-1,6.436639279E-2,-5.256178379E-1
2.675093504E1,-1.443614364E-1,1.974121481E-1,-4.844419658E-1
2.676090004E1,-1.466405690E-1,2.692370713E-1,-4.350387156E-1
2.677086604E1,-8.422977477E-2,2.389959395E-1,-3.847605884E-1
2.678083104E1,2.197575569E-2,1.701969057E-1,-3.440922797E-1
2.679079604E1,1.312973052E-1,9.608510137E-2,-3.268153369E-1
2.680076204E1,1.824773997E-1,4.134915397E-2,-3.207068443E-1
2.681072704E1,1.893408597E-1,2.680616267E-2,-3.126996458E-1
2.682069304E1,1.768405139E-1,7.044897974E-2,-2.997002304E-1
2.683065804E1,1.290586740E-1,1.541238725E-1,-2.649375498E-1
2.684062304E1,9.205219150E-2,2.597696185E-1,-2.286082953E-1
2.685058904E1,9.684117883E-2,3.529762328E-1,-1.867673993E-1
2.686055404E1,1.482676268E-1,3.973594010E-1,-1.436692029E-1
2.687051904E1,2.222720385E-1,3.695976436E-1,-1.065893769E-1
2.688048504E1,3.013122678E-1,2.598924637E-1,-7.311983407E-2
2.689045004E1,3.654266894E-1,1.060524136E-1,-4.084362835E-2
2.690041504E1,4.075959921E-1,-2.368373983E-2,-1.476675458E-2
2.691038104E1,4.055886567E-1,-1.092839092E-1,6.323771551E-3
2.692034604E1,3.630393445E-1,-1.111720949E-1,1.987633109E-2
2.693031204E1,2.814928293E-1,-6.455834955E-2,3.013339452E-2
2.694027704E1,1.725817919E-1,-2.147985436E-2,2.980609052E-2
2.695024204E1,7.947678119E-2,2.146524191E-2,2.925752290E-2
2.696020804E1,1.367939636E-2,4.102988914E-2,2.478368022E-2
2.697017304E1,2.118694130E-3,4.754528403E-2,1.508372463E-2
2.698013804E1,4.792479798E-2,5.478535593E-2,2.116079256E-2
2.699010404E1,1.174217463E-1,5.714593083E-2,2.508857846E-2
2.700006904E1,1.860306263E-1,6.348026544E-2,3.052994609E-2
2.701003404E1,2.081625611E-1,5.861103535E-2,3.975246102E-2
2.702000004E1,1.739731580E-1,3.113333695E-2,4.296077043E-2
2.702996504E1,1.138094962E-1,-3.590673674E-3,4.284513369E-2
2.703993104E1,5.732890591E-2,-3.142922744E-2,6.034610048E-2
2.704989604E1,2.504407614E-2,-6.360346079E-2,9.970709682E-2
2.705986104E1,3.211396933E-2,-8.939430863E-2,1.541993618E-1
2.706982704E1,6.354607642E-2,-8.238641918E-2,2.118766457E-1
2.707979204E1,1.220743656E-1,-2.299766243E-2,2.634927034E-1
2.708975704E1,1.910108626E-1,8.717045933E-2,3.073737919E-1
2.709972304E1,2.447907478E-1,2.193351537E-1,3.307448924E-1
2.710968804E1,2.331382334E-1,2.519629896E-1,3.404722214E-1
2.711965304E1,1.709821820E-1,1.651979983E-1,3.359629512E-1
2.712961904E1,3.390054777E-2,3.536684439E-2,3.208352029E-1
2.713958404E1,-1.935722828E-1,-2.904037386E-2,2.795607150E-1
2.714955004E1,-4.206274152E-1,4.925607517E-2,2.067403197E-1
2.715951504E1,-5.592643619E-1,2.187449783E-1,1.444825381E-1
2.716948004E1,-5.845695138E-1,3.882392347E-1,1.379803717E-1
2.717944604E1,-4.779863358E-1,5.025516748E-1,1.817568839E-1
2.718941104E1,-3.005611002E-1,5.517287850E-1,2.689225674E-1
2.719937604E1,-1.445629746E-1,4.991210103E-1,3.683722019E-1
2.720934204E1,-2.579068765E-2,3.978456855E-1,4.556843042E-1
2.721930704E1,9.083140641E-3,2.599381506E-1,5.050750375E-1
2.722927204E1,-3.915178031E-2,8.802134544E-2,5.064353347E-1
2.723923804E1,-1.221795529E-1,-5.343219638E-2,4.775730968E-1
2.724920304E1,-2.207865566E-1,-1.499006748E-1,4.235090613E-1
2.725916804E1,-3.117441535E-1,-1.913463920E-1,3.700748384E-1
2.726913404E1,-3.714517057E-1,-1.703049242E-1,3.350917995E-1
2.727909904E1,-4.120340049E-1,-1.162781715E-1,3.278120458E-1
2.728906504E1,-4.225947857E-1,-6.295183301E-2,3.348552883E-1
2.729903004E1,-3.852055967E-1,-3.207194805E-2,3.463793397E-1
2.730899504E1,-2.838050127E-1,-2.447987907E-2,3.564862311E-1
2.731896104E1,-1.359377950E-1,-4.486983642E-2,3.575733304E-1
2.732892604E1,1.553566754E-2,-8.293006569E-2,3.331600428E-1
2.733889104E1,1.132726148E-1,-1.287638694E-1,2.816097736E-1
2.734885704E1,1.572645605E-1,-1.506292671E-1,2.254938632E-1
2.735882204E1,1.573548317E-1,-1.322052479E-1,1.844444275E-1
2.736878704E1,1.042282432E-1,-8.449298143E-2,1.586268693E-1
2.737875304E1,5.486681312E-2,-2.488291264E-2,1.597855985E-1
2.738871804E1,5.348300189E-2,3.743808344E-2,1.729142964E-1
2.739868404E1,1.020081937E-1,5.611643195E-2,1.930970699E-1
2.740864904E1,1.941433996E-1,1.103090495E-2,2.191766798E-1
2.741861404E1,3.085224330E-1,-7.888167351E-2,2.398201674E-1
2.742858004E1,4.110644162E-1,-1.934413314E-1,2.528461218E-1
2.743854504E1,4.563131034E-1,-2.772869468E-1,2.419183552E-1
2.744851004E1,4.434341490E-1,-3.177365959E-1,2.203238308E-1
2.745847604E1,3.957878053E-1,-3.265351653E-1,1.660419405E-1
2.746844104E1,3.247475624E-1,-3.058385849E-1,1.025480032E-1
2.747840604E1,2.493654639E-1,-2.758775055E-1,3.767739981E-2
2.748837204E1,2.170065045E-1,-2.410448790E-1,-1.609883085E-2
2.749833704E1,2.367147058E-1,-2.153126150E-1,-3.725071996E-2
2.750830204E1,2.741954327E-1,-1.925070584E-1,-4.356352240E-2
2.751826804E1,3.034960628E-1,-1.644621193E-1,-3.002241440E-2
2.752823304E1,3.274325132E-1,-1.503899544E-1,-8.825181052E-3
2.753819904E1,3.390665352E-1,-1.688986570E-1,2.044510562E-3
2.754816404E1,3.272911608E-1,-2.225589752E-1,-1.072459854E-4
2.755812904E1,3.130112886E-1,-3.005813360E-1,2.490401268E-3
2.756809504E1,2.608577609E-1,-3.590059280E-1,-1.878557727E-3
2.757806004E1,1.774779111E-1,-3.868657947E-1,-1.485534199E-2
2.758802504E1,1.007009000E-1,-3.306931555E-1,-4.875973612E-2
2.759799104E1,4.405174032E-2,-2.069717497E-1,-9.208483994E-2
2.760795604E1,3.211760428E-3,-7.028523833E-2,-1.363910586E-1
2.761792104E1,-2.342650853E-2,1.871973835E-2,-1.764319539E-1
2.762788704E1,-2.883926779E-2,3.192204610E-2,-2.002066523E-1
2.763785204E1,-2.788612247E-2,-1.701833121E-2,-2.292234004E-1
2.764781804E1,-6.851585954E-2,-1.015175730E-1,-2.704558372E-1
2.765778329E1,-1.865221262E-1,-1.868700236E-1,-3.089704812E-1
2.766774829E1,-3.752706051E-1,-2.375924736E-1,-3.692566752E-1
2.767771429E1,-5.715809464E-1,-2.189705819E-1,-4.629661143E-1
2.768767929E1,-7.074652314E-1,-9.691892564E-2,-5.590687990E-1
2.769764429E1,-7.525205612E-1,4.927716777E-2,-6.175899506E-1
2.770761029E1,-7.152316570E-1,1.398594826E-1,-6.166951060E-1
2.771757529E1,-6.107140183E-1,1.695524007E-1,-5.715529323E-1
2.772754029E1,-4.470776618E-1,1.220197678E-1,-4.994711280E-1
2.773750629E1,-2.319384664E-1,1.994932257E-2,-4.142270684E-1
2.774747129E1,-7.317197975E-3,-9.382282943E-2,-3.517618477E-1
2.775743729E1,1.260461807E-1,-1.774157286E-1,-3.441646397E-1
2.776740229E1,1.250895113E-1,-2.152598500E-1,-3.690684438E-1
2.777736729E1,5.147068575E-2,-1.571403593E-1,-4.063164890E-1
2.778733329E1,-3.679389879E-2,-3.404142335E-2,-4.414242506E-1
2.779729829E1,-1.169782132E-1,7.650079578E-2,-4.503841996E-1
2.780726329E1,-1.558338851E-1,1.380789876E-1,-4.367991388E-1
2.781722929E1,-1.494673193E-1,1.639060527E-1,-4.040478468E-1
2.782719429E1,-9.500234574E-2,1.274390817E-1,-3.659582436E-1
2.783715929E1,-1.521989517E-2,4.471064359E-2,-3.269173801E-1
2.784712529E1,4.442751408E-2,-4.112287238E-2,-2.908834219E-1
2.785709029E1,7.848614454E-2,-8.100050688E-2,-2.506286800E-1
2.786705629E1,8.684661984E-2,-4.215227813E-2,-2.126218826E-1
2.787702129E1,6.199639663E-2,6.010884419E-2,-1.980860829E-1
2.788698629E1,4.288525134E-2,1.762864292E-1,-1.941479743E-1
2.789695229E1,7.456835359E-2,2.710084021E-1,-1.948627532E-1
2.790691729E1,1.417724341E-1,3.068889081E-1,-1.842658967E-1
2.791688229E1,2.078212351E-1,2.848773301E-1,-1.616268903E-1
2.792684829E1,2.607522309E-1,2.560597658E-1,-1.243740618E-1
2.793681329E1,3.020291030E-1,2.188687027E-1,-7.324109972E-2
2.794677829E1,3.141237199E-1,1.668027937E-1,-2.630021796E-2
2.795674429E1,3.119780123E-1,1.090180650E-1,1.955462247E-2
2.796670929E1,3.050668538E-1,5.647762492E-2,4.953462631E-2
2.797667429E1,2.879855931E-1,1.536880527E-2,4.759611189E-2
2.798664029E1,2.441630661E-1,-7.974965498E-3,2.191156708E-2
2.799660529E1,1.554238796E-1,-1.476319041E-3,-2.017809637E-2
2.800657129E1,4.738755897E-2,4.260008782E-2,-5.285359174E-2
2.801653629E1,-4.147413746E-2,1.070813462E-1,-6.107370555E-2
2.802650129E1,-9.577772766E-2,1.652405709E-1,-5.224879459E-2
2.803646729E1,-1.082301363E-1,2.277798355E-1,-2.253963612E-2
2.804643229E1,-8.455054462E-2,2.625646293E-1,2.625116706E-2
2.805639729E1,-9.254461154E-3,2.383663207E-1,7.798786461E-2
2.806636329E1,7.901628315E-2,1.606534123E-1,1.127639487E-1
2.807632829E1,1.422458440E-1,5.556081980E-2,1.511518210E-1
2.808629329E1,1.753221750E-1,-2.353811450E-2,1.902913600E-1
2.809625929E1,1.619541794E-1,-6.409672648E-2,2.265785187E-1
2.810622429E1,1.234072596E-1,-7.170154899E-2,2.464659065E-1
2.811618929E1,6.899515539E-2,-2.569357865E-2,2.641854882E-1
2.812615529E1,3.480357677E-2,7.253597677E-2,2.775064707E-1
2.813612029E1,1.824510656E-2,2.221867293E-1,2.810242176E-1
2.814608629E1,1.279388182E-2,3.864076138E-1,2.823976278E-1
2.815605129E1,-5.973963998E-3,4.891422391E-1,2.952309847E-1
2.816601629E1,-5.063689500E-2,5.153096914E-1,3.011332154E-1
2.817598229E1,-8.981465548E-2,4.824529886E-1,2.930348217E-1
2.818594729E1,-1.383468211E-1,3.806391060E-1,2.759569883E-1
2.819591229E1,-2.238388211E-1,2.296900600E-1,2.673746943E-1
2.820587829E1,-3.504095376E-1,8.091159165E-2,2.697940171E-1
2.821584329E1,-4.681726396E-1,1.629024511E-3,2.683897316E-1
2.822580829E1,-5.157260299E-1,8.397280425E-2,2.895067632E-1
2.823577429E1,-4.930660129E-1,2.454027086E-1,3.204471171E-1
2.824573929E1,-3.843790293E-1,4.081512392E-1,3.759708703E-1
2.825570529E1,-2.413329184E-1,5.072003603E-1,4.524951875E-1
2.826567029E1,-1.230428889E-1,4.693951309E-1,5.338925719E-1
2.827563529E1,-3.704567999E-2,3.563050628E-1,5.756874084E-1
2.828560129E1,3.364074975E-2,2.390758097E-1,5.784949660E-1
2.829556629E1,3.922353312E-2,1.107713729E-1,5.635088086E-1
2.830553129E1,-1.555093937E-2,-1.899020933E-2,5.346540809E-1
2.831549729E1,-9.938219190E-2,-1.182901636E-1,5.089234114E-1
2.832546229E1,-1.752558202E-1,-1.655569524E-1,4.975509048E-1
2.833542729E1,-2.361114472E-1,-1.720329672E-1,5.067239404E-1
2.834539329E1,-2.769166231E-1,-1.592208743E-1,5.326399207E-1
2.835535829E1,-2.831793129E-1,-1.549084187E-1,5.671020746E-1
2.836532329E1,-2.634305060E-1,-1.762688756E-1,5.816120505E-1
2.837528929E1,-2.083712518E-1,-2.199569643E-1,5.723661184E-1
2.838525429E1,-1.077315882E-1,-2.342165560E-1,5.338056087E-1
2.839522029E1,1.246725302E-2,-1.972974241E-1,4.836569726E-1
2.840518529E1,1.073845550E-1,-1.355894357E-1,4.340566397E-1
2.841515029E1,1.752613485E-1,-7.595139742E-2,4.034166932E-1
2.842511629E1,2.180039585E-1,-2.306907438E-3,3.927813172E-1
2.843508129E1,2.352143675E-1,5.456436425E-2,3.827420175E-1
2.844504629E1,2.587757409E-1,7.726050168E-2,3.754750192E-1
2.845501229E1,2.582998276E-1,6.452552974E-2,3.598742187E-1
2.846497729E1,2.544561625E-1,1.440002024E-2,3.422231376E-1
2.847494229E1,2.714782953E-1,-3.846346214E-2,3.213370442E-1
2.848490829E1,2.791227996E-1,-9.765619040E-2,2.916404009E-1
2.849487329E1,2.743964791E-1,-1.462769806E-1,2.484631389E-1
2.850483929E1,2.691320181E-1,-1.623750925E-1,1.943911463E-1
2.851480429E1,2.271928191E-1,-1.676843762E-1,1.372221410E-1
2.852476929E1,1.822154969E-1,-1.463959664E-1,8.104276657E-2
2.853473529E1,1.590907276E-1,-9.880899638E-2,4.117391258E-2
2.854470029E1,1.575911194E-1,-5.628470331E-2,2.355591953E-2
2.855466529E1,1.761642694E-1,-3.352186829E-2,2.107651532E-2
2.856463129E1,2.137994319E-1,-3.364887461E-2,2.057002671E-2
2.857459629E1,2.665012777E-1,-4.676520824E-2,1.001512073E-2
2.858456129E1,3.145117760E-1,-8.801760525E-2,-7.094934117E-3
2.859452729E1,3.136595786E-1,-1.633831859E-1,-4.108965024E-2
2.860449229E1,2.691429555E-1,-2.219703496E-1,-9.430961311E-2
2.861445829E1,2.118034810E-1,-2.323731929E-1,-1.428284198E-1
2.862442329E1,1.763242930E-1,-2.281244397E-1,-1.823532134E-1
2.863438829E1,1.436214745E-1,-2.345173657E-1,-1.907858402E-1
2.864435429E1,1.328566968E-1,-2.447791398E-1,-1.814008802E-1
2.865431938E1,1.444238722E-1,-2.572262287E-1,-1.582284421E-1
2.866428438E1,1.534329653E-1,-2.806546986E-1,-1.422899514E-1
2.867425038E1,1.501434296E-1,-2.884178162E-1,-1.509407014E-1
2.868421537E1,1.346291900E-1,-2.624639273E-1,-1.789166480E-1
2.869418037E1,1.299239099E-1,-2.076584548E-1,-2.112500817E-1
2.870414638E1,1.659579277E-1,-1.549776942E-1,-2.386742979E-1
2.871411138E1,2.008831501E-1,-1.805733442E-1,-2.580860853E-1
2.872407638E1,1.973860860E-1,-2.815196514E-1,-2.702623904E-1
2.873404238E1,1.652846038E-1,-3.724165261E-1,-2.891423404E-1
2.874400738E1,1.038000584E-1,-4.209459126E-1,-3.222851157E-1
2.875397338E1,2.247937210E-2,-4.172832668E-1,-3.699346483E-1
2.876393838E1,-6.964392215E-2,-3.705807328E-1,-4.206355512E-1
2.877390338E1,-1.631943733E-1,-3.084731698E-1,-4.619856477E-1
2.878386938E1,-2.138496935E-1,-2.262483984E-1,-4.952061772E-1
2.879383437E1,-2.025557607E-1,-1.427063644E-1,-5.095400810E-1
2.880379937E1,-1.253918111E-1,-6.531833857E-2,-5.080778599E-1
2.881376538E1,-3.556978330E-2,-3.103706613E-2,-4.945513606E-1
2.882373038E1,3.180945292E-2,-3.113921359E-2,-4.690054953E-1
2.883369538E1,7.133129239E-2,-3.695715591E-2,-4.592745900E-1
2.884366138E1,7.274880260E-2,-3.297347575E-2,-4.611673653E-1
2.885362638E1,4.671028256E-2,-4.697097465E-3,-4.705169201E-1
2.886359238E1,2.057394944E-3,1.747226715E-2,-4.787403047E-1
2.887355738E1,-3.864343092E-2,1.404131670E-2,-4.867271185E-1
2.888352238E1,-6.748011708E-2,-6.046908442E-3,-4.970760047E-1
2.889348838E1,-9.378682077E-2,-2.887605876E-2,-4.916943014E-1
2.890345337E1,-9.971316159E-2,-4.916517809E-2,-4.584200978E-1
2.891341837E1,-8.836063743E-2,-5.207841098E-2,-4.092722535E-1
2.892338438E1,-5.557687208E-2,-5.118722096E-2,-3.553557694E-1
2.893334938E1,-9.300719947E-3,-4.573546350E-2,-2.976120710E-1
2.894331438E1,3.651427105E-2,-2.897132561E-2,-2.428276837E-1
2.895328038E1,6.064224243E-2,-4.597277381E-3,-1.935972869E-1
2.896324538E1,7.425612211E-2,4.668309912E-2,-1.496637017E-1
2.897321138E1,7.954169810E-2,1.183895096E-1,-1.190048605E-1
2.898317638E1,9.451204538E-2,2.091588527E-1,-9.470225871E-2
2.899314138E1,1.145089194E-1,2.890560925E-1,-7.081716508E-2
2.900310737E1,1.274909377E-1,3.281961381E-1,-4.735801369E-2
2.901307237E1,1.280153096E-1,3.261961043E-1,-2.358024567E-2
2.902303738E1,1.398195475E-1,2.899860740E-1,4.032637924E-3
2.903300338E1,1.716432571E-1,2.234515399E-1,2.962880954E-2
2.904296838E1,2.075890899E-1,1.450435072E-1,3.832947463E-2
2.905293338E1,2.310129255E-1,1.050651968E-1,4.716184735E-2
2.906289938E1,2.325969785E-1,1.167899445E-1,5.313982442E-2
2.907286438E1,1.961734593E-1,1.419392526E-1,5.845842510E-2
2.908283038E1,1.338940859E-1,1.398962289E-1,4.940660670E-2
2.909279538E1,5.964009464E-2,1.259852052E-1,2.597744577E-2
2.910276038E1,-1.534922235E-2,1.162007749E-1,-1.496803761E-2
2.911272637E1,-7.609565556E-2,1.156476364E-1,-5.375351384E-2
2.912269137E1,-1.109162793E-1,1.309166402E-1,-7.582466304E-2
2.913265638E1,-1.141027510E-1,1.619675010E-1,-8.128866553E-2
2.914262238E1,-7.710638642E-2,1.696475893E-1,-5.848865956E-2
2.915258738E1,-1.860605739E-2,1.458567828E-1,-2.202598751E-2
2.916255238E1,2.709424496E-2,7.459203899E-2,2.381185815E-2
2.917251838E1,4.567991197E-2,-7.487653755E-3,5.942897126E-2
2.918248338E1,4.674301296E-2,-8.202038705E-2,8.488064259E-2
2.919244838E1,2.143845707E-2,-1.408490688E-1,1.012476310E-1
2.920241438E1,-3.259455785E-2,-1.722114831E-1,1.038727015E-1
2.921237938E1,-9.231434762E-2,-1.629327536E-1,9.959486127E-2
2.922234537E1,-1.449900120E-1,-9.342364967E-2,1.015701890E-1
2.923231037E1,-2.048538774E-1,-1.129602361E-2,1.046474725E-1
2.924227538E1,-2.647163570E-1,8.947973698E-2,1.189135611E-1
2.925224138E1,-2.882168889E-1,2.262285203E-1,1.498206109E-1
2.926220638E1,-2.597385645E-1,3.491946459E-1,1.822870225E-1
2.927217138E1,-2.141236663E-1,3.677299917E-1,2.123469263E-1
2.928213738E1,-2.072775662E-1,2.558213174E-1,2.318622172E-1
2.929210238E1,-2.336753458E-1,9.748546779E-2,2.209182233E-1
2.930206738E1,-2.561546564E-1,-5.207672715E-3,1.870629489E-1
2.931203338E1,-3.092415631E-1,-5.323325843E-2,1.587519348E-1
2.932199838E1,-4.071337581E-1,-5.458241329E-2,1.691448092E-1
2.933196437E1,-4.999118745E-1,-3.927226178E-3,2.079132348E-1
2.934192937E1,-5.578224063E-1,9.504082799E-2,2.681718767E-1
2.935189438E1,-5.224851966E-1,2.241828293E-1,3.478800058E-1
2.936186038E1,-3.766890168E-1,3.787174225E-1,4.466812611E-1
2.937182538E1,-1.477580816E-1,4.886095822E-1,5.614128709E-1
2.938179038E1,8.378554881E-2,4.816593826E-1,6.467190385E-1
2.939175638E1,2.525926828E-1,3.689549267E-1,6.931272745E-1
2.940172138E1,3.694540262E-1,2.019652426E-1,7.096650004E-1
2.941168638E1,4.072205722E-1,-1.497479249E-2,6.945696473E-1
2.942165238E1,3.747313619E-1,-2.672100663E-1,6.697425842E-1
2.943161737E1,2.962147295E-1,-4.731640220E-1,6.564763188E-1
2.944158237E1,2.401442081E-1,-5.788006783E-1,6.514773965E-1
2.945154837E1,2.305043638E-1,-5.649881959E-1,6.476043463E-1
2.946151338E1,2.299798429E-1,-4.541151822E-1,6.323470473E-1
2.947147938E1,2.089571059E-1,-2.848627567E-1,5.853710175E-1
2.948144438E1,1.870495826E-1,-1.119589359E-1,5.172629952E-1
2.949140938E1,2.071657777E-1,5.760293454E-2,4.114255011E-1
2.950137538E1,2.527208626E-1,1.927391291E-1,3.077802062E-1
2.951134038E1,2.999559939E-1,2.424473017E-1,2.114701718E-1
2.952130538E1,3.221412897E-1,2.034717202E-1,1.275671273E-1
2.953127138E1,2.766734064E-1,5.268487334E-2,7.725096494E-2
2.954123637E1,1.662362814E-1,-1.437758654E-1,7.149296999E-2
2.955120137E1,8.303061873E-2,-2.560230196E-1,8.265854418E-2
2.956116738E1,8.082399517E-2,-2.625587881E-1,9.010999650E-2
2.957113238E1,1.460227072E-1,-1.855045110E-1,8.984873444E-2
2.958109838E1,2.149545699E-1,-8.799967915E-2,8.373913169E-2
2.959106338E1,2.495287955E-1,-2.998911217E-2,7.058498263E-2
2.960102838E1,2.607013881E-1,7.761607878E-3,5.799365416E-2
2.961099438E1,2.554245889E-1,1.792689413E-2,4.922226444E-2
2.962095938E1,2.513813972E-1,1.186784077E-2,3.433973715E-2
2.963092438E1,2.465400398E-1,-2.664067037E-2,5.359752569E-3
2.964089038E1,2.209172994E-1,-7.467603683E-2,-3.460411727E-2
2.965085537E1,1.928433329E-1,-1.027529463E-1,-8.868466318E-2
2.966082425E1,1.667103171E-1,-9.535408020E-2,-1.468219459E-1
2.967079025E1,1.265908629E-1,-5.358479172E-2,-1.894937754E-1
2.968075525E1,5.799055099E-2,-8.923775516E-3,-2.105325758E-1
2.969072025E1,-3.513822798E-3,1.970866695E-2,-2.178381383E-1
2.970068625E1,-4.487508535E-2,2.577987500E-2,-2.230306268E-1
