"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.634310682E0,1.361569166E-1,-1.764405519E-2,-4.425241426E-2
1.639362036E0,1.233769208E-1,1.643594541E-2,-6.129241362E-2
1.644421099E0,1.095319241E-1,4.838594794E-2,-8.046241105E-2
1.649472505E0,8.929692209E-2,7.394594699E-2,-9.750241041E-2
1.654523859E0,6.693191826E-2,9.418094903E-2,-1.070874110E-1
1.659575266E0,4.456692189E-2,1.090909466E-1,-1.102824137E-1
1.664626620E0,2.326692268E-2,1.208059490E-1,-1.070874110E-1
1.669678026E0,7.291921880E-3,1.197409481E-1,-9.750241041E-2
1.674729484E0,-4.423077684E-3,1.208059490E-1,-8.365741372E-2
1.679780839E0,-1.187807787E-2,1.080259457E-1,-6.874741614E-2
1.684832245E0,-1.294307783E-2,8.246594667E-2,-5.490241200E-2
1.689883599E0,-1.081307791E-2,5.797094852E-2,-4.105741531E-2
1.694935005E0,-2.293077996E-3,3.454094380E-2,-2.827741392E-2
1.699986359E0,1.261692215E-2,8.980944753E-3,-1.762741432E-2
1.705038443E0,3.072192147E-2,-8.059054613E-3,-1.017241366E-2
1.710089797E0,5.202192068E-2,-1.444905438E-2,-9.107413702E-3
1.715141203E0,7.225692272E-2,-9.124054573E-3,-1.656241342E-2
1.720192557E0,8.503691852E-2,-6.040551234E-4,-2.614741400E-2
1.725243964E0,9.781692177E-2,1.004594564E-2,-3.466741368E-2
1.730295318E0,1.074019223E-1,1.750094444E-2,-3.786241263E-2
1.735340578E0,1.105969176E-1,1.963094436E-2,-3.786241263E-2
1.740391932E0,1.063369215E-1,1.856594533E-2,-3.573241457E-2
1.745443339E0,1.010119244E-1,1.537094545E-2,-2.827741392E-2
1.750494693E0,9.142692387E-2,1.111094467E-2,-1.975741424E-2
1.755546099E0,7.545191795E-2,-6.040551234E-4,-1.336741354E-2
1.760597453E0,5.841192231E-2,-1.231905539E-2,-1.230241358E-2
1.765646984E0,3.711191937E-2,-2.083905414E-2,-1.123741362E-2
1.770698339E0,1.155192219E-2,-2.403405495E-2,-1.230241358E-2
1.775749745E0,-9.748077951E-3,-1.977405511E-2,-1.017241366E-2
1.780801099E0,-2.465807647E-2,-9.124054573E-3,-3.782414133E-3
1.785852505E0,-3.956807777E-2,8.980944753E-3,4.775859998E-4
1.790903859E0,-4.915307835E-2,2.602094412E-2,-2.717413940E-3
1.795937922E0,-5.021807924E-2,3.667094558E-2,4.775859998E-4
1.800989328E0,-4.382807761E-2,3.667094558E-2,3.672586055E-3
1.806040682E0,-3.424307704E-2,2.602094412E-2,7.932586595E-3
1.811092089E0,-1.613807678E-2,2.069594525E-2,1.325758640E-2
1.816143443E0,4.096921999E-3,1.856594533E-2,1.858258620E-2
1.821194849E0,2.220192179E-2,1.324094459E-2,2.390758693E-2
1.826210422E0,3.711191937E-2,2.590944991E-3,3.242758662E-2
1.831261828E0,5.095691979E-2,-5.929054692E-3,3.988258541E-2
1.836313182E0,6.586692482E-2,-1.125405543E-2,4.733758792E-2
1.841364589E0,7.438692451E-2,-1.018905547E-2,5.479258671E-2
1.846415943E0,7.971192151E-2,-1.338405535E-2,6.118258461E-2
1.851467349E0,8.077692240E-2,-1.338405535E-2,6.331258267E-2
1.856527297E0,7.864692062E-2,-8.059054613E-3,5.585758761E-2
1.861578651E0,7.758191973E-2,-1.669054851E-3,4.840258509E-2
1.866630057E0,7.545191795E-2,5.785944872E-3,3.881758451E-2
1.871681411E0,7.225692272E-2,1.324094459E-2,2.710258588E-2
1.876732818E0,7.119192183E-2,1.324094459E-2,1.858258620E-2
1.881784172E0,7.225692272E-2,1.430594455E-2,1.112758648E-2
1.886848859E0,7.012692094E-2,1.430594455E-2,1.542586018E-3
1.891900214E0,6.799691916E-2,1.111094467E-2,-9.107413702E-3
1.896951620E0,6.054192036E-2,7.915944792E-3,-2.401741408E-2
1.902002974E0,4.882692173E-2,1.430594455E-2,-3.360241279E-2
1.907054380E0,3.072192147E-2,2.176094428E-2,-3.679741547E-2
1.912105786E0,9.421922266E-3,3.028094582E-2,-3.360241279E-2
1.917168703E0,-1.081307791E-2,3.347594291E-2,-2.082241327E-2
1.922220057E0,-3.104807809E-2,3.986594826E-2,-2.717413940E-3
1.927271464E0,-4.808807746E-2,3.667094558E-2,1.964758709E-2
1.932322818E0,-6.193307787E-2,3.560594469E-2,4.307758436E-2
